"","Site","Date","chloride","Cond","Volume","Receiving","address","location","NaCl","estimated_cl","year","latitude","longitude","geometry"
"1002","711 Cottage Grove Rd",2014-02-06,777,3580,167504.471442,"Starkweather Creek","711 Cottage Grove Rd Madison, WI","indoor",NA,NA,2014,43.083927,-89.31475,c(-89.31475, 43.083927)
"1003","711 Cottage Grove Rd",2013-01-17,790,3550,167504.471442,"Starkweather Creek","711 Cottage Grove Rd Madison, WI","indoor",NA,NA,2013,43.083927,-89.31475,c(-89.31475, 43.083927)
"1004","711 Cottage Grove Rd",2007-01-04,813.2,2990,167504.471442,"Starkweather Creek","711 Cottage Grove Rd Madison, WI","indoor",NA,NA,2007,43.083927,-89.31475,c(-89.31475, 43.083927)
"1005","711 Cottage Grove Rd",2012-02-29,907,4080,167504.471442,"Starkweather Creek","711 Cottage Grove Rd Madison, WI","indoor",NA,NA,2012,43.083927,-89.31475,c(-89.31475, 43.083927)
"1006","711 Cottage Grove Rd",2010-02-10,950,3630,167504.471442,"Starkweather Creek","711 Cottage Grove Rd Madison, WI","indoor",NA,NA,2010,43.083927,-89.31475,c(-89.31475, 43.083927)
"1007","711 Cottage Grove Rd",2019-01-22,1160,5480,167504.471442,"Starkweather Creek","711 Cottage Grove Rd Madison, WI","indoor",NA,NA,2019,43.083927,-89.31475,c(-89.31475, 43.083927)
"1008","711 Cottage Grove Rd",2005-02-14,1195,3970,167504.471442,"Starkweather Creek","711 Cottage Grove Rd Madison, WI","indoor",NA,NA,2005,43.083927,-89.31475,c(-89.31475, 43.083927)
"1009","711 Cottage Grove Rd",2017-01-04,1270,5550,167504.471442,"Starkweather Creek","711 Cottage Grove Rd Madison, WI","indoor",NA,NA,2017,43.083927,-89.31475,c(-89.31475, 43.083927)
"1010","711 Cottage Grove Rd",2016-02-24,1320,5940,167504.471442,"Starkweather Creek","711 Cottage Grove Rd Madison, WI","indoor",NA,NA,2016,43.083927,-89.31475,c(-89.31475, 43.083927)
"1011","718 Jupiter Dr",2019-01-22,1020,NA,NA,"Starkweather Creek","718 Jupiter Dr Madison, WI","indoor",NA,NA,2019,43.08698,-89.28245,c(-89.28245, 43.08698)
"1012","718 Jupiter Dr",2016-03-03,1060,3750,NA,"Starkweather Creek","718 Jupiter Dr Madison, WI","indoor",NA,NA,2016,43.08698,-89.28245,c(-89.28245, 43.08698)
"1013","718 Jupiter Dr",2017-01-04,1760,5720,NA,"Starkweather Creek","718 Jupiter Dr Madison, WI","indoor",NA,NA,2017,43.08698,-89.28245,c(-89.28245, 43.08698)
"1014","718 Jupiter Dr",2018-01-24,1830,5660,NA,"Starkweather Creek","718 Jupiter Dr Madison, WI","indoor",NA,NA,2018,43.08698,-89.28245,c(-89.28245, 43.08698)
"1015","722 John Nolen Dr",2013-01-11,344,2040,NA,"Monona","722 John Nolen Dr Madison, WI","indoor",NA,NA,2013,43.04658,-89.37381,c(-89.37381, 43.04658)
"1016","722 John Nolen Dr",2009-07-08,498,1990,NA,"Monona","722 John Nolen Dr Madison, WI","indoor",NA,NA,2009,43.04658,-89.37381,c(-89.37381, 43.04658)
"1017","722 John Nolen Dr",2007-05-31,542.1,2028,NA,"Monona","722 John Nolen Dr Madison, WI","indoor",NA,NA,2007,43.04658,-89.37381,c(-89.37381, 43.04658)
"1018","722 John Nolen Dr",2004-06-30,638.6,2360,NA,"Monona","722 John Nolen Dr Madison, WI","indoor",NA,NA,2004,43.04658,-89.37381,c(-89.37381, 43.04658)
"1019","722 John Nolen Dr",2014-02-04,917,4160,NA,"Monona","722 John Nolen Dr Madison, WI","indoor",NA,NA,2014,43.04658,-89.37381,c(-89.37381, 43.04658)
"1020","722 John Nolen Dr",2016-02-24,925,4540,NA,"Monona","722 John Nolen Dr Madison, WI","indoor",NA,NA,2016,43.04658,-89.37381,c(-89.37381, 43.04658)
"1021","722 John Nolen Dr",2015-01-13,989,4520,NA,"Monona","722 John Nolen Dr Madison, WI","indoor",NA,NA,2015,43.04658,-89.37381,c(-89.37381, 43.04658)
"1022","722 John Nolen Dr",2006-11-28,998.9,3400,NA,"Monona","722 John Nolen Dr Madison, WI","indoor",NA,NA,2006,43.04658,-89.37381,c(-89.37381, 43.04658)
"1023","722 John Nolen Dr",2005-08-15,1039,3650,NA,"Monona","722 John Nolen Dr Madison, WI","indoor",NA,NA,2005,43.04658,-89.37381,c(-89.37381, 43.04658)
"1024","722 John Nolen Dr",2018-01-25,1070,4640,NA,"Monona","722 John Nolen Dr Madison, WI","indoor",NA,NA,2018,43.04658,-89.37381,c(-89.37381, 43.04658)
"1025","722 John Nolen Dr",2017-01-04,1250,5720,NA,"Monona","722 John Nolen Dr Madison, WI","indoor",NA,NA,2017,43.04658,-89.37381,c(-89.37381, 43.04658)
"1026","725 W Washington Ave",2014-07-30,538,2040,242266.354176,"Monona Bay","725 W Washington Ave Madison, WI","outdoor",NA,NA,2014,43.10917,-89.335724,c(-89.335724, 43.10917)
"1027","725 W Washington Ave",2011-08-02,715,2650,242266.354176,"Monona Bay","725 W Washington Ave Madison, WI","outdoor",NA,NA,2011,43.10917,-89.335724,c(-89.335724, 43.10917)
"1028","725 W Washington Ave",2016-08-04,802,2880,242266.354176,"Monona Bay","725 W Washington Ave Madison, WI","outdoor",NA,NA,2016,43.10917,-89.335724,c(-89.335724, 43.10917)
"1029","725 W Washington Ave",2009-07-24,813,2970,242266.354176,"Monona Bay","725 W Washington Ave Madison, WI","outdoor",NA,NA,2009,43.10917,-89.335724,c(-89.335724, 43.10917)
"1030","725 W Washington Ave",2012-06-14,814,3000,242266.354176,"Monona Bay","725 W Washington Ave Madison, WI","outdoor",NA,NA,2012,43.10917,-89.335724,c(-89.335724, 43.10917)
"1031","725 W Washington Ave",2013-08-08,835,3080,242266.354176,"Monona Bay","725 W Washington Ave Madison, WI","outdoor",NA,NA,2013,43.10917,-89.335724,c(-89.335724, 43.10917)
"1032","725 W Washington Ave",2017-07-13,885,3090,242266.354176,"Monona Bay","725 W Washington Ave Madison, WI","outdoor",NA,NA,2017,43.10917,-89.335724,c(-89.335724, 43.10917)
"1033","725 W Washington Ave",2010-07-21,902,3120,242266.354176,"Monona Bay","725 W Washington Ave Madison, WI","outdoor",NA,NA,2010,43.10917,-89.335724,c(-89.335724, 43.10917)
"1034","725 W Washington Ave",2018-08-23,1020,3370,242266.354176,"Monona Bay","725 W Washington Ave Madison, WI","outdoor",NA,NA,2018,43.10917,-89.335724,c(-89.335724, 43.10917)
"1035","8080 Watts Rd",2015-01-14,664,3320,NA,"Mendota","8080 Watts Rd Madison, WI","indoor",NA,NA,2015,43.054394,-89.52071,c(-89.52071, 43.054394)
"1036","8080 Watts Rd",2011-01-04,847,4040,NA,"Mendota","8080 Watts Rd Madison, WI","indoor",NA,NA,2011,43.054394,-89.52071,c(-89.52071, 43.054394)
"1037","8080 Watts Rd",2017-01-05,875,3800,NA,"Mendota","8080 Watts Rd Madison, WI","indoor",NA,NA,2017,43.054394,-89.52071,c(-89.52071, 43.054394)
"1038","8080 Watts Rd",2014-02-05,911,4200,NA,"Mendota","8080 Watts Rd Madison, WI","indoor",NA,NA,2014,43.054394,-89.52071,c(-89.52071, 43.054394)
"1039","8080 Watts Rd",2010-02-11,926,4360,NA,"Mendota","8080 Watts Rd Madison, WI","indoor",NA,NA,2010,43.054394,-89.52071,c(-89.52071, 43.054394)
"1040","8080 Watts Rd",2016-03-01,973,4610,NA,"Mendota","8080 Watts Rd Madison, WI","indoor",NA,NA,2016,43.054394,-89.52071,c(-89.52071, 43.054394)
"1041","8080 Watts Rd",2018-02-01,1000,4240,NA,"Mendota","8080 Watts Rd Madison, WI","indoor",NA,NA,2018,43.054394,-89.52071,c(-89.52071, 43.054394)
"1042","8080 Watts Rd",2007-01-19,1058,3640,NA,"Mendota","8080 Watts Rd Madison, WI","indoor",NA,NA,2007,43.054394,-89.52071,c(-89.52071, 43.054394)
"1043","8080 Watts Rd",2012-02-22,1060,4860,NA,"Mendota","8080 Watts Rd Madison, WI","indoor",NA,NA,2012,43.054394,-89.52071,c(-89.52071, 43.054394)
"1044","8080 Watts Rd",2013-01-11,1090,4930,NA,"Mendota","8080 Watts Rd Madison, WI","indoor",NA,NA,2013,43.054394,-89.52071,c(-89.52071, 43.054394)
"1045","8080 Watts Rd",2008-07-08,1648,5720,NA,"Mendota","8080 Watts Rd Madison, WI","indoor",NA,NA,2008,43.054394,-89.52071,c(-89.52071, 43.054394)
"1046","7425 Timber Lake Tr",2004-07-01,176.2,840,NA,"Spring Harbor","7425 Timber Lake Tr Madison, WI","outdoor",NA,NA,2004,43.052155,-89.51101,c(-89.51101, 43.052155)
"1047","7425 Timber Lake Tr",2007-07-05,182.2,907,NA,"Spring Harbor","7425 Timber Lake Tr Madison, WI","outdoor",NA,NA,2007,43.052155,-89.51101,c(-89.51101, 43.052155)
"1048","7425 Timber Lake Tr",2008-07-22,207.8,852,NA,"Spring Harbor","7425 Timber Lake Tr Madison, WI","outdoor",NA,NA,2008,43.052155,-89.51101,c(-89.51101, 43.052155)
"1049","7425 Timber Lake Tr",2012-06-21,215,1090,NA,"Spring Harbor","7425 Timber Lake Tr Madison, WI","outdoor",NA,NA,2012,43.052155,-89.51101,c(-89.51101, 43.052155)
"1050","7425 Timber Lake Tr",2014-08-07,366,1560,NA,"Spring Harbor","7425 Timber Lake Tr Madison, WI","outdoor",NA,NA,2014,43.052155,-89.51101,c(-89.51101, 43.052155)
"1051","7425 Timber Lake Tr",2005-08-17,368.9,1423,NA,"Spring Harbor","7425 Timber Lake Tr Madison, WI","outdoor",NA,NA,2005,43.052155,-89.51101,c(-89.51101, 43.052155)
"1052","8102 Excelsior Dr",2007-06-04,281.7,1236,NA,"Mendota","8102 Excelsior Dr Madison, WI","indoor",NA,NA,2007,43.07853,-89.52437,c(-89.52437, 43.07853)
"1053","8102 Excelsior Dr",2010-02-11,513,2070,NA,"Mendota","8102 Excelsior Dr Madison, WI","indoor",NA,NA,2010,43.07853,-89.52437,c(-89.52437, 43.07853)
"1054","8102 Excelsior Dr",2016-03-01,835,3210,NA,"Mendota","8102 Excelsior Dr Madison, WI","indoor",NA,NA,2016,43.07853,-89.52437,c(-89.52437, 43.07853)
"1055","8102 Excelsior Dr",2004-06-02,912.2,3480,NA,"Mendota","8102 Excelsior Dr Madison, WI","indoor",NA,NA,2004,43.07853,-89.52437,c(-89.52437, 43.07853)
"1056","8102 Excelsior Dr",2012-02-22,946,3730,NA,"Mendota","8102 Excelsior Dr Madison, WI","indoor",NA,NA,2012,43.07853,-89.52437,c(-89.52437, 43.07853)
"1057","802 Harbor House Dr",2012-06-28,217,1100,98420.706384,"Spring Harbor","802 Harbor House Dr Madison, WI","outdoor",NA,NA,2012,43.049706,-89.50802,c(-89.50802, 43.049706)
"1058","802 Harbor House Dr",2003-07-14,316.3,1445,98420.706384,"Spring Harbor","802 Harbor House Dr Madison, WI","outdoor",NA,NA,2003,43.049706,-89.50802,c(-89.50802, 43.049706)
"1059","803 N Thompson Dr",2007-08-08,468.4,2261,113562.35352,"Starkweather Creek","803 N Thompson Dr Madison, WI","outdoor",NA,NA,2007,43.10878,-89.298676,c(-89.298676, 43.10878)
"1060","725 W Washington Ave",2015-08-25,1030,3610,242266.354176,"Monona Bay","725 W Washington Ave Madison, WI","outdoor",NA,NA,2015,43.10917,-89.335724,c(-89.335724, 43.10917)
"1061","9 E Wilson St",2016-03-02,318.958,1480,NA,"Monona","9 E Wilson St Madison, WI","indoor",NA,"y",2016,43.0729400274764,-89.3805327641501,c(-89.3805327641501, 43.0729400274764)
"1062","8102 Excelsior Dr",2011-01-04,1030,3890,NA,"Mendota","8102 Excelsior Dr Madison, WI","indoor",NA,NA,2011,43.07853,-89.52437,c(-89.52437, 43.07853)
"1063","8102 Excelsior Dr",2005-08-15,1071,4190,NA,"Mendota","8102 Excelsior Dr Madison, WI","indoor",NA,NA,2005,43.07853,-89.52437,c(-89.52437, 43.07853)
"1064","8102 Excelsior Dr",2008-07-24,1102,4100,NA,"Mendota","8102 Excelsior Dr Madison, WI","indoor",NA,NA,2008,43.07853,-89.52437,c(-89.52437, 43.07853)
"1065","8102 Excelsior Dr",2004-08-30,1121,4220,NA,"Mendota","8102 Excelsior Dr Madison, WI","indoor",NA,NA,2004,43.07853,-89.52437,c(-89.52437, 43.07853)
"1066","8102 Excelsior Dr",2015-01-22,1150,4140,NA,"Mendota","8102 Excelsior Dr Madison, WI","indoor",NA,NA,2015,43.07853,-89.52437,c(-89.52437, 43.07853)
"1067","8102 Excelsior Dr",2013-01-11,1360,4940,NA,"Mendota","8102 Excelsior Dr Madison, WI","indoor",NA,NA,2013,43.07853,-89.52437,c(-89.52437, 43.07853)
"1068","8102 Excelsior Dr",2019-02-06,1370,5280,NA,"Mendota","8102 Excelsior Dr Madison, WI","indoor",NA,NA,2019,43.07853,-89.52437,c(-89.52437, 43.07853)
"1069","8102 Excelsior Dr",2014-02-05,1440,5190,NA,"Mendota","8102 Excelsior Dr Madison, WI","indoor",NA,NA,2014,43.07853,-89.52437,c(-89.52437, 43.07853)
"1070","8102 Excelsior Dr",2017-01-05,2750,9170,NA,"Mendota","8102 Excelsior Dr Madison, WI","indoor",NA,NA,2017,43.07853,-89.52437,c(-89.52437, 43.07853)
"1071","8102 Excelsior Dr",2018-02-01,3330,10700,NA,"Mendota","8102 Excelsior Dr Madison, WI","indoor",NA,NA,2018,43.07853,-89.52437,c(-89.52437, 43.07853)
"1072","8310 Globe Dr",2019-08-05,1030,4160,NA,"Mendota","8310 Globe Dr Madison, WI","outdoor",NA,NA,2019,43.07144,-89.526634,c(-89.526634, 43.07144)
"1073","8406 Isaac Dr",2010-06-28,153.3464,914,90849.882816,"Mendota","8406 Isaac Dr Madison, WI","outdoor",NA,"y",2010,43.062424,-89.52919,c(-89.52919, 43.062424)
"1074","8406 Isaac Dr",2014-08-20,263.364,1290,90849.882816,"Mendota","8406 Isaac Dr Madison, WI","outdoor",NA,"y",2014,43.062424,-89.52919,c(-89.52919, 43.062424)
"1075","8406 Isaac Dr",2013-07-31,269.216,1310,90849.882816,"Mendota","8406 Isaac Dr Madison, WI","outdoor",NA,"y",2013,43.062424,-89.52919,c(-89.52919, 43.062424)
"1076","8406 Isaac Dr",2007-07-06,171,997,90849.882816,"Mendota","8406 Isaac Dr Madison, WI","outdoor",NA,NA,2007,43.062424,-89.52919,c(-89.52919, 43.062424)
"1077","8406 Isaac Dr",2003-07-15,316.1,1324,90849.882816,"Mendota","8406 Isaac Dr Madison, WI","outdoor",NA,NA,2003,43.062424,-89.52919,c(-89.52919, 43.062424)
"1078","8406 Isaac Dr",2009-07-21,359,1490,90849.882816,"Mendota","8406 Isaac Dr Madison, WI","outdoor",NA,NA,2009,43.062424,-89.52919,c(-89.52919, 43.062424)
"1079","8406 Isaac Dr",2008-07-08,389.5,1463,90849.882816,"Mendota","8406 Isaac Dr Madison, WI","outdoor",NA,NA,2008,43.062424,-89.52919,c(-89.52919, 43.062424)
"1080","8406 Isaac Dr",2015-08-27,445,1640,90849.882816,"Mendota","8406 Isaac Dr Madison, WI","outdoor",NA,NA,2015,43.062424,-89.52919,c(-89.52919, 43.062424)
"1081","8406 Isaac Dr",2011-07-05,478,1770,90849.882816,"Mendota","8406 Isaac Dr Madison, WI","outdoor",NA,NA,2011,43.062424,-89.52919,c(-89.52919, 43.062424)
"1082","8406 Isaac Dr",2012-06-20,613,2260,90849.882816,"Mendota","8406 Isaac Dr Madison, WI","outdoor",NA,NA,2012,43.062424,-89.52919,c(-89.52919, 43.062424)
"1083","8406 Isaac Dr",2016-08-10,1040,4060,90849.882816,"Mendota","8406 Isaac Dr Madison, WI","outdoor",NA,NA,2016,43.062424,-89.52919,c(-89.52919, 43.062424)
"1084","8406 Isaac Dr",2017-08-08,1060,4520,90849.882816,"Mendota","8406 Isaac Dr Madison, WI","outdoor",NA,NA,2017,43.062424,-89.52919,c(-89.52919, 43.062424)
"1085","8406 Isaac Dr",2018-08-28,1310,4750,90849.882816,"Mendota","8406 Isaac Dr Madison, WI","outdoor",NA,NA,2018,43.062424,-89.52919,c(-89.52919, 43.062424)
"1086","8501 Old Sauk Rd",2010-03-03,665,2370,NA,"Mendota","8501 Old Sauk Rd Madison, WI","indoor",NA,NA,2010,43.0744666745588,-89.5306905519436,c(-89.5306905519436, 43.0744666745588)
"1087","8501 Old Sauk Rd",2009-07-01,842,3120,NA,"Mendota","8501 Old Sauk Rd Madison, WI","indoor",NA,NA,2009,43.0744666745588,-89.5306905519436,c(-89.5306905519436, 43.0744666745588)
"1088","8501 Old Sauk Rd",2017-01-05,1000,3340,NA,"Mendota","8501 Old Sauk Rd Madison, WI","indoor",NA,NA,2017,43.0744666745588,-89.5306905519436,c(-89.5306905519436, 43.0744666745588)
"1089","8501 Old Sauk Rd",2003-07-15,1038,3710,NA,"Mendota","8501 Old Sauk Rd Madison, WI","indoor",NA,NA,2003,43.0744666745588,-89.5306905519436,c(-89.5306905519436, 43.0744666745588)
"1090","8501 Old Sauk Rd",2007-06-08,1065,3680,NA,"Mendota","8501 Old Sauk Rd Madison, WI","indoor",NA,NA,2007,43.0744666745588,-89.5306905519436,c(-89.5306905519436, 43.0744666745588)
"1091","8501 Old Sauk Rd",2019-02-21,1340,5110,NA,"Mendota","8501 Old Sauk Rd Madison, WI","indoor",NA,NA,2019,43.0744666745588,-89.5306905519436,c(-89.5306905519436, 43.0744666745588)
"1092","8501 Old Sauk Rd",2016-03-01,1390,4840,NA,"Mendota","8501 Old Sauk Rd Madison, WI","indoor",NA,NA,2016,43.0744666745588,-89.5306905519436,c(-89.5306905519436, 43.0744666745588)
"1093","8501 Old Sauk Rd",2008-07-08,1445,4400,NA,"Mendota","8501 Old Sauk Rd Madison, WI","indoor",NA,NA,2008,43.0744666745588,-89.5306905519436,c(-89.5306905519436, 43.0744666745588)
"1094","8501 Old Sauk Rd",2018-02-01,1560,5110,NA,"Mendota","8501 Old Sauk Rd Madison, WI","indoor",NA,NA,2018,43.0744666745588,-89.5306905519436,c(-89.5306905519436, 43.0744666745588)
"1095","8501 Old Sauk Rd",2014-02-05,2220,7620,NA,"Mendota","8501 Old Sauk Rd Madison, WI","indoor",NA,NA,2014,43.0744666745588,-89.5306905519436,c(-89.5306905519436, 43.0744666745588)
"1096","8501 Old Sauk Rd",2011-01-05,2700,9200,NA,"Mendota","8501 Old Sauk Rd Madison, WI","indoor",NA,NA,2011,43.0744666745588,-89.5306905519436,c(-89.5306905519436, 43.0744666745588)
"1097","8501 Old Sauk Rd",2015-01-14,3040,9990,NA,"Mendota","8501 Old Sauk Rd Madison, WI","indoor",NA,NA,2015,43.0744666745588,-89.5306905519436,c(-89.5306905519436, 43.0744666745588)
"1098","8501 Old Sauk Rd",2012-02-23,4280,13000,NA,"Mendota","8501 Old Sauk Rd Madison, WI","indoor",NA,NA,2012,43.0744666745588,-89.5306905519436,c(-89.5306905519436, 43.0744666745588)
"1099","8501 Old Sauk Rd",2013-01-29,5350,16700,NA,"Mendota","8501 Old Sauk Rd Madison, WI","indoor",NA,NA,2013,43.0744666745588,-89.5306905519436,c(-89.5306905519436, 43.0744666745588)
"1100","901 N Highpoint Rd",2008-07-24,517.3,1800,NA,"Mendota","901 N Highpoint Rd Madison, WI","outdoor",NA,NA,2008,43.078808,-89.51876,c(-89.51876, 43.078808)
"1101","901 N Highpoint Rd",2009-07-01,266.29,1300,NA,"Mendota","901 N Highpoint Rd Madison, WI","outdoor",NA,"y",2009,43.078808,-89.51876,c(-89.51876, 43.078808)
"1102","901 N Highpoint Rd",2010-06-25,248.734,1240,NA,"Mendota","901 N Highpoint Rd Madison, WI","outdoor",NA,"y",2010,43.078808,-89.51876,c(-89.51876, 43.078808)
"1103","901 N Highpoint Rd",2011-07-21,330.662,1520,NA,"Mendota","901 N Highpoint Rd Madison, WI","outdoor",NA,"y",2011,43.078808,-89.51876,c(-89.51876, 43.078808)
"1104","901 N Highpoint Rd",2012-08-01,573.52,2350,NA,"Mendota","901 N Highpoint Rd Madison, WI","outdoor",NA,"y",2012,43.078808,-89.51876,c(-89.51876, 43.078808)
"1105","901 N Highpoint Rd",2013-08-07,499,2440,NA,"Mendota","901 N Highpoint Rd Madison, WI","outdoor",NA,NA,2013,43.078808,-89.51876,c(-89.51876, 43.078808)
"1106","901 N Highpoint Rd",2014-08-20,575,2540,NA,"Mendota","901 N Highpoint Rd Madison, WI","outdoor",NA,NA,2014,43.078808,-89.51876,c(-89.51876, 43.078808)
"1107","901 N Highpoint Rd",2015-08-27,465,2210,NA,"Mendota","901 N Highpoint Rd Madison, WI","outdoor",NA,NA,2015,43.078808,-89.51876,c(-89.51876, 43.078808)
"1108","901 N Highpoint Rd",2016-08-10,517,2230,NA,"Mendota","901 N Highpoint Rd Madison, WI","outdoor",NA,NA,2016,43.078808,-89.51876,c(-89.51876, 43.078808)
"1109","901 N High Point Rd w",2017-08-22,871,3700,NA,"Mendota","901 N High Point Rd w Madison, WI","outdoor",NA,NA,2017,43.07881,-89.51876,c(-89.51876, 43.07881)
"1110","901 N Highpoint Rd",2017-08-22,496,2380,NA,"Mendota","901 N Highpoint Rd Madison, WI","outdoor",NA,NA,2017,43.078808,-89.51876,c(-89.51876, 43.078808)
"1111","901 N Highpoint Rd",2019-08-05,477,2360,NA,"Mendota","901 N Highpoint Rd Madison, WI","outdoor",NA,NA,2019,43.078808,-89.51876,c(-89.51876, 43.078808)
"1112","901 N High Point Rd w",NA,728,3070,NA,"Mendota","901 N High Point Rd w Madison, WI","outdoor",NA,NA,NA,43.07881,-89.51876,c(-89.51876, 43.07881)
"1113","9 E Wilson St",2015-01-22,314,1350,NA,"Monona","9 E Wilson St Madison, WI","indoor",NA,NA,2015,43.0729400274764,-89.3805327641501,c(-89.3805327641501, 43.0729400274764)
"1114","9 E Wilson St",2004-06-21,316.6,1595,NA,"Monona","9 E Wilson St Madison, WI","indoor",NA,NA,2004,43.0729400274764,-89.3805327641501,c(-89.3805327641501, 43.0729400274764)
"1115","9 E Wilson St",2019-02-28,378,1760,NA,"Monona","9 E Wilson St Madison, WI","indoor",NA,NA,2019,43.0729400274764,-89.3805327641501,c(-89.3805327641501, 43.0729400274764)
"1116","9 E Wilson St",2010-03-05,496,2280,NA,"Monona","9 E Wilson St Madison, WI","indoor",NA,NA,2010,43.0729400274764,-89.3805327641501,c(-89.3805327641501, 43.0729400274764)
"1117","9 E Wilson St",2014-02-06,499,2030,NA,"Monona","9 E Wilson St Madison, WI","indoor",NA,NA,2014,43.0729400274764,-89.3805327641501,c(-89.3805327641501, 43.0729400274764)
"1118","9 E Wilson St",2012-02-27,502,1960,NA,"Monona","9 E Wilson St Madison, WI","indoor",NA,NA,2012,43.0729400274764,-89.3805327641501,c(-89.3805327641501, 43.0729400274764)
"1119","9 E Wilson St",2007-06-08,646.2,2934,NA,"Monona","9 E Wilson St Madison, WI","indoor",NA,NA,2007,43.0729400274764,-89.3805327641501,c(-89.3805327641501, 43.0729400274764)
"1120","9 E Wilson St",2017-01-12,648,2380,NA,"Monona","9 E Wilson St Madison, WI","indoor",NA,NA,2017,43.0729400274764,-89.3805327641501,c(-89.3805327641501, 43.0729400274764)
"1121","9 E Wilson St",2011-01-05,734,3260,NA,"Monona","9 E Wilson St Madison, WI","indoor",NA,NA,2011,43.0729400274764,-89.3805327641501,c(-89.3805327641501, 43.0729400274764)
"1122","9 E Wilson St",2008-07-28,750.5,2837,NA,"Monona","9 E Wilson St Madison, WI","indoor",NA,NA,2008,43.0729400274764,-89.3805327641501,c(-89.3805327641501, 43.0729400274764)
"1123","9 E Wilson St",2013-01-16,968,3460,NA,"Monona","9 E Wilson St Madison, WI","indoor",NA,NA,2013,43.0729400274764,-89.3805327641501,c(-89.3805327641501, 43.0729400274764)
"1124","9 E Wilson St",2003-07-14,1366,4780,NA,"Monona","9 E Wilson St Madison, WI","indoor",NA,NA,2003,43.0729400274764,-89.3805327641501,c(-89.3805327641501, 43.0729400274764)
"1125","9201 Waterside St",2018-08-28,93.656,710,94635.2946,"Mendota","9201 Waterside St Madison, WI","outdoor",NA,"y",2018,43.076126,-89.54465,c(-89.54465, 43.076126)
"1126","9201 Waterside St",2013-07-31,98.6302,727,94635.2946,"Mendota","9201 Waterside St Madison, WI","outdoor",NA,"y",2013,43.076126,-89.54465,c(-89.54465, 43.076126)
