"","Site","Date","chloride","Cond","Volume","Receiving","address","location","NaCl","estimated_cl","year","latitude","longitude","geometry"
"141","2601 Old Camden Sq",2010-07-06,234.104,1190,NA,"Starkweather Creek","2601 Old Camden Sq Madison, WI","outdoor",NA,"y",2010,43.132824,-89.28698,c(-89.28698, 43.132824)
"142","302 Parkwood Ln",2010-06-10,167.3912,962,NA,"Starkweather Creek","302 Parkwood Ln Madison, WI","outdoor",NA,"y",2010,43.103592,-89.31075,c(-89.31075, 43.103592)
"143","302 Parkwood Ln",2011-06-22,169.4394,969,NA,"Starkweather Creek","302 Parkwood Ln Madison, WI","outdoor",NA,"y",2011,43.103592,-89.31075,c(-89.31075, 43.103592)
"144","302 Parkwood Ln",2013-07-11,207.77,1100,NA,"Starkweather Creek","302 Parkwood Ln Madison, WI","outdoor",NA,"y",2013,43.103592,-89.31075,c(-89.31075, 43.103592)
"145","302 Parkwood Ln",2009-07-22,213.622,1120,NA,"Starkweather Creek","302 Parkwood Ln Madison, WI","outdoor",NA,"y",2009,43.103592,-89.31075,c(-89.31075, 43.103592)
"146","302 Parkwood Ln",2015-08-11,213.622,1120,NA,"Starkweather Creek","302 Parkwood Ln Madison, WI","outdoor",NA,"y",2015,43.103592,-89.31075,c(-89.31075, 43.103592)
"147","302 Parkwood Ln",2014-07-30,231.178,1180,NA,"Starkweather Creek","302 Parkwood Ln Madison, WI","outdoor",NA,"y",2014,43.103592,-89.31075,c(-89.31075, 43.103592)
"148","302 Parkwood Ln",2017-07-11,231.178,1180,NA,"Starkweather Creek","302 Parkwood Ln Madison, WI","outdoor",NA,"y",2017,43.103592,-89.31075,c(-89.31075, 43.103592)
"149","302 Parkwood Ln",2018-08-02,251.66,1250,NA,"Starkweather Creek","302 Parkwood Ln Madison, WI","outdoor",NA,"y",2018,43.103592,-89.31075,c(-89.31075, 43.103592)
"150","302 Parkwood Ln",2016-08-02,301.402,1420,NA,"Starkweather Creek","302 Parkwood Ln Madison, WI","outdoor",NA,"y",2016,43.103592,-89.31075,c(-89.31075, 43.103592)
"151","3269 Forest Run Ct",2013-07-23,131.694,840,NA,"Starkweather Creek","3269 Forest Run Ct Madison, WI","outdoor",NA,"y",2013,43.137608,-89.30429,c(-89.30429, 43.137608)
"152","3269 Forest Run Ct",2014-07-09,142.2276,876,NA,"Starkweather Creek","3269 Forest Run Ct Madison, WI","outdoor",NA,"y",2014,43.137608,-89.30429,c(-89.30429, 43.137608)
"153","3269 Forest Run Ct",2010-06-10,150.713,905,NA,"Starkweather Creek","3269 Forest Run Ct Madison, WI","outdoor",NA,"y",2010,43.137608,-89.30429,c(-89.30429, 43.137608)
"154","3269 Forest Run Ct",2011-06-16,167.6838,963,NA,"Starkweather Creek","3269 Forest Run Ct Madison, WI","outdoor",NA,"y",2011,43.137608,-89.30429,c(-89.30429, 43.137608)
"155","3269 Forest Run Ct",2015-08-11,272.142,1320,NA,"Starkweather Creek","3269 Forest Run Ct Madison, WI","outdoor",NA,"y",2015,43.137608,-89.30429,c(-89.30429, 43.137608)
"156","3269 Forest Run Ct",2018-08-02,345.292,1570,NA,"Starkweather Creek","3269 Forest Run Ct Madison, WI","outdoor",NA,"y",2018,43.137608,-89.30429,c(-89.30429, 43.137608)
"157","4 S Lincoln Ridge Dr",2013-07-29,79.026,660,NA,"Spring Harbor","4 S Lincoln Ridge Dr Madison, WI","outdoor",NA,"y",2013,43.051422,-89.51524,c(-89.51524, 43.051422)
"158","4 S Lincoln Ridge Dr",2015-08-25,119.99,800,NA,"Spring Harbor","4 S Lincoln Ridge Dr Madison, WI","outdoor",NA,"y",2015,43.051422,-89.51524,c(-89.51524, 43.051422)
"159","4 S Lincoln Ridge Dr",2014-08-07,145.1536,886,NA,"Spring Harbor","4 S Lincoln Ridge Dr Madison, WI","outdoor",NA,"y",2014,43.051422,-89.51524,c(-89.51524, 43.051422)
"160","4 S Lincoln Ridge Dr",2009-07-21,147.2018,893,NA,"Spring Harbor","4 S Lincoln Ridge Dr Madison, WI","outdoor",NA,"y",2009,43.051422,-89.51524,c(-89.51524, 43.051422)
"161","4 S Lincoln Ridge Dr",2010-06-28,168.5616,966,NA,"Spring Harbor","4 S Lincoln Ridge Dr Madison, WI","outdoor",NA,"y",2010,43.051422,-89.51524,c(-89.51524, 43.051422)
"162","4 S Lincoln Ridge Dr",2016-08-16,184.362,1020,NA,"Spring Harbor","4 S Lincoln Ridge Dr Madison, WI","outdoor",NA,"y",2016,43.051422,-89.51524,c(-89.51524, 43.051422)
"163","4 S Lincoln Ridge Dr",2011-07-08,237.03,1200,NA,"Spring Harbor","4 S Lincoln Ridge Dr Madison, WI","outdoor",NA,"y",2011,43.051422,-89.51524,c(-89.51524, 43.051422)
"164","4 S Lincoln Ridge Dr",2017-08-08,471.11,2000,NA,"Spring Harbor","4 S Lincoln Ridge Dr Madison, WI","outdoor",NA,"y",2017,43.051422,-89.51524,c(-89.51524, 43.051422)
"165","401 N Thompson Dr",2016-08-02,239.956,1210,NA,"Starkweather Creek","401 N Thompson Dr Madison, WI","outdoor",NA,"y",2016,43.10336,-89.29745,c(-89.29745, 43.10336)
"166","401 N Thompson Dr",2013-07-11,245.808,1230,NA,"Starkweather Creek","401 N Thompson Dr Madison, WI","outdoor",NA,"y",2013,43.10336,-89.29745,c(-89.29745, 43.10336)
"167","401 N Thompson Dr",2017-07-11,260.438,1280,NA,"Starkweather Creek","401 N Thompson Dr Madison, WI","outdoor",NA,"y",2017,43.10336,-89.29745,c(-89.29745, 43.10336)
"168","401 N Thompson Dr",2015-08-11,321.884,1490,NA,"Starkweather Creek","401 N Thompson Dr Madison, WI","outdoor",NA,"y",2015,43.10336,-89.29745,c(-89.29745, 43.10336)
"169","401 N Thompson Dr",2012-06-06,134,946,NA,"Starkweather Creek","401 N Thompson Dr Madison, WI","outdoor",NA,NA,2012,43.10336,-89.29745,c(-89.29745, 43.10336)
"170","401 N Thompson Dr",2007-08-08,300.3,1255,NA,"Starkweather Creek","401 N Thompson Dr Madison, WI","outdoor",NA,NA,2007,43.10336,-89.29745,c(-89.29745, 43.10336)
"171","401 N Thompson Dr",2011-08-08,338,1550,NA,"Starkweather Creek","401 N Thompson Dr Madison, WI","outdoor",NA,NA,2011,43.10336,-89.29745,c(-89.29745, 43.10336)
"172","401 N Thompson Dr2",2009-07-22,160.0762,937,NA,"Starkweather Creek","401 N Thompson Dr2 Madison, WI","outdoor",NA,"y",2009,43.103363,-89.297451,c(-89.297451, 43.103363)
"173","401 N Thompson Dr2",2013-07-11,231.178,1180,NA,"Starkweather Creek","401 N Thompson Dr2 Madison, WI","outdoor",NA,"y",2013,43.103363,-89.297451,c(-89.297451, 43.103363)
"174","401 N Thompson Dr2",2018-08-02,245.808,1230,NA,"Starkweather Creek","401 N Thompson Dr2 Madison, WI","outdoor",NA,"y",2018,43.103363,-89.297451,c(-89.297451, 43.103363)
"175","401 N Thompson Dr2",2014-07-30,260.438,1280,NA,"Starkweather Creek","401 N Thompson Dr2 Madison, WI","outdoor",NA,"y",2014,43.103363,-89.297451,c(-89.297451, 43.103363)
"176","401 N Thompson Dr2",2017-07-11,260.438,1280,NA,"Starkweather Creek","401 N Thompson Dr2 Madison, WI","outdoor",NA,"y",2017,43.103363,-89.297451,c(-89.297451, 43.103363)
"177","401 N Thompson Dr2",2016-08-02,286.772,1370,NA,"Starkweather Creek","401 N Thompson Dr2 Madison, WI","outdoor",NA,"y",2016,43.103363,-89.297451,c(-89.297451, 43.103363)
"178","401 N Thompson Dr2",2012-06-06,214,1100,NA,"Starkweather Creek","401 N Thompson Dr2 Madison, WI","outdoor",NA,NA,2012,43.103363,-89.297451,c(-89.297451, 43.103363)
"179","401 N Thompson Dr2",2015-08-11,362,1540,NA,"Starkweather Creek","401 N Thompson Dr2 Madison, WI","outdoor",NA,NA,2015,43.103363,-89.297451,c(-89.297451, 43.103363)
"180","4602 Eastpark Blvd",2019-01-24,773,2820,NA,"Starkweather Creek","4602 Eastpark Blvd Madison, WI","indoor",NA,NA,2019,43.15502,-89.299994,c(-89.299994, 43.15502)
"181","333 W Washington Ave",2019-02-28,921,4920,NA,"Monona Bay","333 W Washington Ave Madison, WI","indoor",NA,NA,2019,43.076946,-89.38084,c(-89.38084, 43.076946)
"182","333 W Washington Ave",2012-06-05,923,3330,NA,"Monona Bay","333 W Washington Ave Madison, WI","indoor",NA,NA,2012,43.076946,-89.38084,c(-89.38084, 43.076946)
"183","333 W Washington Ave",2013-01-16,1470,5330,NA,"Monona Bay","333 W Washington Ave Madison, WI","indoor",NA,NA,2013,43.076946,-89.38084,c(-89.38084, 43.076946)
"184","333 W Washington Ave",2014-02-04,1550,5550,NA,"Monona Bay","333 W Washington Ave Madison, WI","indoor",NA,NA,2014,43.076946,-89.38084,c(-89.38084, 43.076946)
"185","333 W Washington Ave",2017-01-12,1690,5770,NA,"Monona Bay","333 W Washington Ave Madison, WI","indoor",NA,NA,2017,43.076946,-89.38084,c(-89.38084, 43.076946)
"186","333 W Washington Ave",2016-03-03,1740,6420,NA,"Monona Bay","333 W Washington Ave Madison, WI","indoor",NA,NA,2016,43.076946,-89.38084,c(-89.38084, 43.076946)
"187","333 W Washington Ave",2015-01-15,2320,8150,NA,"Monona Bay","333 W Washington Ave Madison, WI","indoor",NA,NA,2015,43.076946,-89.38084,c(-89.38084, 43.076946)
"188","4145 Country Club Rd",2010-07-13,178.51,1000,NA,"Wingra","4145 Country Club Rd Madison, WI","outdoor",NA,"y",2010,43.041473,-89.440414,c(-89.440414, 43.041473)
"189","4145 Country Club Rd",2009-07-21,213.622,1120,NA,"Wingra","4145 Country Club Rd Madison, WI","outdoor",NA,"y",2009,43.041473,-89.440414,c(-89.440414, 43.041473)
"190","4145 Country Club Rd",2015-08-25,359.922,1620,NA,"Wingra","4145 Country Club Rd Madison, WI","outdoor",NA,"y",2015,43.041473,-89.440414,c(-89.440414, 43.041473)
"191","405 Moorland Rd",2017-07-13,66.1516,616,NA,"Monona","405 Moorland Rd Madison, WI","outdoor",NA,"y",2017,43.035637,-89.37957,c(-89.37957, 43.035637)
"192","405 Moorland Rd",2014-07-30,97.4598,723,NA,"Monona","405 Moorland Rd Madison, WI","outdoor",NA,"y",2014,43.035637,-89.37957,c(-89.37957, 43.035637)
"193","405 Moorland Rd",2013-07-29,98.9228,728,NA,"Monona","405 Moorland Rd Madison, WI","outdoor",NA,"y",2013,43.035637,-89.37957,c(-89.37957, 43.035637)
"194","405 Moorland Rd",2016-08-04,104.7748,748,NA,"Monona","405 Moorland Rd Madison, WI","outdoor",NA,"y",2016,43.035637,-89.37957,c(-89.37957, 43.035637)
"195","405 Moorland Rd",2011-08-04,114.7232,782,NA,"Monona","405 Moorland Rd Madison, WI","outdoor",NA,"y",2011,43.035637,-89.37957,c(-89.37957, 43.035637)
"196","1080 N Pleasant View Rd",2012-06-20,2520,8770,NA,"Mendota","1080 N Pleasant View Rd Madison, WI","outdoor",NA,NA,2012,43.110325,-89.351265,c(-89.351265, 43.110325)
"197","110 S Westfield Rd",2012-06-28,237,1170,NA,"Mendota","110 S Westfield Rd Madison, WI","outdoor",NA,NA,2012,43.06571,-89.50829,c(-89.50829, 43.06571)
"198","110 S Westfield Rd",2010-06-25,285,1300,NA,"Mendota","110 S Westfield Rd Madison, WI","outdoor",NA,NA,2010,43.06571,-89.50829,c(-89.50829, 43.06571)
"199","110 S Westfield Rd",2004-06-10,317.5,1414,NA,"Mendota","110 S Westfield Rd Madison, WI","outdoor",NA,NA,2004,43.06571,-89.50829,c(-89.50829, 43.06571)
"200","110 S Westfield Rd",2007-07-06,383.5,1604,NA,"Mendota","110 S Westfield Rd Madison, WI","outdoor",NA,NA,2007,43.06571,-89.50829,c(-89.50829, 43.06571)
"201","110 S Westfield Rd",2005-08-15,395.4,1712,NA,"Mendota","110 S Westfield Rd Madison, WI","outdoor",NA,NA,2005,43.06571,-89.50829,c(-89.50829, 43.06571)
"202","110 S Westfield Rd",2009-07-24,409,1810,NA,"Mendota","110 S Westfield Rd Madison, WI","outdoor",NA,NA,2009,43.06571,-89.50829,c(-89.50829, 43.06571)
"203","110 S Westfield Rd",2014-08-13,414,1910,NA,"Mendota","110 S Westfield Rd Madison, WI","outdoor",NA,NA,2014,43.06571,-89.50829,c(-89.50829, 43.06571)
"204","4665 Hayes Rd",2010-06-10,156.2724,924,NA,"Starkweather Creek","4665 Hayes Rd Madison, WI","outdoor",NA,"y",2010,43.142418,-89.30286,c(-89.30286, 43.142418)
"205","4665 Hayes Rd",2019-07-09,225.326,1160,NA,"Starkweather Creek","4665 Hayes Rd Madison, WI","outdoor",NA,"y",2019,43.142418,-89.30286,c(-89.30286, 43.142418)
"206","110 S Westfield Rd",2019-08-05,479,2220,NA,"Mendota","110 S Westfield Rd Madison, WI","outdoor",NA,NA,2019,43.06571,-89.50829,c(-89.50829, 43.06571)
"207","110 S Westfield Rd",2013-08-07,491,2250,NA,"Mendota","110 S Westfield Rd Madison, WI","outdoor",NA,NA,2013,43.06571,-89.50829,c(-89.50829, 43.06571)
"208","110 S Westfield Rd",2017-08-22,507,2130,NA,"Mendota","110 S Westfield Rd Madison, WI","outdoor",NA,NA,2017,43.06571,-89.50829,c(-89.50829, 43.06571)
"209","110 S Westfield Rd",2011-07-08,517,2290,NA,"Mendota","110 S Westfield Rd Madison, WI","outdoor",NA,NA,2011,43.06571,-89.50829,c(-89.50829, 43.06571)
"210","110 S Westfield Rd",2015-08-27,540,2220,NA,"Mendota","110 S Westfield Rd Madison, WI","outdoor",NA,NA,2015,43.06571,-89.50829,c(-89.50829, 43.06571)
"211","110 S Westfield Rd",2016-08-10,559,2280,NA,"Mendota","110 S Westfield Rd Madison, WI","outdoor",NA,NA,2016,43.06571,-89.50829,c(-89.50829, 43.06571)
"212","1109 Fourier Dr",2004-07-01,766.9,2680,NA,"Mendota","1109 Fourier Dr Madison, WI","indoor",NA,NA,2004,43.08136,-89.524216,c(-89.524216, 43.08136)
"213","4665 Hayes Rd",2003-08-14,79.6,862,NA,"Starkweather Creek","4665 Hayes Rd Madison, WI","outdoor",NA,NA,2003,43.142418,-89.30286,c(-89.30286, 43.142418)
"214","4801 Sheboygan Ave",2010-07-09,76.3926,651,204412.236336,"University Bay Creek","4801 Sheboygan Ave Madison, WI","outdoor",NA,"y",2010,43.072807,-89.459236,c(-89.459236, 43.072807)
"215","4801 Sheboygan Ave",2009-07-09,80.489,665,204412.236336,"University Bay Creek","4801 Sheboygan Ave Madison, WI","outdoor",NA,"y",2009,43.072807,-89.459236,c(-89.459236, 43.072807)
"216","4801 Sheboygan Ave",2018-08-22,109.1638,763,204412.236336,"University Bay Creek","4801 Sheboygan Ave Madison, WI","outdoor",NA,"y",2018,43.072807,-89.459236,c(-89.459236, 43.072807)
"217","4801 Sheboygan Ave",2013-09-04,110.9194,769,204412.236336,"University Bay Creek","4801 Sheboygan Ave Madison, WI","outdoor",NA,"y",2013,43.072807,-89.459236,c(-89.459236, 43.072807)
"218","4801 Sheboygan Ave",2011-07-12,121.7456,806,204412.236336,"University Bay Creek","4801 Sheboygan Ave Madison, WI","outdoor",NA,"y",2011,43.072807,-89.459236,c(-89.459236, 43.072807)
"219","4801 Sheboygan Ave",2016-08-26,126.7198,823,204412.236336,"University Bay Creek","4801 Sheboygan Ave Madison, WI","outdoor",NA,"y",2016,43.072807,-89.459236,c(-89.459236, 43.072807)
"220","4801 Sheboygan Ave",2015-09-01,151.2982,907,204412.236336,"University Bay Creek","4801 Sheboygan Ave Madison, WI","outdoor",NA,"y",2015,43.072807,-89.459236,c(-89.459236, 43.072807)
"221","4801 Sheboygan Ave",2014-08-27,158.3206,931,204412.236336,"University Bay Creek","4801 Sheboygan Ave Madison, WI","outdoor",NA,"y",2014,43.072807,-89.459236,c(-89.459236, 43.072807)
"222","4801 Sheboygan Ave",2017-08-22,161.2466,941,204412.236336,"University Bay Creek","4801 Sheboygan Ave Madison, WI","outdoor",NA,"y",2017,43.072807,-89.459236,c(-89.459236, 43.072807)
"223","5002 Sheboygan Ave",2010-07-09,100.0932,732,208576.1892984,"Spring Harbor","5002 Sheboygan Ave Madison, WI","outdoor",NA,"y",2010,43.07289,-89.46446,c(-89.46446, 43.07289)
"224","5002 Sheboygan Ave",2009-07-09,101.8488,738,208576.1892984,"Spring Harbor","5002 Sheboygan Ave Madison, WI","outdoor",NA,"y",2009,43.07289,-89.46446,c(-89.46446, 43.07289)
"225","5002 Sheboygan Ave",2017-08-16,128.4754,829,208576.1892984,"Spring Harbor","5002 Sheboygan Ave Madison, WI","outdoor",NA,"y",2017,43.07289,-89.46446,c(-89.46446, 43.07289)
"226","5002 Sheboygan Ave",2011-07-12,139.5942,867,208576.1892984,"Spring Harbor","5002 Sheboygan Ave Madison, WI","outdoor",NA,"y",2011,43.07289,-89.46446,c(-89.46446, 43.07289)
"227","5002 Sheboygan Ave",2015-09-01,151.8834,909,208576.1892984,"Spring Harbor","5002 Sheboygan Ave Madison, WI","outdoor",NA,"y",2015,43.07289,-89.46446,c(-89.46446, 43.07289)
"228","5002 Sheboygan Ave",2013-08-13,174.7062,987,208576.1892984,"Spring Harbor","5002 Sheboygan Ave Madison, WI","outdoor",NA,"y",2013,43.07289,-89.46446,c(-89.46446, 43.07289)
"229","5002 Sheboygan Ave",2014-08-27,187.288,1030,208576.1892984,"Spring Harbor","5002 Sheboygan Ave Madison, WI","outdoor",NA,"y",2014,43.07289,-89.46446,c(-89.46446, 43.07289)
"230","5002 Sheboygan Ave",2016-08-26,196.066,1060,208576.1892984,"Spring Harbor","5002 Sheboygan Ave Madison, WI","outdoor",NA,"y",2016,43.07289,-89.46446,c(-89.46446, 43.07289)
"231","5015 Sheboygan Ave",2018-08-22,35.136,510,283905.8838,"University Bay Creek","5015 Sheboygan Ave Madison, WI","outdoor",NA,"y",2018,43.072773,-89.46529,c(-89.46529, 43.072773)
"232","5015 Sheboygan Ave",2017-08-16,58.8366,591,283905.8838,"University Bay Creek","5015 Sheboygan Ave Madison, WI","outdoor",NA,"y",2017,43.072773,-89.46529,c(-89.46529, 43.072773)
"233","5015 Sheboygan Ave",2015-09-01,76.6852,652,283905.8838,"University Bay Creek","5015 Sheboygan Ave Madison, WI","outdoor",NA,"y",2015,43.072773,-89.46529,c(-89.46529, 43.072773)
"234","5015 Sheboygan Ave",2016-08-26,87.804,690,283905.8838,"University Bay Creek","5015 Sheboygan Ave Madison, WI","outdoor",NA,"y",2016,43.072773,-89.46529,c(-89.46529, 43.072773)
"235","5015 Sheboygan Ave",2013-08-13,104.1896,746,283905.8838,"University Bay Creek","5015 Sheboygan Ave Madison, WI","outdoor",NA,"y",2013,43.072773,-89.46529,c(-89.46529, 43.072773)
"236","5015 Sheboygan Ave",2014-08-27,106.2378,753,283905.8838,"University Bay Creek","5015 Sheboygan Ave Madison, WI","outdoor",NA,"y",2014,43.072773,-89.46529,c(-89.46529, 43.072773)
"237","5015 Sheboygan Ave",2010-07-09,119.99,800,283905.8838,"University Bay Creek","5015 Sheboygan Ave Madison, WI","outdoor",NA,"y",2010,43.072773,-89.46529,c(-89.46529, 43.072773)
"238","5015 Sheboygan Ave",2011-07-27,125.842,820,283905.8838,"University Bay Creek","5015 Sheboygan Ave Madison, WI","outdoor",NA,"y",2011,43.072773,-89.46529,c(-89.46529, 43.072773)
"239","5015 Sheboygan Ave",2009-07-09,140.7646,871,283905.8838,"University Bay Creek","5015 Sheboygan Ave Madison, WI","outdoor",NA,"y",2009,43.072773,-89.46529,c(-89.46529, 43.072773)
"240","1109 Fourier Dr",2010-02-11,806,2790,NA,"Mendota","1109 Fourier Dr Madison, WI","indoor",NA,NA,2010,43.08136,-89.524216,c(-89.524216, 43.08136)
"241","1109A Fourier Dr",2010-02-11,954,3170,NA,"Mendota","1109A Fourier Dr Madison, WI","indoor",NA,NA,2010,43.081367,-89.524216,c(-89.524216, 43.081367)
"242","1109 Fourier Dr",2011-01-04,1010,3780,NA,"Mendota","1109 Fourier Dr Madison, WI","indoor",NA,NA,2011,43.08136,-89.524216,c(-89.524216, 43.08136)
"243","5202 Brookside Dr",2010-06-10,286.772,1370,132489.41244,"Starkweather Creek","5202 Brookside Dr Madison, WI","outdoor",NA,"y",2010,43.15355,-89.28322,c(-89.28322, 43.15355)
"244","5440 Congress Ave",2013-07-24,304.328,1430,98420.706384,"Starkweather Creek","5440 Congress Ave Madison, WI","outdoor",NA,"y",2013,43.139782,-89.28375,c(-89.28375, 43.139782)
"245","5533 Odana Rd",2007-06-26,107.7,702,700301.18004,"Wingra","5533 Odana Rd Madison, WI","outdoor",NA,NA,2007,43.049995,-89.474945,c(-89.474945, 43.049995)
"246","5533 Odana Rd",2008-07-28,235,1075,700301.18004,"Wingra","5533 Odana Rd Madison, WI","outdoor",NA,NA,2008,43.049995,-89.474945,c(-89.474945, 43.049995)
"247","5533 Odana Rd",2009-07-21,122.6234,809,700301.18004,"Wingra","5533 Odana Rd Madison, WI","outdoor",NA,"y",2009,43.049995,-89.474945,c(-89.474945, 43.049995)
"248","5533 Odana Rd",2010-07-12,132.2792,842,700301.18004,"Wingra","5533 Odana Rd Madison, WI","outdoor",NA,"y",2010,43.049995,-89.474945,c(-89.474945, 43.049995)
"249","5533 Odana Rd wade",2010-07-12,139.8868,868,9842.0706384,"Wingra","5533 Odana Rd wade Madison, WI","outdoor",NA,"y",2010,43.049995,-89.474945,c(-89.474945, 43.049995)
"250","5533 Odana Rd",2011-08-04,131.694,840,700301.18004,"Wingra","5533 Odana Rd Madison, WI","outdoor",NA,"y",2011,43.049995,-89.474945,c(-89.474945, 43.049995)
"251","5533 Odana Rd wade",2011-08-11,154.2242,917,9842.0706384,"Wingra","5533 Odana Rd wade Madison, WI","outdoor",NA,"y",2011,43.049995,-89.474945,c(-89.474945, 43.049995)
"252","5533 Odana Rd",2012-07-12,253,1060,700301.18004,"Wingra","5533 Odana Rd Madison, WI","outdoor",NA,NA,2012,43.049995,-89.474945,c(-89.474945, 43.049995)
"253","5533 Odana Rd",2013-08-08,137.8386,861,700301.18004,"Wingra","5533 Odana Rd Madison, WI","outdoor",NA,"y",2013,43.049995,-89.474945,c(-89.474945, 43.049995)
"254","5533 Odana Rd wade",2013-08-08,254.586,1260,9842.0706384,"Wingra","5533 Odana Rd wade Madison, WI","outdoor",NA,"y",2013,43.049995,-89.474945,c(-89.474945, 43.049995)
"255","5533 Odana Rd",2014-08-20,201.918,1080,700301.18004,"Wingra","5533 Odana Rd Madison, WI","outdoor",NA,"y",2014,43.049995,-89.474945,c(-89.474945, 43.049995)
"256","5533 Odana Rd wade",2014-08-20,198.992,1070,9842.0706384,"Wingra","5533 Odana Rd wade Madison, WI","outdoor",NA,"y",2014,43.049995,-89.474945,c(-89.474945, 43.049995)
"257","5533 Odana Rd",2016-08-26,257.512,1270,700301.18004,"Wingra","5533 Odana Rd Madison, WI","outdoor",NA,"y",2016,43.049995,-89.474945,c(-89.474945, 43.049995)
"258","5607 Summer Shine Dr",NA,400.886,1760,NA,"Starkweather Creek","5607 Summer Shine Dr Madison, WI","outdoor",NA,"y",NA,43.122276,-89.2842,c(-89.2842, 43.122276)
"259","1624 Fordem Ave",2007-07-23,152.8,925,NA,"Yahara River","1624 Fordem Ave Madison, WI","outdoor",NA,NA,2007,43.09335,-89.36364,c(-89.36364, 43.09335)
"260","1614 Fordem Ave",2012-06-14,160,1070,NA,"Yahara River","1614 Fordem Ave Madison, WI","outdoor",NA,NA,2012,43.093784,-89.36364,c(-89.36364, 43.093784)
"261","1624 Fordem Ave",2004-07-06,124,750,NA,"Yahara River","1624 Fordem Ave Madison, WI","outdoor",NA,NA,2004,43.09335,-89.36364,c(-89.36364, 43.09335)
"262","1614 Fordem Ave",2013-07-11,135.2052,852,NA,"Yahara River","1614 Fordem Ave Madison, WI","outdoor",NA,"y",2013,43.093784,-89.36364,c(-89.36364, 43.093784)
"263","1614 Fordem Ave",2019-07-29,194,1840,NA,"Yahara River","1614 Fordem Ave Madison, WI","outdoor",NA,NA,2019,43.093784,-89.36364,c(-89.36364, 43.093784)
"264","1766 Fordem Ave",2017-07-11,141.0572,872,NA,"Yahara River","1766 Fordem Ave Madison, WI","outdoor",NA,"y",2017,43.095047,-89.363495,c(-89.363495, 43.095047)
"265","1818 Fordem Ave",2010-07-06,149.25,900,NA,"Yahara River","1818 Fordem Ave Madison, WI","outdoor",NA,"y",2010,43.096344,-89.36353,c(-89.36353, 43.096344)
"266","1766 Fordem Ave",2018-08-02,143.9832,882,NA,"Yahara River","1766 Fordem Ave Madison, WI","outdoor",NA,"y",2018,43.095047,-89.363495,c(-89.363495, 43.095047)
"267","1109A Fourier Dr",2011-01-04,1020,3780,NA,"Mendota","1109A Fourier Dr Madison, WI","indoor",NA,NA,2011,43.081367,-89.524216,c(-89.524216, 43.081367)
