STATION,NAME,DATE,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1992-09,323,40,10,8,0,0,0,1,0,15,0,30,0,0,1.75,82,281,180,5.99,0,60.3,70.9,49.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1992-10,328,5,8,3,1,1,0,9,0,5,0,18,1,1.7,0.47,81,801,520,1.06,2.1,48.4,59.3,37.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1992-11,328,0,14,8,5,1,0,20,4,0,0,14,3,2.9,1.55,54,1711,910,4.83,3.9,34.7,39.6,29.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1992-12,328,0,13,5,28,3,1,27,13,0,0,-5,10,4.3,1.15,39,2956,1245,2.39,10.6,24.9,32.1,17.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1993-01,0,0,13,5,22,2,4,29,18,0,0,-10,10,6.2,0.52,46,4296,1340,1.6,12.5,21.8,30.6,13
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1993-02,0,0,8,4,28,2,7,28,19,0,0,-10,12,7.8,0.63,47,5523,1227,1.19,12.1,21.2,29.3,13
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1993-03,0,0,13,6,26,5,3,24,6,0,0,-3,10,6.2,1.52,65,6561,1038,3.3,21.6,31.5,39.5,23.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1993-04,0,0,15,10,7,3,0,14,1,3,0,18,6,4,1.43,74,7202,641,5.33,8.5,43.6,53.8,33.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1993-05,31,31,20,11,0,0,0,0,0,14,0,35,0,0,0.83,87,7402,200,3.83,0,59.6,70.8,48.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1993-06,136,105,13,12,0,0,0,0,0,24,0,36,0,0,2.01,89,7481,79,6.67,0,65.9,76.3,55.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1993-07,352,216,17,11,0,0,0,0,0,31,0,51,0,0,3.75,89,0,0,9.34,0,72,81.4,62.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1993-08,583,231,8,6,0,0,0,0,0,31,3,50,0,0,2.67,91,10,10,5.57,0,72.1,82,62.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1993-09,600,16,15,6,0,0,0,2,0,12,0,28,0,0,1.63,82,278,267,3.75,0,56.6,67,46.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1993-10,604,4,9,3,0,0,0,9,0,7,0,24,0,0.2,0.3,82,812,534,0.91,0.2,47.9,59.3,36.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1993-11,604,0,11,4,0,0,0,22,5,0,0,16,0,0.8,0.48,60,1706,895,1.56,1.2,35.2,43.8,26.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1993-12,604,0,10,1,9,0,4,22,11,0,0,-5,1,0.8,0.12,48,2897,1190,0.36,2.5,26.6,33,20.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1994-01,0,0,15,6,30,8,15,31,29,0,0,-27,14,6.6,0.36,39,4641,1744,1.46,22.6,8.7,18.6,-1.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1994-02,0,0,10,8,28,7,10,27,20,0,0,-19,20,11.6,0.57,50,6020,1379,2.76,37,15.7,26.6,4.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1994-03,0,0,7,2,7,0,0,27,1,0,0,14,13,0.3,0.2,68,6924,905,0.47,0.7,35.8,46.9,24.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1994-04,9,9,12,6,1,2,0,8,0,6,0,19,2,7.8,0.87,84,7434,510,2.57,9.7,48.3,60.1,36.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1994-05,38,29,7,5,1,0,0,2,0,18,0,30,4,0,0.29,88,7681,247,1.33,0,58,72.7,43.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1994-06,239,201,13,8,0,0,0,0,0,28,6,37,0,0,2.25,99,7722,41,5.67,0,70.3,83,57.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1994-07,425,186,16,8,0,0,0,0,0,31,2,50,0,0,1.39,92,8,8,4.11,0,70.7,81.4,60
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1994-08,527,102,12,6,0,0,0,0,0,25,0,45,0,0,1.52,89,63,55,4.57,0,66.5,77.3,55.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1994-09,608,81,14,9,0,0,0,0,0,24,0,38,0,0,2.45,88,148,84,6.15,0,64.9,75.2,54.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1994-10,611,2,9,4,0,0,0,3,0,6,0,30,0,0,0.18,77,541,393,0.66,0,52.4,62.8,42
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1994-11,611,0,11,7,0,0,0,19,1,0,0,19,0,0.3,1.18,60,1285,744,2.77,0.3,40.2,49.3,31.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1994-12,611,0,7,3,23,3,1,30,10,0,0,-1,9,5.7,0.52,55,2409,1123,1.08,12.5,28.8,37.4,20.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1995-01,0,0,11,4,31,7,6,29,22,0,0,-7,11,12.6,1.07,41,3791,1382,2.13,27.5,20.4,28.4,12.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1995-02,0,0,5,0,23,0,5,28,12,0,0,-5,6,0.3,0.02,48,4970,1179,0.07,0.8,22.9,31.2,14.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1995-03,0,0,10,5,7,4,1,18,6,2,0,-3,6,3.4,0.76,75,5841,871,2.17,11.1,36.9,47.4,26.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1995-04,0,0,17,9,1,0,0,12,1,0,0,14,1,0.6,1,69,6478,637,4.15,0.6,43.8,54.1,33.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1995-05,4,4,10,6,0,0,0,0,0,17,0,33,0,0,1.26,84,6713,235,3.93,0,57.6,69.7,45.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1995-06,234,231,4,3,0,0,0,0,0,28,9,46,0,0,0.63,96,6734,20,1.22,0,72,84.7,59.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1995-07,546,312,10,8,0,0,0,0,0,30,10,44,0,0,1.3,101,9,9,4.36,0,74.7,85.9,63.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1995-08,915,368,12,5,0,0,0,0,0,31,8,57,0,0,2.98,99,9,0,5.59,0,76.9,86.5,67.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1995-09,957,42,8,5,0,0,0,3,0,18,0,28,0,0,0.72,86,241,232,1.79,0,58.7,70.8,46.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1995-10,958,1,12,7,0,0,0,4,0,8,0,27,0,0.1,1.41,83,701,460,4.29,0.1,50.2,60.6,39.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1995-11,958,0,5,3,10,2,1,29,8,0,0,-2,8,7.6,1.33,57,1792,1091,3.17,12.9,28.6,37.2,20.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1995-12,958,0,9,4,29,3,5,31,20,0,0,-7,6,2.9,0.19,48,3170,1377,0.77,10.4,20.6,28.1,13
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1996-01,0,0,11,5,30,5,14,31,24,0,0,-21,13,12.6,0.99,54,4714,1545,2.53,26.5,15.2,25.1,5.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1996-02,0,0,9,2,19,0,6,26,15,0,0,-29,11,0.9,0.25,56,5975,1261,0.54,1.3,21.5,30.1,13
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1996-03,0,0,6,2,4,2,5,29,8,0,0,-6,2,2.5,0.39,62,7104,1129,0.82,4.7,28.6,40.2,16.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1996-04,0,0,12,6,1,3,0,16,0,3,0,18,2,2.4,1.1,76,7789,684,2.76,4.9,42.2,53.1,31.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1996-05,28,28,12,8,0,,0,5,0,7,0,30,0,,0.94,86,8183,394,2.95,,53.2,62.7,43.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1996-06,133,105,16,11,0,0,0,0,0,24,2,44,0,0,4.51,92,8239,56,9.7,0,66.6,75.9,57.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1996-07,230,97,13,7,0,0,0,0,0,29,0,47,0,0,1.5,87,20,20,4.08,0,67.5,77.5,57.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1996-08,351,121,7,3,0,0,0,0,0,31,0,48,0,0,1.09,88,29,9,1.84,0,68.6,79.6,57.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1996-09,389,38,5,3,0,0,0,0,0,16,0,38,0,0,0.63,85,210,180,1.07,0,60.3,71.5,49
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1996-10,389,0,8,5,0,0,0,12,0,5,0,26,0,0,1.36,75,722,512,3.14,0,48.5,59.7,37.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1996-11,389,0,11,5,9,4,1,25,14,0,0,-2,3,2,0.23,60,1812,1090,1.01,5.9,28.7,35.5,21.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1996-12,389,0,10,6,15,2,5,30,19,0,0,-9,3,2.7,0.25,42,3126,1314,1.28,6.8,22.6,28.5,16.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1997-01,0,0,10,3,27,5,13,30,22,0,0,-11,4,2.8,0.59,46,4653,1527,1.25,13.1,15.7,23.8,7.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1997-02,0,0,10,5,24,5,2,27,16,0,0,-7,5,3.5,1.13,51,5799,1146,2.52,14.4,24.1,31.3,16.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1997-03,0,0,11,4,3,1,0,23,3,1,0,4,1,1.5,0.5,73,6758,959,1.55,2.7,34.1,42.4,25.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1997-04,0,0,11,5,3,2,0,16,1,2,0,15,5,3.8,1.24,74,7410,652,2.5,7.1,43.3,54,32.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1997-05,0,0,12,6,0,0,0,5,0,5,0,27,0,0.1,0.47,73,7834,424,1.94,0.1,51.3,62.5,40.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1997-06,117,117,11,8,0,0,0,0,0,28,1,44,0,0,1.39,90,7882,48,5.24,0,67.3,78.9,55.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1997-07,280,164,18,11,0,0,0,0,0,29,2,45,0,0,1.57,93,30,30,6.24,0,69.3,79.4,59.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1997-08,346,66,11,6,0,0,0,0,0,25,0,48,0,0,0.85,86,85,54,2.34,0,65.4,74.5,56.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1997-09,365,18,10,4,0,0,0,0,0,16,0,34,0,0,0.61,82,249,164,1.38,0,60.1,71.3,49
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1997-10,392,28,9,4,,1,0,11,0,8,0,27,,3.8,0.38,85,737,488,1.24,3.9,50.1,60.4,39.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1997-11,392,0,12,5,,1,0,19,5,0,0,9,,2,0.3,57,1689,952,1.25,3.1,33.3,39.1,27.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1997-12,392,0,10,3,22,4,0,31,16,0,0,7,4,4.5,0.43,45,2840,1151,1.25,14.3,27.9,33.2,22.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1998-01,0,0,14,6,25,5,2,30,19,0,0,-7,11,6,0.58,51,4122,1281,2.24,18.9,23.7,29.1,18.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1998-02,0,0,11,7,14,0,0,21,6,0,0,11,5,0.8,0.4,59,5004,882,1.44,1.8,33.5,39.4,27.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1998-03,0,0,14,6,12,3,0,23,7,3,0,4,6,6.8,2.78,78,5961,957,5.47,12,34.1,41.3,27
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1998-04,0,0,10,9,0,0,0,6,0,3,0,27,0,0,1.51,76,6469,508,4.1,0,48.1,58.3,37.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1998-05,53,53,13,9,0,0,0,0,0,24,0,40,0,0,1.05,87,6600,131,4.59,0,62.5,73.2,51.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1998-06,189,135,12,7,0,0,0,0,0,21,0,41,0,0,2.67,89,6699,99,7.46,0,66.2,76.2,56.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1998-07,381,192,8,4,0,0,0,0,0,31,0,53,0,0,0.76,88,0,0,2.5,0,71.2,81.4,60.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1998-08,556,175,12,10,0,0,0,0,0,31,0,49,0,0,1.3,87,1,1,4.24,0,70.6,80.2,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1998-09,628,72,8,3,0,0,0,0,0,25,1,38,0,0,1.96,90,82,81,2.48,0,64.7,76.6,52.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1998-10,628,0,9,6,0,0,0,3,0,2,0,25,0,0,1.35,75,500,417,3.2,0,51.5,60.9,42.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1998-11,628,0,6,2,0,0,0,16,1,0,0,21,0,0.4,1.2,65,1231,731,1.95,0.4,40.6,49.1,32.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1998-12,628,0,4,1,3,1,1,26,9,0,0,-4,1,1.5,0.22,62,2277,1046,0.29,2.2,31.3,39.9,22.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1999-01,0,0,17,6,30,6,9,31,20,0,0,-20,14,10.2,0.5,44,3782,1505,2.11,23.9,16.4,23.8,9.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1999-02,0,0,10,2,4,1,0,24,6,0,0,12,2,2.8,0.51,61,4740,958,0.92,3.8,30.8,38.4,23.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1999-03,0,0,5,2,9,3,0,26,6,2,0,3,5,2.9,0.17,72,5708,968,0.47,7.8,33.8,44.3,23.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1999-04,0,0,13,10,0,0,0,7,0,2,0,29,0,0,1.69,75,6214,506,6.91,0,48.1,58,38.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1999-05,22,22,14,7,0,0,0,0,0,18,0,36,0,0,1.64,84,6396,182,3.73,0,59.8,70.8,48.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1999-06,178,156,17,11,0,0,0,0,0,26,2,43,0,0,0.94,90,6453,57,5.57,0,68.3,79,57.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1999-07,486,308,17,10,0,0,0,0,0,31,9,53,0,0,1.61,97,0,0,4.49,0,74.9,85,64.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1999-08,574,88,11,8,0,0,0,0,0,30,0,47,0,0,1.27,87,30,30,3.26,0,66.9,76.6,57.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1999-09,614,40,5,3,0,0,0,0,0,17,2,35,0,0,0.6,90,211,182,1.55,0,60.3,72.4,48.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1999-10,614,0,7,4,0,0,0,9,0,6,0,19,0,0,0.26,78,711,500,0.88,0,48.9,61.1,36.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1999-11,614,0,4,2,0,0,0,18,0,2,0,13,0,0,0.85,74,1401,690,1.21,0,42,53.4,30.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1999-12,614,0,9,4,15,0,4,28,8,0,0,-6,2,0.9,0.28,55,2599,1198,0.86,3.2,26.3,34.2,18.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2000-01,0,0,15,4,27,4,7,29,21,0,0,-7,5,3.3,0.24,52,3978,1379,0.91,11.8,20.5,28.1,13
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2000-02,0,0,11,5,23,2,0,23,12,0,0,3,7,5,0.45,64,5006,1028,1.95,11.3,29.6,38.5,20.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2000-03,0,0,11,6,3,2,0,22,1,2,0,15,1,1.4,0.22,77,5761,755,1.17,3.5,40.6,51.9,29.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2000-04,0,0,8,5,3,1,0,12,0,3,0,22,3,4,0.98,75,6355,593,3.19,4.5,45.2,56.3,34.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2000-05,30,30,14,9,0,0,0,0,0,16,0,34,0,0,2.58,82,6567,213,9.63,0,59.1,69.5,48.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2000-06,120,90,14,9,0,0,0,0,0,24,0,43,0,0,3.46,86,6635,68,8.63,0,65.7,74.6,56.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2000-07,274,154,8,5,0,0,0,0,0,30,0,49,0,0,1.89,86,17,17,3.26,0,69.4,79,59.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2000-08,434,159,8,5,0,0,0,0,0,30,1,51,0,0,1.68,91,28,11,3.94,0,69.8,79.7,59.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2000-09,507,73,9,5,0,0,0,0,0,16,1,36,0,0,1.71,92,219,190,3.59,0,61.1,71.5,50.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2000-10,511,4,6,3,0,0,0,7,0,11,0,26,0,0,0.23,77,611,392,0.68,0,52.5,63.8,41.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2000-11,511,0,15,4,7,2,0,19,5,1,0,9,1,2.8,1.07,74,1513,902,2.01,5.4,34.9,41,28.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2000-12,511,0,16,6,27,8,15,31,29,0,0,-21,16,8.2,0.26,35,3183,1669,1.39,35,11.1,20.3,2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2001-01,0,0,3,2,31,0,5,30,17,0,0,-8,15,0.5,0.76,39,4527,1344,0.99,1.7,21.6,29.5,13.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2001-02,0,0,10,5,28,4,4,28,20,0,0,-4,9,1.9,1.29,45,5794,1267,2.65,7.8,19.7,27.2,12.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2001-03,0,0,9,2,14,1,0,30,6,0,0,14,5,1,0.22,55,6829,1035,0.59,1.9,31.6,39.8,23.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2001-04,4,4,16,8,2,0,0,7,0,8,0,27,1,0.6,0.84,81,7252,423,3.08,0.6,51,62.2,39.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2001-05,39,35,16,8,0,0,0,0,0,13,0,38,0,0,1.13,86,7492,239,4.17,0,58.4,68.7,48.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2001-06,160,121,13,9,0,0,0,0,0,23,0,42,0,0,1.28,89,7582,90,5.41,0,66,76.2,55.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2001-07,404,245,9,4,0,0,0,0,0,31,6,43,0,0,1.41,95,18,18,3.09,0,72.3,83.8,60.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2001-08,594,190,11,9,0,0,0,0,0,30,5,50,0,0,3.4,93,27,9,7.64,0,70.8,80.5,61.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2001-09,621,26,11,7,0,0,0,0,0,13,0,36,0,0,1.85,84,243,216,5.54,0,58.7,69.1,48.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2001-10,621,0,8,4,0,0,0,4,0,3,0,23,0,0,1.86,79,742,499,2.62,0,48.9,57.7,40.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2001-11,621,0,13,4,0,0,0,10,0,0,0,25,0,0,0.69,67,1311,569,1.6,0,46,55.5,36.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2001-12,621,0,8,3,9,1,0,25,10,0,0,4,2,1.1,0.48,64,2382,1071,1.14,2.3,30.4,37.6,23.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2002-01,0,0,5,2,14,2,0,30,13,0,0,1,4,2.8,0.25,55,3523,1141,0.63,7,28.2,35.3,21
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2002-02,0,0,9,5,16,3,0,25,8,0,0,8,3,2.1,0.77,62,4490,967,2.17,7.5,30.5,38.9,22
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2002-03,0,0,12,6,8,3,3,26,8,0,0,-8,8,6.6,0.46,58,5574,1084,1.71,11.8,30,39.5,20.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2002-04,20,20,13,10,2,1,0,11,0,6,0,19,2,1.8,0.76,87,6140,566,3.45,3.3,46.8,56,37.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2002-05,38,18,10,8,0,0,0,6,0,11,0,28,0,0,0.61,83,6518,377,2.93,0,53.4,64.1,42.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2002-06,206,168,11,6,0,0,0,0,0,26,3,43,0,0,1.54,93,6572,54,3.7,0,68.8,79.2,58.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2002-07,490,284,7,6,0,0,0,0,0,31,6,48,0,0,0.68,98,1,1,2.06,0,74.1,85.6,62.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2002-08,636,147,8,6,0,0,0,0,0,31,2,49,0,0,0.62,93,10,9,3.04,0,69.5,81,57.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2002-09,718,82,8,5,0,0,0,0,0,24,1,34,0,0,0.86,90,116,107,2.74,0,64.2,76.2,52.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2002-10,723,4,13,4,0,0,0,13,0,2,0,26,0,0.3,0.94,75,748,631,2.11,0.3,44.8,52.9,36.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2002-11,723,0,6,3,0,0,0,24,3,0,0,11,0,0.7,0.45,62,1668,920,1.01,1.2,34.3,42.6,26
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2002-12,723,0,4,1,2,1,0,28,12,0,0,2,1,1.3,0.58,53,2834,1165,0.67,1.6,27.4,35.2,19.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2003-01,0,0,6,1,6,1,6,31,25,0,0,-9,2,1.7,0.17,54,4299,1466,0.36,4.4,17.7,25.8,9.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2003-02,0,0,5,2,14,3,8,28,19,0,0,-6,4,4,0.25,51,5604,1304,0.5,7.8,18.4,28.3,8.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2003-03,0,0,10,7,9,2,2,22,8,1,0,-5,4,4.6,0.69,72,6618,1014,1.72,8.7,32.3,42.4,22.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2003-04,3,3,11,5,4,1,0,13,2,6,0,10,4,3.7,1.87,84,7231,614,2.96,4.9,44.7,56.6,32.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2003-05,3,0,16,11,0,0,0,2,0,11,0,29,0,0,0.63,77,7536,305,3.67,0,55.2,66.2,44.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2003-06,89,85,8,6,0,0,0,0,0,24,2,35,0,0,0.96,92,7611,75,2.1,0,65.4,77.1,53.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2003-07,256,167,12,9,0,0,0,0,0,30,0,49,0,0,1.23,89,4,4,4.24,0,70.3,80.4,60.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2003-08,474,219,7,3,0,0,0,0,0,31,7,50,0,0,0.29,94,9,5,0.87,0,71.9,83.9,59.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2003-09,537,63,9,3,0,0,0,1,0,20,0,31,0,0,2.33,89,192,183,4.24,0,61,72.2,49.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2003-10,537,0,7,5,0,0,0,9,0,7,0,22,0,0,0.54,79,680,488,1.6,0,49.3,60.9,37.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2003-11,537,0,12,8,0,0,0,19,3,0,0,12,0,0.2,1.96,65,1514,834,7.5,0.3,37.2,45.2,29.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2003-12,537,0,8,3,7,1,0,30,10,0,0,1,2,2,1.06,50,2664,1150,2,3.6,27.9,35.6,20.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2004-01,0,0,8,2,19,3,9,31,25,0,0,-13,4,3.8,0.23,49,4209,1545,0.62,9.3,15.2,22.8,7.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2004-02,0,0,10,5,26,5,5,29,16,0,0,-9,9,3.7,0.56,55,5414,1205,1.44,13.9,23.4,32.5,14.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2004-03,0,0,16,8,0,1,0,18,1,0,0,10,0,2.3,0.8,66,6244,830,3.62,3.4,38.2,46.1,30.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2004-04,3,3,11,6,0,0,0,13,0,9,0,21,0,0,0.47,82,6780,536,1.76,0,47.2,59.6,34.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2004-05,18,15,17,12,0,1,0,2,0,13,0,27,0,1.2,3.66,84,7046,265,10.83,1.2,56.9,67.4,46.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2004-06,105,86,14,10,0,0,0,0,0,24,0,43,0,0,1.16,88,7114,68,3.94,0,65.6,75.5,55.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",2004-07,254,149,11,7,0,0,0,0,0,30,0,51,0,0,2.24,89,12,12,6.06,0,69.4,78.9,60
