STATION,NAME,DATE,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1939-10,,7,8,6,0,0,0,8,0,11,0,22,0,0,0.38,85,,452,1.67,0,50.7,61.8,39.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1939-11,,0,4,1,0,0,0,22,0,0,0,18,0,0,0.12,68,,810,0.24,0,38,47.6,28.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1939-12,,0,2,1,0,0,1,28,10,0,0,0,0,0,0.27,54,,1061,0.29,0,30.8,39.1,22.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1940-01,0,0,7,3,25,2,14,31,30,0,0,-23,10,7.3,0.5,34,,1673,0.91,10.3,11,19.6,2.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1940-02,0,0,8,2,27,2,4,29,14,0,0,-16,10,4.2,0.43,43,,1229,0.76,8.4,22.6,31.1,14.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1940-03,0,0,10,4,24,4,0,28,13,0,0,3,5,3.1,0.48,66,,1168,1.07,9.5,27.3,34.6,20.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1940-04,0,0,8,5,1,1,0,16,0,2,0,19,3,2.6,0.92,71,,648,2.4,3.3,43.4,54.1,32.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1940-05,7,7,13,8,0,0,0,2,0,12,0,28,0,0.5,0.7,86,,331,2.7,0.8,54.5,65.1,44
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1940-06,127,120,12,6,0,0,0,0,0,29,3,44,0,0,3.05,92,,26,5.05,0,68.1,80.1,56.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1940-07,426,300,8,5,0,0,0,0,0,31,11,45,0,0,1.37,102,20,20,2.88,0,74,86.6,61.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1940-08,611,185,23,11,0,0,0,0,0,25,4,43,0,0,1.35,93,69,49,6.76,0,69.4,79.3,59.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1940-09,676,64,4,2,0,0,0,1,0,21,0,31,0,0,0.45,88,233,163,0.81,0,61.7,74.4,49
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1940-10,679,3,7,4,0,0,0,1,0,10,0,29,0,0,0.79,79,600,367,2.4,0,53.2,64.2,42.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1940-11,679,0,11,7,5,3,0,21,9,0,0,2,12,8.5,0.6,64,1550,950,2.49,13.4,33.3,41.9,24.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1940-12,679,0,8,4,25,1,3,29,11,0,0,-16,11,2,0.67,44,2731,1181,1.21,3.9,25.8,31.9,19.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1941-01,0,0,13,5,15,3,1,30,19,0,0,-1,5,3,1.11,41,3963,1232,2.73,8.3,24.1,30.4,17.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1941-02,0,0,8,2,17,0,3,27,19,0,0,-10,2,0.8,0.53,43,5193,1230,0.79,2.7,21.1,28.7,13.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1941-03,0,0,9,5,2,2,1,30,6,0,0,-7,1,1.3,0.71,52,6300,1107,1.82,4.3,29.3,36.1,22.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1941-04,7,7,9,7,0,0,0,4,0,8,0,31,0,0,0.42,82,6778,478,1.93,0,49.3,58.2,40.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1941-05,48,40,14,6,0,0,0,0,0,14,0,33,0,0,1.12,88,7016,238,3.03,0,58.6,69,48.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1941-06,190,142,9,7,0,0,0,0,0,21,6,46,0,0,1.53,94,7109,93,3.43,0,66.6,76.3,57
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1941-07,392,202,9,7,0,0,0,0,0,27,6,51,0,0,1.01,98,17,17,2.93,0,71,80.8,61.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1941-08,591,198,7,4,0,0,0,0,0,29,4,47,0,0,0.39,97,36,19,1.3,0,70.8,80.6,61
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1941-09,683,92,10,8,0,0,0,0,0,21,1,38,0,0,4.32,90,142,106,9.87,0,64.5,73.8,55.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1941-10,683,0,17,10,0,0,0,3,0,5,0,25,0,0,1.04,77,530,388,2.85,0,52.5,61.1,43.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1941-11,683,0,9,3,1,1,0,13,2,0,0,12,1,1.9,0.33,67,1281,751,0.94,3.1,40,46.7,33.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1941-12,683,0,7,4,10,4,0,24,11,0,0,5,3,3,0.5,55,2295,1015,1.29,8.5,32.3,38.3,26.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1942-01,0,0,6,3,22,3,9,29,12,0,0,-23,5,4.2,0.85,44,3692,1397,1.17,8.1,19.9,27.6,12.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1942-02,0,0,8,1,13,2,3,28,21,0,0,-6,4,3.4,0.19,37,4892,1200,0.5,6.4,22.2,28.3,16
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1942-03,0,0,12,4,1,1,0,19,0,0,0,21,1,1.2,0.69,55,5780,888,1.46,1.8,36.4,42.5,30.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1942-04,4,4,4,3,0,0,0,4,0,11,0,25,0,0,0.31,81,6248,468,0.81,0,49.5,60.3,38.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1942-05,21,17,18,13,0,0,0,0,0,9,0,36,0,0,1.08,88,6578,329,4.49,0,54.9,64.9,45
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1942-06,96,75,9,6,0,0,0,0,0,18,1,42,0,0,1.01,90,6684,106,4.26,0,63.9,73.5,54.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1942-07,309,212,9,5,0,0,0,0,0,30,4,49,0,0,2.14,98,13,13,3.59,0,71.4,81,61.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1942-08,464,155,8,4,0,0,0,0,0,27,2,48,0,0,1.85,91,40,26,4.14,0,69.2,77.8,60.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1942-09,539,75,14,9,0,0,0,5,0,15,0,28,0,0,0.63,88,276,236,3.43,0,59.6,68.5,50.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1942-10,539,0,11,5,0,0,0,6,0,7,0,21,0,0,1.18,76,732,456,2.44,0,50.3,59.1,41.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1942-11,539,0,10,7,3,3,0,15,1,0,0,12,4,2.3,1.33,67,1513,781,3.27,5.1,38.9,47.2,30.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1942-12,539,0,10,3,26,3,3,31,21,0,0,-1,8,3.2,1.28,39,2904,1391,2.55,8.1,20.1,26.7,13.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1943-01,0,0,16,9,30,10,7,31,24,0,0,-18,17,4.2,0.42,38,4342,1438,2.15,28.4,18.6,26.6,10.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1943-02,0,0,5,1,22,2,5,24,11,0,0,-8,12,2.4,0.53,53,5515,1173,0.76,3.5,23.1,32.1,14.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1943-03,0,0,8,5,7,4,4,26,13,2,0,-6,8,4.1,1.63,77,6631,1117,2.48,9.4,29,38.5,19.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1943-04,0,0,12,3,0,0,0,12,0,1,0,23,0,0,0.33,74,7304,673,1,0,42.6,51.7,33.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1943-05,4,4,20,5,0,0,0,1,0,9,0,29,0,0,0.69,84,7686,382,2.89,0,52.8,61.6,44
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1943-06,164,160,12,5,0,0,0,0,0,23,5,42,0,0,0.83,94,7788,102,2.33,0,66.9,77.6,56.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1943-07,384,220,7,4,0,0,0,0,0,30,3,50,0,0,0.56,95,7,7,1.54,0,71.9,82.1,61.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1943-08,596,212,10,5,0,0,0,0,0,28,5,51,0,0,0.75,91,20,12,2.32,0,71.4,81.2,61.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1943-09,621,25,7,1,0,0,0,0,0,14,0,37,0,0,0.19,84,254,234,0.37,0,58,68.1,48
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1943-10,622,1,5,3,0,0,0,0,0,7,0,33,0,0,0.41,82,710,456,0.83,0,50.3,58.9,41.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1943-11,622,0,9,3,0,1,0,23,2,0,0,14,0,1,1.68,60,1640,929,3.16,1.6,34,41.3,26.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1943-12,622,0,4,3,0,0,4,30,9,0,0,-5,0,0,0.58,53,2876,1236,0.99,0,25.1,33.8,16.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1944-01,0,0,8,4,9,1,3,28,9,0,0,-4,3,1.7,0.81,62,4034,1158,1.4,3,27.6,36.6,18.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1944-02,0,0,11,5,13,4,3,28,12,0,0,-4,6,3,0.71,52,5179,1144,1.7,9.3,25.5,33.3,17.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1944-03,0,0,16,6,2,3,0,27,8,0,0,5,2,3,0.94,62,6280,1101,2.46,7.1,29.5,35.2,23.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1944-04,0,0,11,6,0,0,0,13,2,0,0,20,0,0,1.14,64,7017,736,3.74,0,40.5,47.6,33.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1944-05,38,38,13,7,0,0,0,0,0,15,0,33,0,0,1.06,89,7277,260,2.34,0,57.8,67.5,48.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1944-06,192,155,11,7,0,0,0,0,0,25,7,43,0,0,0.74,95,7348,71,3.43,0,67.8,79.5,56
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1944-07,367,175,8,4,0,0,0,0,0,30,3,49,0,0,0.92,93,9,9,2.78,0,70.3,80.6,60.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1944-08,581,214,9,6,0,0,0,0,0,27,6,50,0,0,0.37,97,29,20,1.55,0,71.3,81,61.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1944-09,653,72,7,6,0,0,0,0,0,17,1,45,0,0,0.85,90,144,115,3.06,0,63.6,72.5,54.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1944-10,657,4,2,1,0,0,0,1,0,6,0,30,0,0,0.28,78,576,432,0.29,0,51.2,60.3,42.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1944-11,657,0,13,5,1,0,0,12,2,2,0,18,1,0.8,0.37,77,1285,709,1.54,0.8,41.4,47.5,35.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1944-12,657,0,10,6,28,6,7,31,20,0,0,-8,6,3.4,0.27,37,2687,1403,1.14,12.6,19.8,27.1,12.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1945-01,0,0,7,1,31,2,10,31,27,0,0,-10,6,2.4,0.17,36,4165,1477,0.31,6.4,17.3,23.9,10.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1945-02,0,0,9,2,17,1,4,28,16,0,0,-4,7,4.9,0.73,47,5292,1128,1.4,6.7,24.7,31.6,17.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1945-03,0,0,10,6,0,0,0,14,2,2,0,17,0,0,0.38,81,5934,642,1.41,0,44.3,54.3,34.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1945-04,2,2,13,6,0,0,0,7,0,5,0,27,0,0,0.85,80,6496,562,2.89,0,46.3,55.5,37.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1945-05,2,0,17,10,0,0,0,2,0,6,0,31,0,0,1.47,76,6957,462,5.27,0,50.1,58.7,41.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1945-06,64,62,10,6,0,0,0,0,0,15,0,33,0,0,0.99,87,7150,193,2.81,0,60.6,69.5,51.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1945-07,193,129,10,4,0,0,0,0,0,26,2,45,0,0,0.85,97,42,42,2.65,0,67.8,77.6,58
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1945-08,345,152,10,9,0,0,0,0,0,28,1,50,0,0,0.78,90,57,15,4.07,0,69.4,78.8,60.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1945-09,424,79,11,10,0,0,0,0,0,14,1,38,0,0,1.82,91,230,173,6.28,0,61.9,69.7,54
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1945-10,425,1,7,2,0,0,0,4,0,4,0,30,0,0,0.37,75,733,503,0.78,0,48.8,58.3,39.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1945-11,425,0,12,7,0,0,0,19,3,1,0,15,0,0.8,0.72,70,1563,830,2.35,1.5,37.3,44.7,30
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1945-12,425,0,10,5,19,3,7,29,19,0,0,-12,7,5.4,0.38,50,2942,1378,1.48,11.9,20.5,27.6,13.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1946-01,0,0,10,4,13,0,4,30,17,0,0,-9,2,0.9,0.66,50,4248,1307,1.97,3.5,22.9,30.5,15.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1946-02,0,0,9,5,9,4,3,27,12,0,0,-4,3,2.6,0.27,53,5393,1145,0.88,7.9,24.1,32.2,16
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1946-03,0,0,15,9,4,1,0,11,2,3,0,11,5,5.4,0.84,73,6119,726,2.88,5.7,41.6,50.3,32.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1946-04,4,4,9,3,0,0,0,7,0,7,0,28,0,0,0.29,82,6634,515,0.94,0,47.4,58,36.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1946-05,4,0,8,6,0,0,0,0,0,8,0,33,0,0,0.95,80,7018,384,2.14,0,52.6,62.1,43.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1946-06,124,121,11,5,0,0,0,0,0,19,2,40,0,0,0.76,91,7167,148,2.81,0,64.1,74,54.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1946-07,307,183,5,3,0,0,0,0,0,30,2,51,0,0,0.41,91,6,6,0.95,0,70.7,80.7,60.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1946-08,426,119,8,3,0,0,0,0,0,28,1,47,0,0,0.67,93,38,33,1.64,0,67.8,77.7,57.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1946-09,467,40,10,4,0,0,0,0,0,19,0,38,0,0,0.51,89,178,140,1.29,0,61.7,71.9,51.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1946-10,478,11,8,6,0,0,0,1,0,12,0,31,0,0,0.76,84,497,319,1.79,0,55.1,65.7,44.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1946-11,478,0,11,5,0,0,0,17,1,0,0,14,0,0.1,0.9,58,1277,780,2.08,0.1,39,47.3,30.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1946-12,478,0,7,3,7,2,1,28,14,0,0,-5,5,4.5,0.79,63,2428,1151,1.54,6.8,27.9,36.6,19.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1947-01,0,0,11,7,21,6,2,30,16,0,0,-7,18,9.6,0.74,49,3649,1220,2.26,26.3,25.6,32.9,18.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1947-02,0,0,8,0,28,2,6,28,23,0,0,-8,17,1.8,0.08,45,4977,1328,0.3,5.2,17.5,24.8,10.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1947-03,0,0,10,5,14,5,0,30,8,0,0,16,7,2.3,0.6,60,6060,1083,1.73,9.4,30.1,36.6,23.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1947-04,0,0,15,10,0,0,0,11,0,0,0,28,0,0.5,1.06,69,6724,664,3.68,1.6,42.9,50.6,35.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1947-05,4,4,18,13,0,0,0,4,0,5,0,28,0,0,0.6,80,7196,472,4.35,0,49.9,58.7,41.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1947-06,68,64,14,7,0,0,0,0,0,14,0,42,0,0,1.16,88,7385,189,3.99,0,60.9,70,51.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1947-07,214,146,8,5,0,0,0,0,0,28,3,47,0,0,0.9,91,29,29,2.17,0,68.8,77.9,59.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1947-08,554,340,6,3,0,0,0,0,0,30,11,49,0,0,1.04,99,35,7,1.58,0,75.7,85.1,66.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1947-09,701,148,6,5,0,0,0,0,0,20,1,35,0,0,2.71,90,216,181,6.03,0,63.9,73.2,54.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1947-10,734,32,6,4,0,0,0,1,0,15,0,32,0,0,0.8,86,421,204,1.85,0,59.4,69,49.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1947-11,734,0,15,8,7,4,1,20,10,0,0,-4,5,3.5,0.95,55,1390,969,2.82,9,32.7,38,27.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1947-12,734,0,7,5,8,2,0,30,13,0,0,9,4,2,0.59,48,2571,1181,1.72,5.3,26.9,33.5,20.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1948-01,0,0,7,2,31,2,13,31,21,0,0,-17,4,2.2,0.26,39,4177,1605,0.5,5,13.2,23.6,2.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1948-02,0,0,7,3,16,3,9,27,18,0,0,-17,7,2.1,1.61,51,5497,1320,2.13,5.8,19.5,29.9,9.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1948-03,0,0,9,6,17,3,4,24,10,1,0,-9,8,7.6,0.9,70,6573,1076,2.85,16.6,30.3,41.3,19.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1948-04,10,10,9,8,0,0,0,10,0,7,0,24,0,0,0.66,82,7005,432,2.97,0,50.9,62.8,39
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1948-05,15,6,11,8,0,0,0,1,0,13,0,30,0,0,0.81,84,7314,308,2.9,0,55.2,67.1,43.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1948-06,121,106,17,6,0,0,0,0,0,24,3,43,0,0,1.19,91,7365,51,2.56,0,66.8,79.3,54.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1948-07,397,276,7,5,0,0,0,0,0,31,12,45,0,0,0.89,97,3,3,2.55,0,73.8,86.3,61.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1948-08,630,233,6,2,0,0,0,0,0,31,9,46,0,0,0.31,98,8,5,0.7,0,72.4,85,59.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1948-09,749,119,10,7,0,0,0,0,0,23,2,38,0,0,0.42,93,108,100,1.87,0,65.7,78.8,52.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1948-10,749,0,6,2,0,0,0,9,0,4,0,18,0,0,0.9,72,628,520,1.3,0,48.2,60.4,36.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1948-11,749,0,15,7,0,0,0,15,2,0,0,18,0,0.6,0.9,69,1394,766,3.57,0.9,39.5,45.8,33.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1948-12,749,0,9,6,13,3,2,29,16,0,0,-5,3,1.6,0.55,54,2641,1247,1.76,4.3,24.8,32.9,16.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1949-01,0,0,11,7,19,5,8,30,17,0,0,-19,8,3.9,0.41,51,4010,1369,1.97,12.7,20.8,29.7,12
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1949-02,0,0,11,5,28,5,9,27,16,0,0,-16,10,2.3,0.51,43,5274,1264,1.27,9.3,19.9,29.6,10.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1949-03,0,0,8,5,5,1,0,24,8,0,0,5,1,1.4,0.91,64,6273,1000,2.35,1.9,32.7,41.3,24.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1949-04,0,0,8,6,1,2,0,15,0,8,0,16,2,1.9,0.32,77,6832,558,1.1,3.2,46.4,59.7,33
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1949-05,54,54,12,5,0,0,0,1,0,18,1,32,0,0,1,90,7063,231,2.22,0,59.3,72.4,46.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1949-06,258,205,10,9,0,0,0,0,0,28,6,37,0,0,1.55,93,7090,26,6.43,0,71,83.9,57.9
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1949-07,573,315,11,8,0,0,0,0,0,31,8,51,0,0,2.6,98,0,0,5.76,0,75.2,86.5,63.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1949-08,804,231,5,5,0,0,0,0,0,31,6,45,0,0,0.95,96,13,13,2.2,0,72,84.8,59.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1949-09,811,7,10,2,0,0,0,3,0,14,0,25,0,0,0.49,80,268,255,1.13,0,56.7,68.4,45.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1949-10,833,22,6,4,0,0,0,7,0,12,0,25,0,0,1.19,83,642,374,1.86,0,53.6,65.8,41.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1949-11,833,0,6,2,3,1,0,20,3,1,0,9,2,1.8,0.72,70,1486,843,1.04,2.7,36.9,46,27.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1949-12,833,0,12,6,8,3,2,29,15,0,0,-8,3,2.6,0.7,59,2712,1226,1.7,6.9,25.4,33.9,17
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1950-01,0,0,8,4,4,1,9,29,16,0,0,-8,2,1.6,1.04,51,4086,1374,2.43,2.3,20.7,30.9,10.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1950-02,0,0,9,3,19,2,4,28,18,0,0,-10,9,10.3,1.03,40,5320,1234,1.66,12.4,20.9,29.5,12.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1950-03,0,0,14,5,12,3,1,25,11,0,0,-8,6,5.2,0.72,54,6477,1157,2.35,11.5,27.7,36.1,19.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1950-04,0,0,11,6,1,0,0,19,1,2,0,18,1,0.1,0.86,72,7243,766,2.67,0.1,39.5,48.9,30
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1950-05,16,16,8,6,0,0,0,3,0,19,1,30,0,0,1.37,92,7481,238,3.43,0,57.9,70.6,45.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1950-06,117,101,12,8,0,0,0,0,0,27,0,42,0,0,1.92,87,7533,52,6.24,0,66.6,78,55.3
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1950-07,279,162,11,9,0,0,0,0,0,30,2,45,0,0,3.65,92,17,17,10.93,0,69.7,81.7,57.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1950-08,372,92,12,5,0,0,0,0,0,26,2,39,0,0,1.19,91,74,57,2.7,0,66.1,77.7,54.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1950-09,385,13,5,3,0,0,0,1,0,22,0,30,0,0,1.35,80,210,136,2.09,0,60.9,71.7,50.1
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1950-10,392,7,6,2,0,0,0,1,0,12,0,32,0,0,0.86,82,539,329,1.23,0,54.6,66.5,42.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1950-11,392,0,6,3,7,1,3,27,12,1,0,-8,3,2.8,0.36,74,1565,1025,1.04,3.7,30.8,40.1,21.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1950-12,392,0,13,8,28,7,9,31,24,0,0,-21,12,4.5,0.44,38,3090,1525,1.97,18.7,15.8,25.1,6.5
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1951-01,0,0,11,5,31,5,12,31,23,0,0,-37,17,4.8,0.37,43,4678,1589,1.44,19.7,13.7,23.8,3.7
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1951-02,0,0,10,7,28,4,9,26,13,0,0,-25,17,4.5,0.37,45,5944,1265,1.7,8.7,19.8,29.2,10.4
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1951-03,0,0,13,9,10,3,0,28,8,0,0,5,4,2,0.38,57,7070,1126,2.14,7.2,28.7,36.5,20.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1951-04,2,2,16,10,0,0,0,12,0,3,0,26,0,0.8,1.25,80,7706,637,4.43,1.2,43.9,52.8,35
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1951-05,51,48,12,9,0,0,0,0,0,21,0,36,0,0,0.57,87,7882,175,3,0,60.9,72.6,49.2
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1951-06,98,47,13,8,0,0,0,0,0,26,0,38,0,0,0.67,87,7954,72,2.55,0,64.2,75.8,52.6
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1951-07,292,194,6,4,0,0,0,0,0,29,4,45,0,0,1.4,94,13,13,3.08,0,70.8,82.8,58.8
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1951-08,389,98,11,8,0,0,0,0,0,29,1,44,0,0,0.66,90,50,37,3.09,0,67,77.9,56
USW00014837,"MADISON DANE CO REGIONAL AIRPORT, WI US",1951-09,408,18,12,4,0,0,0,1,0,19,0,32,0,0,0.59,84,256,206,1.57,0,58.7,69.7,47.8
