Site,Date,chloride,Cond,Volume,Receiving,address,location,NaCl,estimated_cl,year,latitude,longitude
40 Golf Course Rd,2018-08-02T00:00:00Z,923,3220,NA,Cherokee Marsh,"40 Golf Course Rd Madison, WI",outdoor,NA,NA,2018,43.149788,-89.370384
3301 City View Dr,2014-01-21T00:00:00Z,2030,6710,NA,Starkweather Creek,"3301 City View Dr Madison, WI",indoor,NA,NA,2014,NA,NA
4765 Hayes Rd,2005-08-17T00:00:00Z,310.1,1427,NA,Starkweather Creek,"4765 Hayes Rd Madison, WI",outdoor,NA,NA,2005,43.139454,-89.29951
4765 Hayes Rd,2004-06-21T00:00:00Z,318.5,1417,NA,Starkweather Creek,"4765 Hayes Rd Madison, WI",outdoor,NA,NA,2004,43.139454,-89.29951
4765 Hayes Rd,2007-07-23T00:00:00Z,522.7,2030,NA,Starkweather Creek,"4765 Hayes Rd Madison, WI",outdoor,NA,NA,2007,43.139454,-89.29951
4820 Hayes Rd,2011-01-12T00:00:00Z,269.216,1310,NA,Starkweather Creek,"4820 Hayes Rd Madison, WI",indoor,NA,y,2011,43.137359096471236,-89.30133540749966
4820 Hayes Rd,2013-01-28T00:00:00Z,383.33000000000004,1700,NA,Starkweather Creek,"4820 Hayes Rd Madison, WI",indoor,NA,y,2013,43.137359096471236,-89.30133540749966
424 W Dayton St,2010-07-21T00:00:00Z,101.84880000000001,738,NA,Monona Bay,"424 W Dayton St Madison, WI",outdoor,NA,y,2010,43.072475,-89.39141
424 W Dayton St,2012-08-01T00:00:00Z,127.305,825,NA,Monona Bay,"424 W Dayton St Madison, WI",outdoor,NA,y,2012,43.072475,-89.39141
4145 Country Club Rd,2019-07-31T00:00:00Z,387,2180,NA,Wingra,"4145 Country Club Rd Madison, WI",outdoor,NA,NA,2019,43.041473,-89.440414
4145 Country Club Rd,2012-08-07T00:00:00Z,486,2170,NA,Wingra,"4145 Country Club Rd Madison, WI",outdoor,NA,NA,2012,43.041473,-89.440414
4145 Country Club Rd,2011-07-27T00:00:00Z,535,2290,NA,Wingra,"4145 Country Club Rd Madison, WI",outdoor,NA,NA,2011,43.041473,-89.440414
424 W Dayton St,2011-08-02T00:00:00Z,237.03,1200,NA,Monona Bay,"424 W Dayton St Madison, WI",outdoor,NA,y,2011,43.072475,-89.39141
3301 City View Dr,2016-02-23T00:00:00Z,2180,8200,NA,Starkweather Creek,"3301 City View Dr Madison, WI",indoor,NA,NA,2016,NA,NA
3301 City View Dr,2017-01-03T00:00:00Z,2750,8860,NA,Starkweather Creek,"3301 City View Dr Madison, WI",indoor,NA,NA,2017,NA,NA
432 W Gorham St,2019-08-13T00:00:00Z,351.144,1590,NA,Monona Bay,"432 W Gorham St Madison, WI",outdoor,NA,y,2019,43.07372245043685,-89.39386886471608
433 W Johnson St,2019-08-15T00:00:00Z,345,1690,NA,Monona Bay,"433 W Johnson St Madison, WI",outdoor,NA,NA,2019,43.07282,-89.39271
437 N Frances St,2019-02-28T00:00:00Z,160.36880000000005,938,NA,Monona Bay,"437 N Frances St Madison, WI",indoor,NA,y,2019,43.073845,-89.3958
437 N Frances St,2019-08-13T00:00:00Z,306,2660,NA,Monona Bay,"437 N Frances St Madison, WI",indoor,NA,NA,2019,43.073845,-89.3958
440 W Johnson St,2004-06-02T00:00:00Z,298.2,1419,NA,Monona Bay,"440 W Johnson St Madison, WI",indoor,NA,NA,2004,43.07274535802946,-89.39314684262662
440 W Johnson St,2019-02-21T00:00:00Z,2840,9260,NA,Monona Bay,"440 W Johnson St Madison, WI",indoor,NA,NA,2019,43.07274535802946,-89.39314684262662
5 E Wilson St,2003-07-14T00:00:00Z,1366,4780,NA,Monona,"5 E Wilson St Madison, WI",indoor,NA,NA,2003,NA,NA
501 N Henry St,2004-07-06T00:00:00Z,609.5,2420,NA,Monona,"501 N Henry St Madison, WI",indoor,NA,NA,2004,43.076138,-89.39171
3550 Anderson St,2006-11-29T00:00:00Z,291.1,1208,NA,Starkweather Creek,"3550 Anderson St Madison, WI",indoor,NA,NA,2006,43.12023,-89.32756
3550 Anderson St,2012-02-16T00:00:00Z,293,1230,NA,Starkweather Creek,"3550 Anderson St Madison, WI",indoor,NA,NA,2012,43.12023,-89.32756
3550 Anderson St,2005-01-12T00:00:00Z,306.3,1235,NA,Starkweather Creek,"3550 Anderson St Madison, WI",indoor,NA,NA,2005,43.12023,-89.32756
3550 Anderson St,2007-05-31T00:00:00Z,313.1,1305,NA,Starkweather Creek,"3550 Anderson St Madison, WI",indoor,NA,NA,2007,43.12023,-89.32756
3550 Anderson St,2018-01-24T00:00:00Z,480,1780,NA,Starkweather Creek,"3550 Anderson St Madison, WI",indoor,NA,NA,2018,43.12023,-89.32756
3841 E Washington Ave,2005-02-14T00:00:00Z,261.7,1244,NA,Starkweather Creek,"3841 E Washington Ave Madison, WI",indoor,NA,NA,2005,43.11661,-89.32502
3841 E Washington Ave,2007-05-31T00:00:00Z,270.2,1327,NA,Starkweather Creek,"3841 E Washington Ave Madison, WI",indoor,NA,NA,2007,43.11661,-89.32502
3841 E Washington Ave,2006-11-29T00:00:00Z,394.5,1763,NA,Starkweather Creek,"3841 E Washington Ave Madison, WI",indoor,NA,NA,2006,43.11661,-89.32502
508 Plaza Dr,2014-08-07T00:00:00Z,318,1290,NA,Mendota,"508 Plaza Dr Madison, WI",outdoor,NA,NA,2014,43.054943,-89.52556
508 Plaza Dr,2009-06-22T00:00:00Z,342,1400,NA,Mendota,"508 Plaza Dr Madison, WI",outdoor,NA,NA,2009,43.054943,-89.52556
3841 E Washington Ave,2008-06-23T00:00:00Z,497.9,2130,NA,Starkweather Creek,"3841 E Washington Ave Madison, WI",indoor,NA,NA,2008,43.11661,-89.32502
4820 Hayes Rd,2014-02-04T00:00:00Z,485.74,2050,NA,Starkweather Creek,"4820 Hayes Rd Madison, WI",indoor,NA,y,2014,43.137359096471236,-89.30133540749966
508 Plaza Dr,2010-06-28T00:00:00Z,353,1300,NA,Mendota,"508 Plaza Dr Madison, WI",outdoor,NA,NA,2010,43.054943,-89.52556
508 Plaza Dr,2012-06-20T00:00:00Z,368,1390,NA,Mendota,"508 Plaza Dr Madison, WI",outdoor,NA,NA,2012,43.054943,-89.52556
508 Plaza Dr,2007-07-05T00:00:00Z,370.3,1494,NA,Mendota,"508 Plaza Dr Madison, WI",outdoor,NA,NA,2007,43.054943,-89.52556
508 Plaza Dr,2018-08-30T00:00:00Z,499,2180,NA,Mendota,"508 Plaza Dr Madison, WI",outdoor,NA,NA,2018,43.054943,-89.52556
508 Plaza Dr,2011-07-08T00:00:00Z,520,1640,NA,Mendota,"508 Plaza Dr Madison, WI",outdoor,NA,NA,2011,43.054943,-89.52556
508 Plaza Dr,2016-08-15T00:00:00Z,693,3160,NA,Mendota,"508 Plaza Dr Madison, WI",outdoor,NA,NA,2016,43.054943,-89.52556
4820 Hayes Rd,2015-01-13T00:00:00Z,414,2440,NA,Starkweather Creek,"4820 Hayes Rd Madison, WI",indoor,NA,NA,2015,43.137359096471236,-89.30133540749966
4820 Hayes Rd,2004-06-01T00:00:00Z,421.1,1749,NA,Starkweather Creek,"4820 Hayes Rd Madison, WI",indoor,NA,NA,2004,43.137359096471236,-89.30133540749966
4820 Hayes Rd,2012-02-06T00:00:00Z,459,1960,NA,Starkweather Creek,"4820 Hayes Rd Madison, WI",indoor,NA,NA,2012,43.137359096471236,-89.30133540749966
3841 E Washington Ave,2012-02-06T00:00:00Z,675,2660,NA,Starkweather Creek,"3841 E Washington Ave Madison, WI",indoor,NA,NA,2012,43.11661,-89.32502
3841 E Washington Ave,2011-01-06T00:00:00Z,735,2880,NA,Starkweather Creek,"3841 E Washington Ave Madison, WI",indoor,NA,NA,2011,43.11661,-89.32502
3841 E Washington Ave,2010-02-10T00:00:00Z,774,2830,NA,Starkweather Creek,"3841 E Washington Ave Madison, WI",indoor,NA,NA,2010,43.11661,-89.32502
3841 E Washington Ave,2017-01-03T00:00:00Z,1130,4210,NA,Starkweather Creek,"3841 E Washington Ave Madison, WI",indoor,NA,NA,2017,43.11661,-89.32502
3841 E Washington Ave,2018-01-18T00:00:00Z,1370,4740,NA,Starkweather Creek,"3841 E Washington Ave Madison, WI",indoor,NA,NA,2018,43.11661,-89.32502
3841 E Washington Ave,2016-02-23T00:00:00Z,1450,5430,NA,Starkweather Creek,"3841 E Washington Ave Madison, WI",indoor,NA,NA,2016,43.11661,-89.32502
3841 E Washington Ave,2014-01-21T00:00:00Z,1550,5460,NA,Starkweather Creek,"3841 E Washington Ave Madison, WI",indoor,NA,NA,2014,43.11661,-89.32502
3841 E Washington Ave,2015-01-12T00:00:00Z,1700,5750,NA,Starkweather Creek,"3841 E Washington Ave Madison, WI",indoor,NA,NA,2015,43.11661,-89.32502
40 Golf Course Rd,2019-07-09T00:00:00Z,652,2640,NA,Cherokee Marsh,"40 Golf Course Rd Madison, WI",outdoor,NA,NA,2019,43.149788,-89.370384
525 W Johnson St,2016-03-02T00:00:00Z,260.438,1280,NA,Monona Bay,"525 W Johnson St Madison, WI",indoor,NA,y,2016,43.080227,-89.38219
525 W Johnson St,2014-02-06T00:00:00Z,336.514,1540,NA,Monona Bay,"525 W Johnson St Madison, WI",indoor,NA,y,2014,43.080227,-89.38219
525 W Johnson St,2010-03-05T00:00:00Z,301,1390,NA,Monona Bay,"525 W Johnson St Madison, WI",indoor,NA,NA,2010,43.080227,-89.38219
4402 E Washington Ave,2014-07-21T00:00:00Z,40.9,771,NA,Starkweather Creek,"4402 E Washington Ave Madison, WI",indoor,NA,NA,2014,43.12664,-89.31022
4402 E Washington Ave,2011-01-06T00:00:00Z,418,1870,NA,Starkweather Creek,"4402 E Washington Ave Madison, WI",indoor,NA,NA,2011,43.12664,-89.31022
4402 E Washington Ave,2005-01-12T00:00:00Z,421.6,1810,NA,Starkweather Creek,"4402 E Washington Ave Madison, WI",indoor,NA,NA,2005,43.12664,-89.31022
4402 E Washington Ave,2010-02-08T00:00:00Z,778,2970,NA,Starkweather Creek,"4402 E Washington Ave Madison, WI",indoor,NA,NA,2010,43.12664,-89.31022
4402 E Washington Ave,2007-05-31T00:00:00Z,834.4,3050,NA,Starkweather Creek,"4402 E Washington Ave Madison, WI",indoor,NA,NA,2007,43.12664,-89.31022
4402 E Washington Ave,2013-01-09T00:00:00Z,956,3390,NA,Starkweather Creek,"4402 E Washington Ave Madison, WI",indoor,NA,NA,2013,43.12664,-89.31022
4402 E Washington Ave,2008-06-23T00:00:00Z,1029,3560,NA,Starkweather Creek,"4402 E Washington Ave Madison, WI",indoor,NA,NA,2008,43.12664,-89.31022
4402 E Washington Ave,2006-11-09T00:00:00Z,1228,4090,NA,Starkweather Creek,"4402 E Washington Ave Madison, WI",indoor,NA,NA,2006,43.12664,-89.31022
4402 E Washington Ave,2014-01-21T00:00:00Z,1430,4910,NA,Starkweather Creek,"4402 E Washington Ave Madison, WI",indoor,NA,NA,2014,43.12664,-89.31022
4402 E Washington Ave,2012-02-15T00:00:00Z,1450,5340,NA,Starkweather Creek,"4402 E Washington Ave Madison, WI",indoor,NA,NA,2012,43.12664,-89.31022
4402 E Washington Ave,2015-01-13T00:00:00Z,1780,5900,NA,Starkweather Creek,"4402 E Washington Ave Madison, WI",indoor,NA,NA,2015,43.12664,-89.31022
4402 E Washington Ave,2016-02-23T00:00:00Z,2250,7990,NA,Starkweather Creek,"4402 E Washington Ave Madison, WI",indoor,NA,NA,2016,43.12664,-89.31022
4801 Sheboygan Ave,2008-07-22T00:00:00Z,90.43,683,204412.236336,University Bay Creek,"4801 Sheboygan Ave Madison, WI",outdoor,NA,NA,2008,43.072807,-89.459236
4801 Sheboygan Ave,2007-07-26T00:00:00Z,106.8,757,204412.236336,University Bay Creek,"4801 Sheboygan Ave Madison, WI",outdoor,NA,NA,2007,43.072807,-89.459236
4801 Sheboygan Ave,2012-07-20T00:00:00Z,115,754,204412.236336,University Bay Creek,"4801 Sheboygan Ave Madison, WI",outdoor,NA,NA,2012,43.072807,-89.459236
4801 Sheboygan Ave,2003-08-13T00:00:00Z,162.8,873,204412.236336,University Bay Creek,"4801 Sheboygan Ave Madison, WI",outdoor,NA,NA,2003,43.072807,-89.459236
4817 Sheboygan Ave,2008-07-22T00:00:00Z,483.4,1843,113562.35351999999,University Bay Creek,"4817 Sheboygan Ave Madison, WI",outdoor,NA,NA,2008,43.07287,-89.460495
4817 Sheboygan Ave,2010-07-09T00:00:00Z,526,1860,113562.35351999999,University Bay Creek,"4817 Sheboygan Ave Madison, WI",outdoor,NA,NA,2010,43.07287,-89.460495
4817 Sheboygan Ave,2012-07-05T00:00:00Z,534,1980,113562.35351999999,University Bay Creek,"4817 Sheboygan Ave Madison, WI",outdoor,NA,NA,2012,43.07287,-89.460495
4817 Sheboygan Ave,2016-08-26T00:00:00Z,578,2140,113562.35351999999,University Bay Creek,"4817 Sheboygan Ave Madison, WI",outdoor,NA,NA,2016,43.07287,-89.460495
4817 Sheboygan Ave,2011-07-12T00:00:00Z,591,2290,113562.35351999999,University Bay Creek,"4817 Sheboygan Ave Madison, WI",outdoor,NA,NA,2011,43.07287,-89.460495
4817 Sheboygan Ave,2009-07-09T00:00:00Z,614,2370,113562.35351999999,University Bay Creek,"4817 Sheboygan Ave Madison, WI",outdoor,NA,NA,2009,43.07287,-89.460495
4817 Sheboygan Ave,2003-08-13T00:00:00Z,672.3,2500,113562.35351999999,University Bay Creek,"4817 Sheboygan Ave Madison, WI",outdoor,NA,NA,2003,43.07287,-89.460495
4817 Sheboygan Ave,2007-07-26T00:00:00Z,722.4,2647,113562.35351999999,University Bay Creek,"4817 Sheboygan Ave Madison, WI",outdoor,NA,NA,2007,43.07287,-89.460495
4817 Sheboygan Ave,2017-08-16T00:00:00Z,750,2670,113562.35351999999,University Bay Creek,"4817 Sheboygan Ave Madison, WI",outdoor,NA,NA,2017,43.07287,-89.460495
4817 Sheboygan Ave,2018-08-22T00:00:00Z,796,2900,113562.35351999999,University Bay Creek,"4817 Sheboygan Ave Madison, WI",outdoor,NA,NA,2018,43.07287,-89.460495
4817 Sheboygan Ave,2013-08-13T00:00:00Z,865,3170,113562.35351999999,University Bay Creek,"4817 Sheboygan Ave Madison, WI",outdoor,NA,NA,2013,43.07287,-89.460495
4817 Sheboygan Ave,2014-08-27T00:00:00Z,922,3320,113562.35351999999,University Bay Creek,"4817 Sheboygan Ave Madison, WI",outdoor,NA,NA,2014,43.07287,-89.460495
4817 Sheboygan Ave,2015-09-01T00:00:00Z,1000,3380,113562.35351999999,University Bay Creek,"4817 Sheboygan Ave Madison, WI",outdoor,NA,NA,2015,43.07287,-89.460495
4402 E Washington Ave,2017-01-03T00:00:00Z,2280,7260,NA,Starkweather Creek,"4402 E Washington Ave Madison, WI",indoor,NA,NA,2017,43.12664,-89.31022
4820 Hayes Rd,2010-02-08T00:00:00Z,467,1780,NA,Starkweather Creek,"4820 Hayes Rd Madison, WI",indoor,NA,NA,2010,43.137359096471236,-89.30133540749966
508 Plaza Dr,2017-08-08T00:00:00Z,729,3010,NA,Mendota,"508 Plaza Dr Madison, WI",outdoor,NA,NA,2017,43.054943,-89.52556
610 Langdon St,2011-01-05T00:00:00Z,53,458,NA,Mendota,"610 Langdon St Madison, WI",indoor,NA,y,2011,43.07578,-89.39568
610 Langdon St,2012-02-29T00:00:00Z,93.5,611,NA,Mendota,"610 Langdon St Madison, WI",indoor,NA,NA,2012,43.07578,-89.39568
610 Langdon St,2013-03-14T00:00:00Z,176,956,NA,Mendota,"610 Langdon St Madison, WI",indoor,NA,y,2013,43.07578,-89.39568
610 Langdon St,2004-06-01T00:00:00Z,317.3,1455,NA,Mendota,"610 Langdon St Madison, WI",indoor,NA,NA,2004,43.07578,-89.39568
610 Langdon St,2018-01-25T00:00:00Z,666,2140,NA,Mendota,"610 Langdon St Madison, WI",indoor,NA,NA,2018,43.07578,-89.39568
610 Langdon St,2007-06-08T00:00:00Z,854.2,2947,NA,Mendota,"610 Langdon St Madison, WI",indoor,NA,NA,2007,43.07578,-89.39568
610 Langdon St,2015-01-15T00:00:00Z,1940,6530,NA,Mendota,"610 Langdon St Madison, WI",indoor,NA,NA,2015,43.07578,-89.39568
610 Langdon St,2016-03-03T00:00:00Z,3030,9930,NA,Mendota,"610 Langdon St Madison, WI",indoor,NA,NA,2016,43.07578,-89.39568
639 Pleasant View Rd,2012-06-20T00:00:00Z,1310,4940,132489.41244,Mendota,"639 Pleasant View Rd Madison, WI",outdoor,y,NA,2012,43.07363,-89.536106
4801 Annamark Dr,2008-06-23T00:00:00Z,166.3,979,NA,Starkweather Creek,"4801 Annamark Dr Madison, WI",indoor,NA,NA,2008,43.131306,-89.299614
4829 Sheboygan Ave,2011-07-12T00:00:00Z,827,3210,257408.00131199998,University Bay Creek,"4829 Sheboygan Ave Madison, WI",outdoor,NA,NA,2011,43.072884,-89.46072
4829 Sheboygan Ave,2012-07-05T00:00:00Z,837,3120,257408.00131199998,University Bay Creek,"4829 Sheboygan Ave Madison, WI",outdoor,NA,NA,2012,43.072884,-89.46072
4829 Sheboygan Ave,2009-07-09T00:00:00Z,846,3160,257408.00131199998,University Bay Creek,"4829 Sheboygan Ave Madison, WI",outdoor,NA,NA,2009,43.072884,-89.46072
4829 Sheboygan Ave,2016-08-26T00:00:00Z,949,3310,257408.00131199998,University Bay Creek,"4829 Sheboygan Ave Madison, WI",outdoor,NA,NA,2016,43.072884,-89.46072
4829 Sheboygan Ave,2015-09-01T00:00:00Z,971,3660,257408.00131199998,University Bay Creek,"4829 Sheboygan Ave Madison, WI",outdoor,NA,NA,2015,43.072884,-89.46072
4829 Sheboygan Ave,2007-08-08T00:00:00Z,1024,3810,257408.00131199998,University Bay Creek,"4829 Sheboygan Ave Madison, WI",outdoor,NA,NA,2007,43.072884,-89.46072
4829 Sheboygan Ave,2013-08-13T00:00:00Z,1040,4000,257408.00131199998,University Bay Creek,"4829 Sheboygan Ave Madison, WI",outdoor,NA,NA,2013,43.072884,-89.46072
4829 Sheboygan Ave,2010-07-09T00:00:00Z,1050,3770,257408.00131199998,University Bay Creek,"4829 Sheboygan Ave Madison, WI",outdoor,NA,NA,2010,43.072884,-89.46072
4829 Sheboygan Ave,2014-08-27T00:00:00Z,1170,4290,257408.00131199998,University Bay Creek,"4829 Sheboygan Ave Madison, WI",outdoor,NA,NA,2014,43.072884,-89.46072
4829 Sheboygan Ave,2017-08-16T00:00:00Z,1180,4070,257408.00131199998,University Bay Creek,"4829 Sheboygan Ave Madison, WI",outdoor,NA,NA,2017,43.072884,-89.46072
4801 Annamark Dr,2006-11-29T00:00:00Z,264.5,1657,NA,Starkweather Creek,"4801 Annamark Dr Madison, WI",indoor,NA,NA,2006,43.131306,-89.299614
4801 Annamark Dr,2005-02-14T00:00:00Z,319.3,1584,NA,Starkweather Creek,"4801 Annamark Dr Madison, WI",indoor,NA,NA,2005,43.131306,-89.299614
4801 Annamark Dr,2017-01-03T00:00:00Z,398,2680,NA,Starkweather Creek,"4801 Annamark Dr Madison, WI",indoor,NA,NA,2017,43.131306,-89.299614
4801 Annamark Dr,2007-05-31T00:00:00Z,409.1,1917,NA,Starkweather Creek,"4801 Annamark Dr Madison, WI",indoor,NA,NA,2007,43.131306,-89.299614
4801 Annamark Dr,2016-02-23T00:00:00Z,512,3260,NA,Starkweather Creek,"4801 Annamark Dr Madison, WI",indoor,NA,NA,2016,43.131306,-89.299614
4801 Annamark Dr,2019-01-17T00:00:00Z,603,6060,NA,Starkweather Creek,"4801 Annamark Dr Madison, WI",indoor,NA,NA,2019,43.131306,-89.299614
4801 Annamark Dr,2015-01-13T00:00:00Z,748,3800,NA,Starkweather Creek,"4801 Annamark Dr Madison, WI",indoor,NA,NA,2015,43.131306,-89.299614
4801 Annamark Dr,2011-01-06T00:00:00Z,896,4750,NA,Starkweather Creek,"4801 Annamark Dr Madison, WI",indoor,NA,NA,2011,43.131306,-89.299614
4801 Annamark Dr,2014-01-21T00:00:00Z,1110,5200,NA,Starkweather Creek,"4801 Annamark Dr Madison, WI",indoor,NA,NA,2014,43.131306,-89.299614
4801 Annamark Dr,2012-02-06T00:00:00Z,1750,7700,NA,Starkweather Creek,"4801 Annamark Dr Madison, WI",indoor,NA,NA,2012,43.131306,-89.299614
4849 Sheboygan Ave,2007-08-28T00:00:00Z,263.1,1079,378541.1784,University Bay Creek,"4849 Sheboygan Ave Madison, WI",outdoor,NA,NA,2007,43.07291,-89.46108
4849 Sheboygan Ave,2018-08-22T00:00:00Z,498,1730,378541.1784,University Bay Creek,"4849 Sheboygan Ave Madison, WI",outdoor,NA,NA,2018,43.07291,-89.46108
4849 Sheboygan Ave,2012-07-05T00:00:00Z,523,1940,378541.1784,University Bay Creek,"4849 Sheboygan Ave Madison, WI",outdoor,NA,NA,2012,43.07291,-89.46108
4849 Sheboygan Ave,2009-07-09T00:00:00Z,559,2070,378541.1784,University Bay Creek,"4849 Sheboygan Ave Madison, WI",outdoor,NA,NA,2009,43.07291,-89.46108
4849 Sheboygan Ave,2010-07-09T00:00:00Z,566,1910,378541.1784,University Bay Creek,"4849 Sheboygan Ave Madison, WI",outdoor,NA,NA,2010,43.07291,-89.46108
4849 Sheboygan Ave,2017-08-16T00:00:00Z,631,2260,378541.1784,University Bay Creek,"4849 Sheboygan Ave Madison, WI",outdoor,NA,NA,2017,43.07291,-89.46108
4849 Sheboygan Ave,2008-07-24T00:00:00Z,657.1,2280,378541.1784,University Bay Creek,"4849 Sheboygan Ave Madison, WI",outdoor,NA,NA,2008,43.07291,-89.46108
4849 Sheboygan Ave,2013-08-13T00:00:00Z,666,2400,378541.1784,University Bay Creek,"4849 Sheboygan Ave Madison, WI",outdoor,NA,NA,2013,43.07291,-89.46108
4849 Sheboygan Ave,2011-07-12T00:00:00Z,730,2560,378541.1784,University Bay Creek,"4849 Sheboygan Ave Madison, WI",outdoor,NA,NA,2011,43.07291,-89.46108
4849 Sheboygan Ave,2014-08-27T00:00:00Z,787,2870,378541.1784,University Bay Creek,"4849 Sheboygan Ave Madison, WI",outdoor,NA,NA,2014,43.07291,-89.46108
4849 Sheboygan Ave,2015-09-01T00:00:00Z,789,2680,378541.1784,University Bay Creek,"4849 Sheboygan Ave Madison, WI",outdoor,NA,NA,2015,43.07291,-89.46108
4849 Sheboygan Ave,2016-08-26T00:00:00Z,801,2630,378541.1784,University Bay Creek,"4849 Sheboygan Ave Madison, WI",outdoor,NA,NA,2016,43.07291,-89.46108
4820 Hayes Rd,2016-02-23T00:00:00Z,483,3100,NA,Starkweather Creek,"4820 Hayes Rd Madison, WI",indoor,NA,NA,2016,43.137359096471236,-89.30133540749966
4820 Hayes Rd,2017-01-03T00:00:00Z,558,3190,NA,Starkweather Creek,"4820 Hayes Rd Madison, WI",indoor,NA,NA,2017,43.137359096471236,-89.30133540749966
4820 Hayes Rd,2018-01-18T00:00:00Z,652,3440,NA,Starkweather Creek,"4820 Hayes Rd Madison, WI",indoor,NA,NA,2018,43.137359096471236,-89.30133540749966
4820 Hayes Rd,2019-01-17T00:00:00Z,684,NA,NA,Starkweather Creek,"4820 Hayes Rd Madison, WI",indoor,NA,NA,2019,43.137359096471236,-89.30133540749966
4820 Hayes Rd,2005-02-14T00:00:00Z,1208,4120,NA,Starkweather Creek,"4820 Hayes Rd Madison, WI",indoor,NA,NA,2005,43.137359096471236,-89.30133540749966
4820 Hayes Rd,2005-08-15T00:00:00Z,1320,4310,NA,Starkweather Creek,"4820 Hayes Rd Madison, WI",indoor,NA,NA,2005,43.137359096471236,-89.30133540749966
4862 Hayes Rd,2014-02-04T00:00:00Z,155.102,920,NA,Starkweather Creek,"4862 Hayes Rd Madison, WI",indoor,NA,y,2014,43.13616734507564,-89.30047779048851
4862 Hayes Rd,2010-02-08T00:00:00Z,162.417,945,NA,Starkweather Creek,"4862 Hayes Rd Madison, WI",indoor,NA,y,2010,43.13616734507564,-89.30047779048851
4862 Hayes Rd,2011-01-12T00:00:00Z,190.21400000000003,1040,NA,Starkweather Creek,"4862 Hayes Rd Madison, WI",indoor,NA,y,2011,43.13616734507564,-89.30047779048851
4862 Hayes Rd,2007-05-31T00:00:00Z,110,878,NA,Starkweather Creek,"4862 Hayes Rd Madison, WI",indoor,NA,NA,2007,43.13616734507564,-89.30047779048851
639 Pleasant View Rd,2017-08-02T00:00:00Z,1610,5720,132489.41244,Mendota,"639 Pleasant View Rd Madison, WI",outdoor,y,NA,2017,43.07363,-89.536106
5002 Sheboygan Ave,2004-07-06T00:00:00Z,45.7,669,208576.1892984,Spring Harbor,"5002 Sheboygan Ave Madison, WI",outdoor,NA,NA,2004,43.07289,-89.46446
5002 Sheboygan Ave,2019-07-18T00:00:00Z,60.1,970,208576.1892984,Spring Harbor,"5002 Sheboygan Ave Madison, WI",outdoor,NA,NA,2019,43.07289,-89.46446
5002 Sheboygan Ave,2012-07-05T00:00:00Z,86,949,208576.1892984,Spring Harbor,"5002 Sheboygan Ave Madison, WI",outdoor,NA,NA,2012,43.07289,-89.46446
5002 Sheboygan Ave,2008-07-24T00:00:00Z,90.1,831,208576.1892984,Spring Harbor,"5002 Sheboygan Ave Madison, WI",outdoor,NA,NA,2008,43.07289,-89.46446
5002 Sheboygan Ave,2007-07-26T00:00:00Z,104.6,1011,208576.1892984,Spring Harbor,"5002 Sheboygan Ave Madison, WI",outdoor,NA,NA,2007,43.07289,-89.46446
639 Pleasant View Rd,2009-07-21T00:00:00Z,1890,6890,132489.41244,Mendota,"639 Pleasant View Rd Madison, WI",outdoor,y,NA,2009,43.07363,-89.536106
5015 Sheboygan Ave,2012-07-12T00:00:00Z,141,860,283905.8838,University Bay Creek,"5015 Sheboygan Ave Madison, WI",outdoor,NA,NA,2012,43.072773,-89.46529
5015 Sheboygan Ave,2003-08-13T00:00:00Z,145.7,812,283905.8838,University Bay Creek,"5015 Sheboygan Ave Madison, WI",outdoor,NA,NA,2003,43.072773,-89.46529
5015 Sheboygan Ave,2008-07-24T00:00:00Z,198.3,902,283905.8838,University Bay Creek,"5015 Sheboygan Ave Madison, WI",outdoor,NA,NA,2008,43.072773,-89.46529
5015 Sheboygan Ave,2007-07-26T00:00:00Z,205,1007,283905.8838,University Bay Creek,"5015 Sheboygan Ave Madison, WI",outdoor,NA,NA,2007,43.072773,-89.46529
5020 Pendleton Dr,2015-08-11T00:00:00Z,673,2510,NA,Starkweather Creek,"5020 Pendleton Dr Madison, WI",outdoor,NA,NA,2015,43.154203,-89.284118
5020 Pendleton Dr,2019-07-09T00:00:00Z,675,2620,NA,Starkweather Creek,"5020 Pendleton Dr Madison, WI",outdoor,NA,NA,2019,43.154203,-89.284118
639 Pleasant View Rd,2016-08-10T00:00:00Z,2020,7310,132489.41244,Mendota,"639 Pleasant View Rd Madison, WI",outdoor,y,NA,2016,43.07363,-89.536106
639 Pleasant View Rd,2011-07-05T00:00:00Z,2100,7010,132489.41244,Mendota,"639 Pleasant View Rd Madison, WI",outdoor,y,NA,2011,43.07363,-89.536106
639 Pleasant View Rd,2015-08-27T00:00:00Z,2120,8060,132489.41244,Mendota,"639 Pleasant View Rd Madison, WI",outdoor,y,NA,2015,43.07363,-89.536106
639 Pleasant View Rd,2010-06-24T00:00:00Z,2390,8060,132489.41244,Mendota,"639 Pleasant View Rd Madison, WI",outdoor,y,NA,2010,43.07363,-89.536106
639 Pleasant View Rd,2013-09-04T00:00:00Z,2400,8590,132489.41244,Mendota,"639 Pleasant View Rd Madison, WI",outdoor,y,NA,2013,43.07363,-89.536106
639 Pleasant View Rd,2014-08-07T00:00:00Z,2820,9750,132489.41244,Mendota,"639 Pleasant View Rd Madison, WI",outdoor,y,NA,2014,43.07363,-89.536106
