Site,Date,chloride,Cond,Volume,Receiving,address,location,NaCl,estimated_cl,year,latitude,longitude
1253 John Q Hammons Dr,2004-06-02T00:00:00Z,1444,5080,NA,Mendota,"1253 John Q Hammons Dr Madison, WI",indoor,NA,NA,2004,43.08542,-89.52406
1253 John Q Hammons Dr,2004-08-30T00:00:00Z,1562,5460,NA,Mendota,"1253 John Q Hammons Dr Madison, WI",indoor,NA,NA,2004,43.08542,-89.52406
1253 John Q Hammons Dr,2004-08-30T00:00:00Z,1568,5450,NA,Mendota,"1253 John Q Hammons Dr Madison, WI",indoor,NA,NA,2004,43.08542,-89.52406
1253 John Q Hammons Dr,2007-06-04T00:00:00Z,1581,6230,NA,Mendota,"1253 John Q Hammons Dr Madison, WI",indoor,NA,NA,2007,43.08542,-89.52406
1253 John Q Hammons Dr,2014-02-05T00:00:00Z,1680,6460,NA,Mendota,"1253 John Q Hammons Dr Madison, WI",indoor,NA,NA,2014,43.08542,-89.52406
1253 John Q Hammons Dr,2012-02-22T00:00:00Z,1740,6600,NA,Mendota,"1253 John Q Hammons Dr Madison, WI",indoor,NA,NA,2012,43.08542,-89.52406
98 Grand Canyon Dr,2009-07-02T00:00:00Z,170.60980000000004,973,283905.8838,Spring Harbor,"98 Grand Canyon Dr Madison, WI",outdoor,NA,y,2009,43.062344,-89.49664
98 Grand Canyon Dr,2014-08-13T00:00:00Z,201.91800000000003,1080,283905.8838,Spring Harbor,"98 Grand Canyon Dr Madison, WI",outdoor,NA,y,2014,43.062344,-89.49664
98 Grand Canyon Dr,2011-07-08T00:00:00Z,213.62200000000004,1120,283905.8838,Spring Harbor,"98 Grand Canyon Dr Madison, WI",outdoor,NA,y,2011,43.062344,-89.49664
98 Grand Canyon Dr,2013-08-07T00:00:00Z,348.2180000000001,1580,283905.8838,Spring Harbor,"98 Grand Canyon Dr Madison, WI",outdoor,NA,y,2013,43.062344,-89.49664
1 HIgh Point Oaks Ln,2012-06-21T00:00:00Z,118,899,NA,Spring Harbor,"1 HIgh Point Oaks Ln Madison, WI",outdoor,NA,NA,2012,43.051147,-89.51766
1 HIgh Point Oaks Ln,2008-07-22T00:00:00Z,119.6,782,NA,Spring Harbor,"1 HIgh Point Oaks Ln Madison, WI",outdoor,NA,NA,2008,43.051147,-89.51766
1 HIgh Point Oaks Ln,2007-08-28T00:00:00Z,261,1122,NA,Spring Harbor,"1 HIgh Point Oaks Ln Madison, WI",outdoor,NA,NA,2007,43.051147,-89.51766
1 N Yellowstone Dr d,2011-07-27T00:00:00Z,573,2630,NA,Spring Harbor,"1 N Yellowstone Dr d Madison, WI",outdoor,NA,NA,2011,43.064796,-89.49341
1 N Yellowstone Dr m,2011-07-27T00:00:00Z,569,2600,NA,Spring Harbor,"1 N Yellowstone Dr m Madison, WI",outdoor,NA,NA,2011,43.064796,-89.49341
1 N Yellowstone Dr d,2012-07-12T00:00:00Z,375,1890,NA,Spring Harbor,"1 N Yellowstone Dr d Madison, WI",outdoor,NA,NA,2012,43.064796,-89.49341
1 N Yellowstone Dr m,2012-07-12T00:00:00Z,364,1840,NA,Spring Harbor,"1 N Yellowstone Dr m Madison, WI",outdoor,NA,NA,2012,43.064796,-89.49341
1 N Yellowstone Dr d,2013-08-08T00:00:00Z,327.736,1510,NA,Spring Harbor,"1 N Yellowstone Dr d Madison, WI",outdoor,NA,y,2013,43.064796,-89.49341
1 N Yellowstone Dr m,2013-08-08T00:00:00Z,327.736,1510,NA,Spring Harbor,"1 N Yellowstone Dr m Madison, WI",outdoor,NA,y,2013,43.064796,-89.49341
1 N Yellowstone Dr d,2014-08-13T00:00:00Z,453,2130,NA,Spring Harbor,"1 N Yellowstone Dr d Madison, WI",outdoor,NA,NA,2014,43.064796,-89.49341
1 N Yellowstone Dr m,2014-08-13T00:00:00Z,450,2150,NA,Spring Harbor,"1 N Yellowstone Dr m Madison, WI",outdoor,NA,NA,2014,43.064796,-89.49341
1 N Yellowstone Dr m,2015-08-27T00:00:00Z,120.28260000000003,801,NA,Spring Harbor,"1 N Yellowstone Dr m Madison, WI",outdoor,NA,y,2015,43.064796,-89.49341
1 N Yellowstone Dr d,2016-08-26T00:00:00Z,392.10800000000006,1730,NA,Spring Harbor,"1 N Yellowstone Dr d Madison, WI",outdoor,NA,y,2016,43.064796,-89.49341
1 N Yellowstone Dr m,2016-08-26T00:00:00Z,337,1730,NA,Spring Harbor,"1 N Yellowstone Dr m Madison, WI",outdoor,NA,NA,2016,43.064796,-89.49341
1 N Yellowstone Dr d,2017-08-16T00:00:00Z,352,1720,NA,Spring Harbor,"1 N Yellowstone Dr d Madison, WI",outdoor,NA,NA,2017,43.064796,-89.49341
1 N Yellowstone Dr m,2017-08-16T00:00:00Z,368,1740,NA,Spring Harbor,"1 N Yellowstone Dr m Madison, WI",outdoor,NA,NA,2017,43.064796,-89.49341
1 N Yellowstone Dr m,2019-07-18T00:00:00Z,376,1930,NA,Spring Harbor,"1 N Yellowstone Dr m Madison, WI",outdoor,NA,NA,2019,43.064796,-89.49341
251 S Yellowstone Dr,2010-06-28T00:00:00Z,210.696,1110,NA,Spring Harbor,"251 S Yellowstone Dr Madison, WI",outdoor,NA,y,2010,43.062965,-89.493484
251 S Yellowstone Dr,2011-07-08T00:00:00Z,239.95600000000005,1210,NA,Spring Harbor,"251 S Yellowstone Dr Madison, WI",outdoor,NA,y,2011,43.062965,-89.493484
251 S Yellowstone Dr,2013-08-07T00:00:00Z,242.88200000000003,1220,NA,Spring Harbor,"251 S Yellowstone Dr Madison, WI",outdoor,NA,y,2013,43.062965,-89.493484
251 S Yellowstone Dr,2014-08-13T00:00:00Z,277.994,1340,NA,Spring Harbor,"251 S Yellowstone Dr Madison, WI",outdoor,NA,y,2014,43.062965,-89.493484
107 Village Green Ln,2003-08-14T00:00:00Z,206,1168,NA,Starkweather Creek,"107 Village Green Ln Madison, WI",outdoor,NA,NA,2003,43.1421205834845,-89.30498336527383
107 Village Green Ln,2012-06-12T00:00:00Z,255,1140,NA,Starkweather Creek,"107 Village Green Ln Madison, WI",outdoor,NA,NA,2012,43.1421205834845,-89.30498336527383
107 Village Green Ln,2007-07-23T00:00:00Z,327.7,1402,NA,Starkweather Creek,"107 Village Green Ln Madison, WI",outdoor,NA,NA,2007,43.1421205834845,-89.30498336527383
107 Village Green Ln,2005-08-17T00:00:00Z,331.6,1405,NA,Starkweather Creek,"107 Village Green Ln Madison, WI",outdoor,NA,NA,2005,43.1421205834845,-89.30498336527383
107 Village Green Ln,2017-07-13T00:00:00Z,341,1450,NA,Starkweather Creek,"107 Village Green Ln Madison, WI",outdoor,NA,NA,2017,43.1421205834845,-89.30498336527383
107 Village Green Ln,2019-07-09T00:00:00Z,401,1780,NA,Starkweather Creek,"107 Village Green Ln Madison, WI",outdoor,NA,NA,2019,43.1421205834845,-89.30498336527383
107 Village Green Ln,2015-08-11T00:00:00Z,402,1760,NA,Starkweather Creek,"107 Village Green Ln Madison, WI",outdoor,NA,NA,2015,43.1421205834845,-89.30498336527383
107 Village Green Ln,2016-08-04T00:00:00Z,433,1750,NA,Starkweather Creek,"107 Village Green Ln Madison, WI",outdoor,NA,NA,2016,43.1421205834845,-89.30498336527383
1253 John Q Hammons Dr,2013-01-24T00:00:00Z,1740,7030,NA,Mendota,"1253 John Q Hammons Dr Madison, WI",indoor,NA,NA,2013,43.08542,-89.52406
1253 John Q Hammons Dr,2016-03-01T00:00:00Z,1930,7270,NA,Mendota,"1253 John Q Hammons Dr Madison, WI",indoor,NA,NA,2016,43.08542,-89.52406
1253 John Q Hammons Dr,2019-02-06T00:00:00Z,1930,8020,NA,Mendota,"1253 John Q Hammons Dr Madison, WI",indoor,NA,NA,2019,43.08542,-89.52406
1253 John Q Hammons Dr,2015-01-14T00:00:00Z,2050,7850,NA,Mendota,"1253 John Q Hammons Dr Madison, WI",indoor,NA,NA,2015,43.08542,-89.52406
1253 John Q Hammons Dr,2017-01-05T00:00:00Z,2520,8680,NA,Mendota,"1253 John Q Hammons Dr Madison, WI",indoor,NA,NA,2017,43.08542,-89.52406
1253 John Q Hammons Dr,2018-02-01T00:00:00Z,2990,9880,NA,Mendota,"1253 John Q Hammons Dr Madison, WI",indoor,NA,NA,2018,43.08542,-89.52406
2 N Eau Claire Ave,2008-07-24T00:00:00Z,351.2,1483,NA,Mendota,"2 N Eau Claire Ave Madison, WI",outdoor,NA,NA,2008,43.069073,-89.46329
2 N Eau Claire Ave,2009-07-09T00:00:00Z,406,2340,NA,Mendota,"2 N Eau Claire Ave Madison, WI",outdoor,NA,NA,2009,43.069073,-89.46329
2 N Eau Claire Ave,2019-07-18T00:00:00Z,478,2260,NA,Mendota,"2 N Eau Claire Ave Madison, WI",outdoor,NA,NA,2019,43.069073,-89.46329
2 N Eau Claire Ave,2010-07-12T00:00:00Z,529,2250,NA,Mendota,"2 N Eau Claire Ave Madison, WI",outdoor,NA,NA,2010,43.069073,-89.46329
2 N Eau Claire Ave,2012-07-20T00:00:00Z,540,2330,NA,Mendota,"2 N Eau Claire Ave Madison, WI",outdoor,NA,NA,2012,43.069073,-89.46329
2 N Eau Claire Ave,2007-07-26T00:00:00Z,558,2120,NA,Mendota,"2 N Eau Claire Ave Madison, WI",outdoor,NA,NA,2007,43.069073,-89.46329
2 N Eau Claire Ave,2011-07-27T00:00:00Z,565,2450,NA,Mendota,"2 N Eau Claire Ave Madison, WI",outdoor,NA,NA,2011,43.069073,-89.46329
2 N Eau Claire Ave,2014-08-27T00:00:00Z,765,3230,NA,Mendota,"2 N Eau Claire Ave Madison, WI",outdoor,NA,NA,2014,43.069073,-89.46329
2 N Eau Claire Ave,2016-08-26T00:00:00Z,791,2980,NA,Mendota,"2 N Eau Claire Ave Madison, WI",outdoor,NA,NA,2016,43.069073,-89.46329
2 N Eau Claire Ave,2018-08-22T00:00:00Z,800,3030,NA,Mendota,"2 N Eau Claire Ave Madison, WI",outdoor,NA,NA,2018,43.069073,-89.46329
2 N Eau Claire Ave,2017-08-16T00:00:00Z,910,3420,NA,Mendota,"2 N Eau Claire Ave Madison, WI",outdoor,NA,NA,2017,43.069073,-89.46329
2 N Eau Claire Ave,2015-09-01T00:00:00Z,974,3920,NA,Mendota,"2 N Eau Claire Ave Madison, WI",outdoor,NA,NA,2015,43.069073,-89.46329
201 S Gammon Rd,2005-01-13T00:00:00Z,424.9,1762,NA,Mendota,"201 S Gammon Rd Madison, WI",indoor,NA,NA,2005,43.06429,-89.502655
201 S Gammon Rd,2007-01-19T00:00:00Z,586.6,2366,NA,Mendota,"201 S Gammon Rd Madison, WI",indoor,NA,NA,2007,43.06429,-89.502655
201 S Gammon Rd,2019-02-06T00:00:00Z,871,3060,NA,Mendota,"201 S Gammon Rd Madison, WI",indoor,NA,NA,2019,43.06429,-89.502655
238 Randolph Dr,2011-08-04T00:00:00Z,136.9608,858,NA,Mendota,"238 Randolph Dr Madison, WI",outdoor,NA,y,2011,43.061836,-89.51264
238 Randolph Dr,2010-06-25T00:00:00Z,254.58600000000004,1260,NA,Mendota,"238 Randolph Dr Madison, WI",outdoor,NA,y,2010,43.061836,-89.51264
238 Randolph Dr,2004-07-01T00:00:00Z,233.1,1055,NA,Mendota,"238 Randolph Dr Madison, WI",outdoor,NA,NA,2004,43.061836,-89.51264
238 Randolph Dr,2007-07-06T00:00:00Z,241.6,1236,NA,Mendota,"238 Randolph Dr Madison, WI",outdoor,NA,NA,2007,43.061836,-89.51264
238 Randolph Dr,2012-06-28T00:00:00Z,450,1740,NA,Mendota,"238 Randolph Dr Madison, WI",outdoor,NA,NA,2012,43.061836,-89.51264
13 Cherokee Cir,2008-07-07T00:00:00Z,193.5,886,NA,Cherokee Marsh,"13 Cherokee Cir Madison, WI",outdoor,NA,NA,2008,43.146015,-89.3637
13 Cherokee Cir,2007-08-08T00:00:00Z,226.1,1063,NA,Cherokee Marsh,"13 Cherokee Cir Madison, WI",outdoor,NA,NA,2007,43.146015,-89.3637
13 Cherokee Cir,2012-06-12T00:00:00Z,233,1070,NA,Cherokee Marsh,"13 Cherokee Cir Madison, WI",outdoor,NA,NA,2012,43.146015,-89.3637
13 Cherokee Cir,2004-06-30T00:00:00Z,236.6,1021,NA,Cherokee Marsh,"13 Cherokee Cir Madison, WI",outdoor,NA,NA,2004,43.146015,-89.3637
13 Cherokee Cir,2017-07-11T00:00:00Z,569,2070,NA,Cherokee Marsh,"13 Cherokee Cir Madison, WI",outdoor,NA,NA,2017,43.146015,-89.3637
13 Cherokee Cir,2014-07-10T00:00:00Z,631,2610,NA,Cherokee Marsh,"13 Cherokee Cir Madison, WI",outdoor,NA,NA,2014,43.146015,-89.3637
13 Cherokee Cir,2015-08-12T00:00:00Z,803,2970,NA,Cherokee Marsh,"13 Cherokee Cir Madison, WI",outdoor,NA,NA,2015,43.146015,-89.3637
13 Cherokee Cir,2016-08-02T00:00:00Z,1050,3490,NA,Cherokee Marsh,"13 Cherokee Cir Madison, WI",outdoor,NA,NA,2016,43.146015,-89.3637
1436 Wheeler Rd,2004-06-01T00:00:00Z,198.4,926,NA,Cherokee Marsh,"1436 Wheeler Rd Madison, WI",outdoor,NA,NA,2004,43.148304,-89.36969
1436 Wheeler Rd,2011-06-16T00:00:00Z,273,1110,NA,Cherokee Marsh,"1436 Wheeler Rd Madison, WI",outdoor,NA,NA,2011,43.148304,-89.36969
1436 Wheeler Rd,2009-07-16T00:00:00Z,281,1260,NA,Cherokee Marsh,"1436 Wheeler Rd Madison, WI",outdoor,NA,NA,2009,43.148304,-89.36969
1436 Wheeler Rd,2008-07-07T00:00:00Z,287.6,1230,NA,Cherokee Marsh,"1436 Wheeler Rd Madison, WI",outdoor,NA,NA,2008,43.148304,-89.36969
1436 Wheeler Rd,2012-06-12T00:00:00Z,289,1230,NA,Cherokee Marsh,"1436 Wheeler Rd Madison, WI",outdoor,NA,NA,2012,43.148304,-89.36969
1436 Wheeler Rd,2007-08-08T00:00:00Z,313.5,1360,NA,Cherokee Marsh,"1436 Wheeler Rd Madison, WI",outdoor,NA,NA,2007,43.148304,-89.36969
1436 Wheeler Rd,2005-08-17T00:00:00Z,338.6,1390,NA,Cherokee Marsh,"1436 Wheeler Rd Madison, WI",outdoor,NA,NA,2005,43.148304,-89.36969
1436 Wheeler Rd,2014-07-10T00:00:00Z,533,2120,NA,Cherokee Marsh,"1436 Wheeler Rd Madison, WI",outdoor,NA,NA,2014,43.148304,-89.36969
1436 Wheeler Rd,2017-07-11T00:00:00Z,621,2310,NA,Cherokee Marsh,"1436 Wheeler Rd Madison, WI",outdoor,NA,NA,2017,43.148304,-89.36969
1436 Wheeler Rd,2018-08-02T00:00:00Z,799,3050,NA,Cherokee Marsh,"1436 Wheeler Rd Madison, WI",outdoor,NA,NA,2018,43.148304,-89.36969
1436 Wheeler Rd,2015-08-12T00:00:00Z,850,3010,NA,Cherokee Marsh,"1436 Wheeler Rd Madison, WI",outdoor,NA,NA,2015,43.148304,-89.36969
1436 Wheeler Rd,2016-08-03T00:00:00Z,1550,2560,NA,Cherokee Marsh,"1436 Wheeler Rd Madison, WI",outdoor,NA,NA,2016,43.148304,-89.36969
1515 Golf View Rd,2012-06-12T00:00:00Z,288,1280,NA,Cherokee Marsh,"1515 Golf View Rd Madison, WI",outdoor,NA,NA,2012,NA,NA
1515 Golf View Rd,2009-07-16T00:00:00Z,299,1320,NA,Cherokee Marsh,"1515 Golf View Rd Madison, WI",outdoor,NA,NA,2009,NA,NA
1515 Golf View Rd,2008-07-07T00:00:00Z,319.7,1332,NA,Cherokee Marsh,"1515 Golf View Rd Madison, WI",outdoor,NA,NA,2008,NA,NA
1515 Golf View Rd,2017-07-11T00:00:00Z,603,2200,NA,Cherokee Marsh,"1515 Golf View Rd Madison, WI",outdoor,NA,NA,2017,NA,NA
1515 Golf View Rd,2014-07-10T00:00:00Z,676,2490,NA,Cherokee Marsh,"1515 Golf View Rd Madison, WI",outdoor,NA,NA,2014,NA,NA
1515 Golf View Rd,2016-08-03T00:00:00Z,810,2980,NA,Cherokee Marsh,"1515 Golf View Rd Madison, WI",outdoor,NA,NA,2016,NA,NA
1515 Golf View Rd,2018-08-02T00:00:00Z,958,3550,NA,Cherokee Marsh,"1515 Golf View Rd Madison, WI",outdoor,NA,NA,2018,NA,NA
1515 Golf View Rd,2015-08-12T00:00:00Z,985,3560,NA,Cherokee Marsh,"1515 Golf View Rd Madison, WI",outdoor,NA,NA,2015,NA,NA
1818 Fordem Ave,2011-06-27T00:00:00Z,153.93160000000003,916,NA,Yahara River,"1818 Fordem Ave Madison, WI",outdoor,NA,y,2011,43.096344,-89.36353
1818 Fordem Ave,2012-06-14T00:00:00Z,131,943,NA,Yahara River,"1818 Fordem Ave Madison, WI",outdoor,NA,NA,2012,43.096344,-89.36353
1818 Fordem Ave,2013-07-11T00:00:00Z,108.28600000000003,760,NA,Yahara River,"1818 Fordem Ave Madison, WI",outdoor,NA,y,2013,43.096344,-89.36353
1818 Fordem Ave,2015-09-01T00:00:00Z,127.59760000000003,826,NA,Yahara River,"1818 Fordem Ave Madison, WI",outdoor,NA,y,2015,43.096344,-89.36353
1818 Fordem Ave,2016-08-03T00:00:00Z,146.32400000000004,890,NA,Yahara River,"1818 Fordem Ave Madison, WI",outdoor,NA,y,2016,43.096344,-89.36353
1818 Fordem Ave,2017-07-11T00:00:00Z,216.54800000000003,1130,NA,Yahara River,"1818 Fordem Ave Madison, WI",outdoor,NA,y,2017,43.096344,-89.36353
1818 Fordem Ave,2018-08-02T00:00:00Z,169.1468,968,NA,Yahara River,"1818 Fordem Ave Madison, WI",outdoor,NA,y,2018,43.096344,-89.36353
1818 Fordem Ave,2019-07-30T00:00:00Z,158.61320000000003,932,NA,Yahara River,"1818 Fordem Ave Madison, WI",outdoor,NA,y,2019,43.096344,-89.36353
2222 E Washington Ave,2005-02-08T00:00:00Z,394.4,2330,NA,Yahara River,"2222 E Washington Ave Madison, WI",indoor,NA,NA,2005,43.096504,-89.35378
2222 E Washington Ave,2007-01-04T00:00:00Z,537.1,2217,NA,Yahara River,"2222 E Washington Ave Madison, WI",indoor,NA,NA,2007,43.096504,-89.35378
2222 E Washington Ave,2019-01-17T00:00:00Z,640,2450,NA,Yahara River,"2222 E Washington Ave Madison, WI",indoor,NA,NA,2019,43.096504,-89.35378
6405 Bridge Rd,2011-06-22T00:00:00Z,58.25140000000002,589,242266.354176,Yahara River,"6405 Bridge Rd Madison, WI",outdoor,NA,y,2011,43.049355,-89.33801
238 Randolph Dr,2018-08-28T00:00:00Z,495,1750,NA,Mendota,"238 Randolph Dr Madison, WI",outdoor,NA,NA,2018,43.061836,-89.51264
238 Randolph Dr,2017-08-22T00:00:00Z,555,2070,NA,Mendota,"238 Randolph Dr Madison, WI",outdoor,NA,NA,2017,43.061836,-89.51264
238 Randolph Dr,2009-07-24T00:00:00Z,568,2240,NA,Mendota,"238 Randolph Dr Madison, WI",outdoor,NA,NA,2009,43.061836,-89.51264
238 Randolph Dr,2019-08-05T00:00:00Z,568,2280,NA,Mendota,"238 Randolph Dr Madison, WI",outdoor,NA,NA,2019,43.061836,-89.51264
238 Randolph Dr,2016-08-10T00:00:00Z,599,2140,NA,Mendota,"238 Randolph Dr Madison, WI",outdoor,NA,NA,2016,43.061836,-89.51264
238 Randolph Dr,2014-08-20T00:00:00Z,745,2790,NA,Mendota,"238 Randolph Dr Madison, WI",outdoor,NA,NA,2014,43.061836,-89.51264
238 Randolph Dr,2015-08-27T00:00:00Z,763,2700,NA,Mendota,"238 Randolph Dr Madison, WI",outdoor,NA,NA,2015,43.061836,-89.51264
260 Junction Rd,2010-06-25T00:00:00Z,216.54800000000003,1130,NA,Mendota,"260 Junction Rd Madison, WI",outdoor,NA,y,2010,43.06454,-89.52655
260 Junction Rd,2009-07-01T00:00:00Z,222.4,1150,NA,Mendota,"260 Junction Rd Madison, WI",outdoor,NA,y,2009,43.06454,-89.52655
260 Junction Rd,2011-07-05T00:00:00Z,231.17800000000003,1180,NA,Mendota,"260 Junction Rd Madison, WI",outdoor,NA,y,2011,43.06454,-89.52655
260 Junction Rd,2012-06-20T00:00:00Z,315,1360,NA,Mendota,"260 Junction Rd Madison, WI",outdoor,NA,NA,2012,43.06454,-89.52655
260 Junction Rd,2003-07-14T00:00:00Z,316.3,1445,NA,Mendota,"260 Junction Rd Madison, WI",outdoor,NA,NA,2003,43.06454,-89.52655
260 Junction Rd,2013-07-31T00:00:00Z,445,1710,NA,Mendota,"260 Junction Rd Madison, WI",outdoor,NA,NA,2013,43.06454,-89.52655
260 Junction Rd,2016-08-10T00:00:00Z,469,1780,NA,Mendota,"260 Junction Rd Madison, WI",outdoor,NA,NA,2016,43.06454,-89.52655
260 Junction Rd,2015-08-27T00:00:00Z,516,1910,NA,Mendota,"260 Junction Rd Madison, WI",outdoor,NA,NA,2015,43.06454,-89.52655
260 Junction Rd,2014-08-20T00:00:00Z,651,2400,NA,Mendota,"260 Junction Rd Madison, WI",outdoor,NA,NA,2014,43.06454,-89.52655
260 Junction Rd,2017-08-08T00:00:00Z,666,2480,NA,Mendota,"260 Junction Rd Madison, WI",outdoor,NA,NA,2017,43.06454,-89.52655
260 Junction Rd,2018-08-28T00:00:00Z,803,2780,NA,Mendota,"260 Junction Rd Madison, WI",outdoor,NA,NA,2018,43.06454,-89.52655
6405 Bridge Rd,2010-07-12T00:00:00Z,60.007000000000005,595,242266.354176,Yahara River,"6405 Bridge Rd Madison, WI",outdoor,NA,y,2010,43.049355,-89.33801
6405 Bridge Rd,2015-09-01T00:00:00Z,219.47400000000002,1140,242266.354176,Yahara River,"6405 Bridge Rd Madison, WI",outdoor,NA,y,2015,43.049355,-89.33801
6405 Bridge Rd,2012-06-07T00:00:00Z,57.2,595,242266.354176,Yahara River,"6405 Bridge Rd Madison, WI",outdoor,NA,NA,2012,43.049355,-89.33801
6405 Bridge Rd,2009-07-08T00:00:00Z,64,604,242266.354176,Yahara River,"6405 Bridge Rd Madison, WI",outdoor,NA,NA,2009,43.049355,-89.33801
1936 Tennyson Ln,2019-01-17T00:00:00Z,528,2210,NA,Starkweather Creek,"1936 Tennyson Ln Madison, WI",outdoor,NA,NA,2019,43.13477,-89.35862
260 Junction Rd,2019-08-01T00:00:00Z,862,3400,NA,Mendota,"260 Junction Rd Madison, WI",outdoor,NA,NA,2019,43.06454,-89.52655
301 Harbour Town Dr,2010-06-25T00:00:00Z,1670,5080,NA,Mendota,"301 Harbour Town Dr Madison, WI",indoor,NA,NA,2010,43.067448,-89.526184
301 Harbour Town Dr,2019-02-28T00:00:00Z,1830,6160,NA,Mendota,"301 Harbour Town Dr Madison, WI",indoor,NA,NA,2019,43.067448,-89.526184
301 Harbour Town Dr,2007-06-08T00:00:00Z,2104,6760,NA,Mendota,"301 Harbour Town Dr Madison, WI",indoor,NA,NA,2007,43.067448,-89.526184
301 Harbour Town Dr,2011-01-05T00:00:00Z,2250,7370,NA,Mendota,"301 Harbour Town Dr Madison, WI",indoor,NA,NA,2011,43.067448,-89.526184
301 Harbour Town Dr,2015-01-14T00:00:00Z,3670,11700,NA,Mendota,"301 Harbour Town Dr Madison, WI",indoor,NA,NA,2015,43.067448,-89.526184
310 Samuel Dr,2019-08-01T00:00:00Z,481,2070,NA,Mendota,"310 Samuel Dr Madison, WI",outdoor,NA,NA,2019,43.068253,-89.53547
310 Samuel Dr,2017-08-08T00:00:00Z,779,2790,NA,Mendota,"310 Samuel Dr Madison, WI",outdoor,NA,NA,2017,43.068253,-89.53547
310 Samuel Dr,2018-08-28T00:00:00Z,1070,3600,NA,Mendota,"310 Samuel Dr Madison, WI",outdoor,NA,NA,2018,43.068253,-89.53547
45 Junction Ct,2018-08-28T00:00:00Z,60.29960000000003,596,NA,Mendota,"45 Junction Ct Madison, WI",outdoor,NA,y,2018,43.074524,-89.52404
45 Junction Ct,2010-06-28T00:00:00Z,89.26700000000002,695,NA,Mendota,"45 Junction Ct Madison, WI",outdoor,NA,y,2010,43.074524,-89.52404
45 Junction Ct,2017-08-08T00:00:00Z,158.32060000000004,931,NA,Mendota,"45 Junction Ct Madison, WI",outdoor,NA,y,2017,43.074524,-89.52404
45 Junction Ct,2019-08-05T00:00:00Z,181.436,1010,NA,Mendota,"45 Junction Ct Madison, WI",outdoor,NA,y,2019,43.074524,-89.52404
45 Junction Ct,2015-08-27T00:00:00Z,187.28800000000004,1030,NA,Mendota,"45 Junction Ct Madison, WI",outdoor,NA,y,2015,43.074524,-89.52404
45 Junction Ct,2014-08-20T00:00:00Z,234.104,1190,NA,Mendota,"45 Junction Ct Madison, WI",outdoor,NA,y,2014,43.074524,-89.52404
201 Swanton Rd,2007-08-08T00:00:00Z,398,1507,NA,Starkweather Creek,"201 Swanton Rd Madison, WI",outdoor,NA,NA,2007,43.102676,-89.30154
45 Junction Ct,2016-08-10T00:00:00Z,254.58600000000004,1260,NA,Mendota,"45 Junction Ct Madison, WI",outdoor,NA,y,2016,43.074524,-89.52404
45 Junction Ct,2013-07-31T00:00:00Z,269.216,1310,NA,Mendota,"45 Junction Ct Madison, WI",outdoor,NA,y,2013,43.074524,-89.52404
45 Junction Ct,2012-06-20T00:00:00Z,230,1040,NA,Mendota,"45 Junction Ct Madison, WI",outdoor,NA,NA,2012,43.074524,-89.52404
45 Junction Ct,2011-07-05T00:00:00Z,452,2090,NA,Mendota,"45 Junction Ct Madison, WI",outdoor,NA,NA,2011,43.074524,-89.52404
4715 Sheboygan Ave,2018-08-22T00:00:00Z,99.21540000000002,729,NA,Mendota,"4715 Sheboygan Ave Madison, WI",outdoor,NA,y,2018,43.07289,-89.45826
4715 Sheboygan Ave,2019-07-16T00:00:00Z,181.436,1010,NA,Mendota,"4715 Sheboygan Ave Madison, WI",outdoor,NA,y,2019,43.07289,-89.45826
4715 Sheboygan Ave,2016-08-26T00:00:00Z,213.62200000000004,1120,NA,Mendota,"4715 Sheboygan Ave Madison, WI",outdoor,NA,y,2016,43.07289,-89.45826
4715 Sheboygan Ave,2010-07-09T00:00:00Z,228.25200000000004,1170,NA,Mendota,"4715 Sheboygan Ave Madison, WI",outdoor,NA,y,2010,43.07289,-89.45826
4715 Sheboygan Ave,2017-08-16T00:00:00Z,231.17800000000003,1180,NA,Mendota,"4715 Sheboygan Ave Madison, WI",outdoor,NA,y,2017,43.07289,-89.45826
4715 Sheboygan Ave,2014-08-27T00:00:00Z,237.03,1200,NA,Mendota,"4715 Sheboygan Ave Madison, WI",outdoor,NA,y,2014,43.07289,-89.45826
4715 Sheboygan Ave,2013-08-13T00:00:00Z,257.51200000000006,1270,NA,Mendota,"4715 Sheboygan Ave Madison, WI",outdoor,NA,y,2013,43.07289,-89.45826
4715 Sheboygan Ave,2009-07-09T00:00:00Z,341,1390,NA,Mendota,"4715 Sheboygan Ave Madison, WI",outdoor,NA,NA,2009,43.07289,-89.45826
1602 W Beltline Hwy,2019-03-07T00:00:00Z,188,1800,NA,Arboretum,"1602 W Beltline Hwy Madison, WI",indoor,NA,NA,2019,43.03578,-89.409167
1602 W Beltline Hwy,2004-06-30T00:00:00Z,366.9,1568,NA,Arboretum,"1602 W Beltline Hwy Madison, WI",indoor,NA,NA,2004,43.03578,-89.409167
1602 W Beltline Hwy,2012-02-15T00:00:00Z,447,2610,NA,Arboretum,"1602 W Beltline Hwy Madison, WI",indoor,NA,NA,2012,43.03578,-89.409167
1602 W Beltline Hwy,2015-01-22T00:00:00Z,477,2590,NA,Arboretum,"1602 W Beltline Hwy Madison, WI",indoor,NA,NA,2015,43.03578,-89.409167
1602 W Beltline Hwy,2013-01-09T00:00:00Z,515,2670,NA,Arboretum,"1602 W Beltline Hwy Madison, WI",indoor,NA,NA,2013,43.03578,-89.409167
