lakeid,year4,daynum,sampledate,depth,cl,so4,ca,mg,na,k,fe,mn,cond
AL,1987,152,1987-06-01,3.00,,,,,,,,,
AL,1987,152,1987-06-01,5.00,,,,,,,,,
AL,1987,152,1987-06-01,7.00,,,,,,,,,
AL,1987,162,1987-06-11,1.00,,,,,,,,,
AL,1987,162,1987-06-11,3.00,,,,,,,,,
AL,1987,162,1987-06-11,4.00,,,,,,,,,
AL,1987,162,1987-06-11,6.00,,,,,,,0.00,0.06,
AL,1987,180,1987-06-29,0.00,,,,,,,,,
AL,1987,180,1987-06-29,2.00,,,,,,,,,
AL,1987,180,1987-06-29,4.00,,,,,,,,,
AL,1987,180,1987-06-29,6.00,,,,,,,,,
AL,1987,180,1987-06-29,7.00,,,,,,,,,
AL,1987,194,1987-07-13,1.00,,,,,,,,,
AL,1987,194,1987-07-13,3.00,,,,,,,,,
AL,1987,194,1987-07-13,4.00,,,,,,,,,
AL,1987,194,1987-07-13,6.00,,,,,,,0.19,0.14,
AL,1987,208,1987-07-27,0.00,,,,,,,,,
AL,1987,208,1987-07-27,2.00,,,,,,,,,
AL,1987,208,1987-07-27,4.00,,,,,,,,,
AL,1987,208,1987-07-27,5.00,,,,,,,,,
AL,1987,208,1987-07-27,7.00,,,,,,,,,
AL,1987,225,1987-08-13,0.00,0.27,3.14,11.26,3.17,1.57,0.57,,,84
AL,1987,225,1987-08-13,2.00,,,,,,,,,
AL,1987,225,1987-08-13,4.00,0.28,3.10,11.44,3.20,1.55,0.61,,,83
AL,1987,225,1987-08-13,6.00,0.37,1.68,14.47,3.42,1.59,0.84,0.49,0.71,
AL,1987,238,1987-08-26,0.00,,,,,,,,,
AL,1987,238,1987-08-26,2.00,,,,,,,,,
AL,1987,238,1987-08-26,4.00,,,,,,,,,
AL,1987,238,1987-08-26,6.00,,,,,,,,,
AL,1987,238,1987-08-26,7.00,,,,,,,,,
AL,1987,253,1987-09-10,1.00,,,,,,,,,
AL,1987,253,1987-09-10,3.00,,,,,,,,,
AL,1987,253,1987-09-10,5.00,,,,,,,,,
AL,1987,253,1987-09-10,7.00,,,,,,,0.94,0.38,
AL,1987,264,1987-09-21,0.00,,,,,,,,,
AL,1987,264,1987-09-21,1.00,,,,,,,,,
AL,1987,264,1987-09-21,3.00,,,,,,,,,
AL,1987,264,1987-09-21,5.00,,,,,,,,,
AL,1987,264,1987-09-21,7.00,,,,,,,,,
AL,1987,278,1987-10-05,0.00,,,,,,,,,
AL,1987,278,1987-10-05,2.00,,,,,,,,,
AL,1987,278,1987-10-05,4.00,,,,,,,,,
AL,1987,278,1987-10-05,6.00,,,,,,,,,
AL,1987,294,1987-10-21,0.00,,,,,,,,,
AL,1987,294,1987-10-21,1.00,,,,,,,,,
AL,1987,294,1987-10-21,3.00,,,,,,,,,
AL,1987,294,1987-10-21,5.00,,,,,,,,,
AL,1987,294,1987-10-21,7.00,,,,,,,,,
AL,1987,309,1987-11-05,1.00,,,,,,,,,
AL,1987,309,1987-11-05,3.00,,,,,,,,,
AL,1987,309,1987-11-05,4.00,,,,,,,,,
AL,1987,309,1987-11-05,6.00,,,,,,,,,
AL,1987,309,1987-11-05,7.00,0.52,3.60,11.67,3.24,1.60,0.74,0.00,0.00,92
AL,1987,322,1987-11-18,1.00,,,,,,,,,
AL,1987,322,1987-11-18,3.00,,,,,,,,,
AL,1987,322,1987-11-18,5.00,,,,,,,,,
AL,1987,322,1987-11-18,6.00,,,,,,,,,
AL,1988,11,1988-01-11,0.00,,,,,,,0.20,0.00,
AL,1988,11,1988-01-11,2.00,,,,,,,,,
AL,1988,11,1988-01-11,4.00,,,,,,,0.14,0.05,
AL,1988,11,1988-01-11,5.00,,,,,,,,,
AL,1988,11,1988-01-11,6.00,,,,,,,0.20,0.19,
AL,1988,62,1988-03-02,0.00,0.39,5.13,14.17,3.64,1.83,0.86,0.30,0.03,111
AL,1988,62,1988-03-02,2.00,,,,,,,,,
AL,1988,62,1988-03-02,4.00,0.37,4.00,14.17,3.49,1.66,0.83,0.30,0.18,107
AL,1988,62,1988-03-02,5.00,,,,,,,,,
AL,1988,62,1988-03-02,7.00,0.37,3.83,15.10,3.77,1.71,0.95,0.85,0.30,113
AL,1988,81,1988-03-21,0.00,,,,,,,0.25,0.03,
AL,1988,81,1988-03-21,2.00,,,,,,,,,
AL,1988,81,1988-03-21,4.00,,,,,,,0.42,0.25,
AL,1988,81,1988-03-21,6.00,,,,,,,0.62,0.31,
AL,1988,117,1988-04-26,0.00,0.33,3.90,12.21,3.12,1.50,0.74,0.14,0.06,93
AL,1988,117,1988-04-26,2.00,,,,,,,,,
AL,1988,117,1988-04-26,4.00,0.33,3.90,11.83,3.18,1.54,0.74,0.31,0.04,93
AL,1988,117,1988-04-26,5.00,,,,,,,,,
AL,1988,117,1988-04-26,7.00,0.39,3.93,12.96,3.12,1.57,0.70,0.31,0.03,93
AL,1988,130,1988-05-09,1.00,,,,,,,,,
AL,1988,130,1988-05-09,3.00,,,,,,,,,
AL,1988,130,1988-05-09,4.00,,,,,,,,,
AL,1988,130,1988-05-09,6.00,,,,,,,,,
AL,1988,146,1988-05-25,0.00,,,,,,,0.04,0.00,
AL,1988,146,1988-05-25,1.00,,,,,,,,,
AL,1988,146,1988-05-25,3.00,,,,,,,,,
AL,1988,146,1988-05-25,5.00,,,,,,,,,
AL,1988,146,1988-05-25,7.00,,,,,,,0.13,0.09,
AL,1988,159,1988-06-07,1.00,,,,,,,,,
AL,1988,159,1988-06-07,2.00,,,,,,,,,
AL,1988,159,1988-06-07,4.00,,,,,,,,,
AL,1988,159,1988-06-07,6.00,,,,,,,,,
AL,1988,172,1988-06-20,0.00,,,,,,,0.05,0.00,
AL,1988,172,1988-06-20,2.00,,,,,,,,,
AL,1988,172,1988-06-20,4.00,,,,,,,0.08,0.02,
AL,1988,172,1988-06-20,6.00,,,,,,,0.35,0.23,
AL,1988,172,1988-06-20,7.00,,,,,,,0.69,0.38,
AL,1988,186,1988-07-04,1.00,,,,,,,,,
AL,1988,186,1988-07-04,3.00,,,,,,,,,
AL,1988,186,1988-07-04,4.00,,,,,,,,,
AL,1988,186,1988-07-04,6.00,,,,,,,,,
AL,1988,201,1988-07-19,0.00,,,,,,,0.05,0.00,
AL,1988,201,1988-07-19,2.00,,,,,,,,,
AL,1988,201,1988-07-19,4.00,,,,,,,0.00,0.00,
AL,1988,201,1988-07-19,6.00,,,,,,,0.05,0.00,
AL,1988,201,1988-07-19,7.00,,,,,,,0.00,1.28,
AL,1988,216,1988-08-03,1.00,,,,,,,,,
AL,1988,216,1988-08-03,3.00,,,,,,,,,
AL,1988,216,1988-08-03,4.00,,,,,,,,,
AL,1988,216,1988-08-03,6.00,,,,,,,,,
AL,1988,231,1988-08-18,0.00,0.25,3.48,11.68,3.33,1.64,0.65,0.15,0.00,95
AL,1988,231,1988-08-18,2.00,,,,,,,,,
AL,1988,231,1988-08-18,4.00,0.28,3.46,11.84,3.39,1.67,0.64,0.12,0.00,95
AL,1988,231,1988-08-18,5.00,,,,,,,,,
AL,1988,231,1988-08-18,7.00,0.40,0.80,18.91,4.02,1.70,1.02,8.15,2.27,137
AL,1988,243,1988-08-30,1.00,,,,,,,,,
AL,1988,243,1988-08-30,3.00,,,,,,,,,
AL,1988,243,1988-08-30,4.00,,,,,,,,,
AL,1988,243,1988-08-30,6.00,,,,,,,,,
AL,1988,257,1988-09-13,0.00,,,,,,,0.07,0.00,
AL,1988,257,1988-09-13,1.00,,,,,,,,,
AL,1988,257,1988-09-13,3.00,,,,,,,,,
AL,1988,257,1988-09-13,5.00,,,,,,,,,
AL,1988,257,1988-09-13,7.00,,,,,,,0.00,0.00,
AL,1988,272,1988-09-28,1.00,,,,,,,,,
AL,1988,272,1988-09-28,2.00,,,,,,,,,
AL,1988,272,1988-09-28,4.00,,,,,,,,,
AL,1988,272,1988-09-28,6.00,,,,,,,,,
AL,1988,286,1988-10-12,0.00,,,,,,,0.10,0.00,
AL,1988,286,1988-10-12,2.00,,,,,,,,,
AL,1988,286,1988-10-12,4.00,,,,,,,0.10,0.00,
AL,1988,286,1988-10-12,5.00,,,,,,,,,
AL,1988,286,1988-10-12,7.00,,,,,,,0.16,0.00,
AL,1988,299,1988-10-25,1.00,,,,,,,,,
AL,1988,299,1988-10-25,2.00,,,,,,,,,
AL,1988,299,1988-10-25,4.00,,,,,,,,,
AL,1988,299,1988-10-25,6.00,,,,,,,,,
AL,1988,307,1988-11-02,0.00,0.28,4.56,11.28,3.26,1.63,0.68,0.07,0.00,83
AL,1988,307,1988-11-02,2.00,,,,,,,,,
AL,1988,307,1988-11-02,4.00,0.28,4.53,11.86,3.31,1.66,0.68,0.11,0.00,82
AL,1988,307,1988-11-02,5.00,,,,,,,,,
AL,1988,307,1988-11-02,7.00,0.27,4.57,11.93,3.32,1.67,0.69,0.11,0.00,82
AL,1989,11,1989-01-11,0.00,,,,,,,0.15,0.04,
AL,1989,11,1989-01-11,2.00,,,,,,,,,
AL,1989,11,1989-01-11,4.00,,,,,,,0.12,0.04,
AL,1989,11,1989-01-11,5.00,,,,,,,,,
AL,1989,11,1989-01-11,7.00,,,,,,,0.15,0.17,
AL,1989,65,1989-03-06,1.00,,,,,,,,,
AL,1989,65,1989-03-06,3.00,,,,,,,,,
AL,1989,65,1989-03-06,4.00,0.39,4.72,12.07,3.41,1.78,0.85,0.24,0.08,99
AL,1989,65,1989-03-06,6.00,,,,,,,,,
AL,1989,65,1989-03-06,7.00,,,,,,,,,
AL,1989,86,1989-03-27,1.00,,,,,,,0.12,0.00,
AL,1989,86,1989-03-27,3.00,,,,,,,,,
AL,1989,86,1989-03-27,5.00,,,,,,,,,
AL,1989,86,1989-03-27,7.00,,,,,,,1.10,0.48,
AL,1989,121,1989-05-01,1.00,,,,,,,,,
AL,1989,121,1989-05-01,3.00,,,,,,,,,
AL,1989,121,1989-05-01,5.00,,,,,,,,,
AL,1989,121,1989-05-01,7.00,0.36,4.05,12.19,3.25,1.60,0.76,0.48,0.19,99
AL,1989,136,1989-05-16,0.00,,,,,,,,,
AL,1989,136,1989-05-16,2.00,,,,,,,,,
AL,1989,136,1989-05-16,3.00,,,,,,,,,
AL,1989,136,1989-05-16,5.00,,,,,,,,,
AL,1989,136,1989-05-16,7.00,,,,,,,,,
AL,1989,149,1989-05-29,1.00,,,,,,,,,
AL,1989,149,1989-05-29,3.00,,,,,,,,,
AL,1989,149,1989-05-29,5.00,,,,,,,,,
AL,1989,149,1989-05-29,6.00,,,,,,,0.16,0.11,
AL,1989,164,1989-06-13,0.00,,,,,,,,,
AL,1989,164,1989-06-13,2.00,,,,,,,,,
AL,1989,164,1989-06-13,4.00,,,,,,,,,
AL,1989,164,1989-06-13,6.00,,,,,,,,,
AL,1989,164,1989-06-13,7.00,,,,,,,,,
AL,1989,179,1989-06-28,0.00,,,,,,,0.04,0.00,
AL,1989,179,1989-06-28,2.00,,,,,,,0.04,0.00,
AL,1989,179,1989-06-28,4.00,,,,,,,0.07,0.00,
AL,1989,179,1989-06-28,6.00,,,,,,,,,
AL,1989,193,1989-07-12,0.00,,,,,,,,,
AL,1989,193,1989-07-12,2.00,,,,,,,,,
AL,1989,193,1989-07-12,4.00,,,,,,,,,
AL,1989,193,1989-07-12,6.00,,,,,,,,,
AL,1989,193,1989-07-12,7.00,,,,,,,,,
AL,1989,206,1989-07-25,1.00,,,,,,,,,
AL,1989,206,1989-07-25,2.00,,,,,,,0.10,0.01,
AL,1989,206,1989-07-25,4.00,,,,,,,0.00,0.00,
AL,1989,206,1989-07-25,6.00,,,,,,,,,
AL,1989,219,1989-08-07,0.00,,,,,,,,,
AL,1989,219,1989-08-07,2.00,,,,,,,,,
AL,1989,219,1989-08-07,4.00,,,,,,,,,
AL,1989,219,1989-08-07,6.00,,,,,,,,,
AL,1989,219,1989-08-07,7.00,,,,,,,,,
AL,1989,234,1989-08-22,0.50,,,,,,,,,
AL,1989,234,1989-08-22,1.50,,,,,,,,,
AL,1989,234,1989-08-22,2.50,,,,,,,,,
AL,1989,234,1989-08-22,3.50,,,,,,,,,
AL,1989,234,1989-08-22,4.00,0.16,3.96,12.12,3.28,1.63,0.69,0.00,0.00,
AL,1989,234,1989-08-22,5.00,,,,,,,,,
AL,1989,234,1989-08-22,6.00,0.30,3.08,13.39,3.48,1.65,0.85,0.00,0.00,104
AL,1989,234,1989-08-22,7.00,0.32,2.04,16.63,3.94,1.72,1.02,0.29,1.29,119
AL,1989,249,1989-09-06,0.50,,,,,,,,,
AL,1989,249,1989-09-06,1.50,,,,,,,,,
AL,1989,249,1989-09-06,2.50,,,,,,,,,
AL,1989,249,1989-09-06,3.50,,,,,,,,,
AL,1989,249,1989-09-06,4.50,,,,,,,,,
AL,1989,249,1989-09-06,5.50,,,,,,,,,
AL,1989,249,1989-09-06,6.00,,,,,,,,,
AL,1989,249,1989-09-06,7.00,,,,,,,,,
AL,1989,262,1989-09-19,0.50,,,,,,,,,
AL,1989,262,1989-09-19,1.50,,,,,,,,,
AL,1989,262,1989-09-19,2.50,,,,,,,,,
AL,1989,262,1989-09-19,3.50,,,,,,,,,
AL,1989,262,1989-09-19,4.00,,,,,,,0.00,0.00,
AL,1989,262,1989-09-19,5.00,,,,,,,,,
AL,1989,262,1989-09-19,6.00,,,,,,,0.28,0.00,
AL,1989,277,1989-10-04,0.00,,,,,,,,,
AL,1989,277,1989-10-04,1.00,,,,,,,,,
AL,1989,277,1989-10-04,2.00,,,,,,,,,
AL,1989,277,1989-10-04,3.00,,,,,,,,,
AL,1989,277,1989-10-04,4.00,,,,,,,,,
AL,1989,277,1989-10-04,5.00,,,,,,,,,
AL,1989,277,1989-10-04,6.00,,,,,,,,,
AL,1989,277,1989-10-04,6.50,,,,,,,,,
AL,1989,291,1989-10-18,0.00,,,,,,,0.00,0.00,
AL,1989,291,1989-10-18,1.00,,,,,,,,,
AL,1989,291,1989-10-18,2.00,,,,,,,,,
AL,1989,291,1989-10-18,3.00,,,,,,,,,
AL,1989,291,1989-10-18,4.00,,,,,,,0.13,0.00,
AL,1989,291,1989-10-18,5.00,,,,,,,,,
AL,1989,291,1989-10-18,6.00,,,,,,,,,
AL,1989,291,1989-10-18,7.00,,,,,,,0.16,0.00,
AL,1989,304,1989-10-31,0.50,,,,,,,,,
AL,1989,304,1989-10-31,1.50,,,,,,,,,
AL,1989,304,1989-10-31,2.50,,,,,,,,,
AL,1989,304,1989-10-31,3.50,,,,,,,,,
AL,1989,304,1989-10-31,4.50,,,,,,,,,
AL,1989,304,1989-10-31,5.50,,,,,,,,,
AL,1989,304,1989-10-31,6.00,,,,,,,,,
AL,1989,304,1989-10-31,7.00,,,,,,,,,
AL,1989,313,1989-11-09,0.00,0.28,4.10,12.37,3.28,1.68,0.71,0.09,0.00,94
AL,1989,313,1989-11-09,1.00,,,,,,,,,
AL,1989,313,1989-11-09,2.00,,,,,,,,,
AL,1989,313,1989-11-09,3.00,,,,,,,,,
AL,1989,313,1989-11-09,4.00,0.27,3.93,11.87,3.28,1.66,0.75,0.06,0.03,95
AL,1989,313,1989-11-09,5.00,,,,,,,,,
AL,1989,313,1989-11-09,6.00,,,,,,,,,
AL,1989,313,1989-11-09,7.00,0.25,4.13,12.12,3.28,1.65,0.70,0.06,0.03,95
AL,1990,24,1990-01-24,0.00,,,,,,,0.16,0.00,
AL,1990,24,1990-01-24,1.00,,,,,,,,,
AL,1990,24,1990-01-24,2.00,,,,,,,,,
AL,1990,24,1990-01-24,3.00,,,,,,,,,
AL,1990,24,1990-01-24,4.00,,,,,,,0.12,0.07,
AL,1990,24,1990-01-24,5.00,,,,,,,,,
AL,1990,24,1990-01-24,6.00,,,,,,,,,
AL,1990,24,1990-01-24,7.00,,,,,,,0.78,0.59,
AL,1990,58,1990-02-27,1.00,,,,,,,,,
AL,1990,58,1990-02-27,2.00,,,,,,,,,
AL,1990,58,1990-02-27,3.00,,,,,,,,,
AL,1990,58,1990-02-27,4.00,0.32,4.24,14.20,3.75,1.59,0.89,0.07,0.11,108
AL,1990,58,1990-02-27,5.00,,,,,,,,,
AL,1990,58,1990-02-27,6.00,,,,,,,,,
AL,1990,58,1990-02-27,7.00,0.33,3.84,17.09,4.41,1.81,1.04,0.97,0.57,130
AL,1990,86,1990-03-27,0.00,,,,,,,0.18,0.00,
AL,1990,86,1990-03-27,1.00,,,,,,,,,
AL,1990,86,1990-03-27,3.00,,,,,,,,,
AL,1990,86,1990-03-27,5.00,,,,,,,,,
AL,1990,86,1990-03-27,7.00,,,,,,,0.85,0.59,
AL,1990,120,1990-04-30,0.50,,,,,,,,,
AL,1990,120,1990-04-30,1.50,,,,,,,,,
AL,1990,120,1990-04-30,2.50,,,,,,,,,
AL,1990,120,1990-04-30,3.50,,,,,,,,,
AL,1990,120,1990-04-30,4.00,0.30,3.85,13.00,3.09,1.55,0.80,0.09,0.04,96
AL,1990,120,1990-04-30,5.00,,,,,,,,,
AL,1990,120,1990-04-30,6.00,,,,,,,,,
AL,1990,120,1990-04-30,7.00,0.32,3.49,13.48,3.20,1.62,0.87,0.44,0.22,102
AL,1990,137,1990-05-17,0.50,,,,,,,,,
AL,1990,137,1990-05-17,1.50,,,,,,,,,
AL,1990,137,1990-05-17,2.00,,,,,,,,,
AL,1990,137,1990-05-17,3.00,,,,,,,,,
AL,1990,137,1990-05-17,4.00,,,,,,,,,
AL,1990,137,1990-05-17,5.00,,,,,,,,,
AL,1990,137,1990-05-17,6.00,,,,,,,,,
AL,1990,137,1990-05-17,7.00,,,,,,,,,
AL,1990,150,1990-05-30,0.50,,,,,,,,,
AL,1990,150,1990-05-30,1.50,,,,,,,,,
AL,1990,150,1990-05-30,2.00,,,,,,,0.12,0.00,
AL,1990,150,1990-05-30,3.00,,,,,,,,,
AL,1990,150,1990-05-30,4.00,,,,,,,0.12,0.06,
AL,1990,150,1990-05-30,5.00,,,,,,,,,
AL,1990,150,1990-05-30,6.00,,,,,,,,,
AL,1990,150,1990-05-30,7.00,,,,,,,0.59,0.32,
AL,1990,164,1990-06-13,0.50,,,,,,,,,
AL,1990,164,1990-06-13,1.50,,,,,,,,,
AL,1990,164,1990-06-13,2.50,,,,,,,,,
AL,1990,164,1990-06-13,3.50,,,,,,,,,
AL,1990,164,1990-06-13,4.50,,,,,,,,,
AL,1990,164,1990-06-13,5.50,,,,,,,,,
AL,1990,164,1990-06-13,6.50,,,,,,,,,
AL,1990,178,1990-06-27,0.00,,,,,,,0.00,0.00,
AL,1990,178,1990-06-27,1.00,,,,,,,,,
AL,1990,178,1990-06-27,2.00,,,,,,,0.06,0.00,
AL,1990,178,1990-06-27,2.50,,,,,,,,,
AL,1990,178,1990-06-27,3.50,,,,,,,,,
AL,1990,178,1990-06-27,4.50,,,,,,,,,
AL,1990,178,1990-06-27,5.50,,,,,,,,,
AL,1990,178,1990-06-27,6.50,,,,,,,,,
AL,1990,190,1990-07-09,0.00,,,,,,,,,
AL,1990,190,1990-07-09,1.00,,,,,,,,,
AL,1990,190,1990-07-09,2.00,,,,,,,,,
AL,1990,190,1990-07-09,3.00,,,,,,,,,
AL,1990,190,1990-07-09,4.00,,,,,,,,,
AL,1990,190,1990-07-09,5.00,,,,,,,,,
AL,1990,190,1990-07-09,6.00,,,,,,,,,
AL,1990,190,1990-07-09,7.00,,,,,,,,,
AL,1990,205,1990-07-24,0.50,,,,,,,,,
AL,1990,205,1990-07-24,1.50,,,,,,,,,
AL,1990,205,1990-07-24,2.50,,,,,,,,,
AL,1990,205,1990-07-24,3.50,,,,,,,,,
AL,1990,205,1990-07-24,4.00,,,,,,,0.00,0.00,
AL,1990,205,1990-07-24,5.00,,,,,,,,,
AL,1990,205,1990-07-24,6.00,,,,,,,0.30,0.35,
AL,1990,205,1990-07-24,7.00,,,,,,,1.99,1.90,
AL,1990,220,1990-08-08,0.50,,,,,,,,,
AL,1990,220,1990-08-08,1.50,,,,,,,,,
AL,1990,220,1990-08-08,2.50,,,,,,,,,
AL,1990,220,1990-08-08,3.50,,,,,,,,,
AL,1990,220,1990-08-08,4.50,,,,,,,,,
AL,1990,220,1990-08-08,5.50,,,,,,,,,
AL,1990,220,1990-08-08,6.50,,,,,,,,,
AL,1990,220,1990-08-08,7.00,,,,,,,,,
AL,1990,234,1990-08-22,0.50,,,,,,,,,
AL,1990,234,1990-08-22,1.50,,,,,,,,,
AL,1990,234,1990-08-22,2.50,,,,,,,,,
AL,1990,234,1990-08-22,3.50,,,,,,,,,
AL,1990,234,1990-08-22,4.50,,,,,,,,,
AL,1990,234,1990-08-22,5.50,,,,,,,,,
AL,1990,234,1990-08-22,6.00,0.31,1.94,14.03,3.68,1.64,0.97,0.34,0.25,110
AL,1990,234,1990-08-22,7.00,0.37,0.79,18.44,4.16,1.70,1.08,9.23,2.15,135
AL,1990,247,1990-09-04,0.50,,,,,,,,,
AL,1990,247,1990-09-04,1.50,,,,,,,,,
AL,1990,247,1990-09-04,2.50,,,,,,,,,
AL,1990,247,1990-09-04,3.50,,,,,,,,,
AL,1990,247,1990-09-04,4.50,,,,,,,,,
AL,1990,247,1990-09-04,5.50,,,,,,,,,
AL,1990,247,1990-09-04,6.50,,,,,,,,,
AL,1990,247,1990-09-04,7.00,,,,,,,,,
AL,1990,261,1990-09-18,0.50,,,,,,,,,
AL,1990,261,1990-09-18,1.50,,,,,,,,,
AL,1990,261,1990-09-18,2.50,,,,,,,,,
AL,1990,261,1990-09-18,3.50,,,,,,,,,
AL,1990,261,1990-09-18,4.00,,,,,,,0.41,0.06,
AL,1990,261,1990-09-18,5.00,,,,,,,,,
AL,1990,261,1990-09-18,6.00,,,,,,,,,
AL,1990,276,1990-10-03,0.00,,,,,,,,,
AL,1990,276,1990-10-03,1.00,,,,,,,,,
AL,1990,276,1990-10-03,2.00,,,,,,,,,
AL,1990,276,1990-10-03,2.50,,,,,,,,,
AL,1990,276,1990-10-03,3.50,,,,,,,,,
AL,1990,276,1990-10-03,4.50,,,,,,,,,
AL,1990,276,1990-10-03,6.00,,,,,,,,,
AL,1990,290,1990-10-17,0.00,,,,,,,0.14,0.03,
AL,1990,290,1990-10-17,1.00,,,,,,,,,
AL,1990,290,1990-10-17,2.00,,,,,,,,,
AL,1990,290,1990-10-17,3.00,,,,,,,,,
AL,1990,290,1990-10-17,4.00,,,,,,,0.14,0.04,
AL,1990,290,1990-10-17,5.00,,,,,,,,,
AL,1990,290,1990-10-17,7.00,,,,,,,0.14,0.03,
AL,1990,304,1990-10-31,0.00,,,,,,,,,
AL,1990,304,1990-10-31,1.00,,,,,,,,,
AL,1990,304,1990-10-31,2.00,,,,,,,,,
AL,1990,304,1990-10-31,2.50,,,,,,,,,
AL,1990,304,1990-10-31,3.50,,,,,,,,,
AL,1990,304,1990-10-31,4.50,,,,,,,,,
AL,1990,304,1990-10-31,5.50,,,,,,,,,
AL,1990,304,1990-10-31,7.00,,,,,,,,,
AL,1990,313,1990-11-09,0.50,,,,,,,,,
AL,1990,313,1990-11-09,1.50,,,,,,,,,
AL,1990,313,1990-11-09,2.50,,,,,,,,,
AL,1990,313,1990-11-09,3.50,,,,,,,,,
AL,1990,313,1990-11-09,5.00,,,,,,,,,
AL,1990,313,1990-11-09,7.00,0.29,3.14,12.12,3.15,1.56,0.69,0.12,0.03,94
AL,1991,17,1991-01-17,0.00,,,,,,,0.18,0.00,
AL,1991,17,1991-01-17,0.50,,,,,,,,,
AL,1991,17,1991-01-17,1.50,,,,,,,,,
AL,1991,17,1991-01-17,2.50,,,,,,,,,
AL,1991,17,1991-01-17,3.50,,,,,,,,,
AL,1991,17,1991-01-17,4.50,,,,,,,,,
AL,1991,17,1991-01-17,5.50,,,,,,,,,
AL,1991,17,1991-01-17,7.00,,,,,,,1.01,0.39,
AL,1991,50,1991-02-19,0.50,,,,,,,,,
AL,1991,50,1991-02-19,1.50,,,,,,,,,
AL,1991,50,1991-02-19,2.50,,,,,,,,,
AL,1991,50,1991-02-19,4.00,0.31,3.64,13.99,3.60,1.69,0.82,0.10,0.15,107
AL,1991,50,1991-02-19,6.00,,,,,,,,,
AL,1991,50,1991-02-19,7.00,0.33,2.71,15.89,4.01,1.74,0.99,1.42,0.48,123
AL,1991,84,1991-03-25,1.00,,,,,,,,,
AL,1991,84,1991-03-25,2.00,,,,,,,,,
AL,1991,84,1991-03-25,3.00,,,,,,,,,
AL,1991,84,1991-03-25,4.00,,,,,,,0.27,0.12,
AL,1991,84,1991-03-25,4.50,,,,,,,,,
AL,1991,84,1991-03-25,5.50,,,,,,,,,
AL,1991,84,1991-03-25,6.50,,,,,,,,,
AL,1991,127,1991-05-07,0.00,0.32,3.42,11.97,3.07,1.54,0.78,0.16,0.00,91
AL,1991,127,1991-05-07,0.50,,,,,,,,,
AL,1991,127,1991-05-07,1.50,,,,,,,,,
AL,1991,127,1991-05-07,2.50,,,,,,,,,
AL,1991,127,1991-05-07,3.50,,,,,,,,,
AL,1991,127,1991-05-07,4.50,,,,,,,,,
AL,1991,127,1991-05-07,5.50,,,,,,,,,
AL,1991,127,1991-05-07,6.50,,,,,,,,,
AL,1991,141,1991-05-21,0.00,,,,,,,,,
AL,1991,141,1991-05-21,1.00,,,,,,,,,
AL,1991,141,1991-05-21,2.00,,,,,,,,,
AL,1991,141,1991-05-21,2.50,,,,,,,,,
AL,1991,141,1991-05-21,3.50,,,,,,,,,
AL,1991,141,1991-05-21,4.50,,,,,,,,,
AL,1991,141,1991-05-21,5.50,,,,,,,,,
AL,1991,141,1991-05-21,7.00,,,,,,,,,
AL,1991,155,1991-06-04,0.50,,,,,,,,,
AL,1991,155,1991-06-04,1.50,,,,,,,,,
AL,1991,155,1991-06-04,2.00,,,,,,,0.00,0.00,
AL,1991,155,1991-06-04,3.00,,,,,,,,,
AL,1991,155,1991-06-04,4.00,,,,,,,0.04,0.00,
AL,1991,155,1991-06-04,5.00,,,,,,,,,
AL,1991,155,1991-06-04,6.00,,,,,,,,,
AL,1991,155,1991-06-04,7.00,,,,,,,1.48,0.57,
AL,1991,169,1991-06-18,0.50,,,,,,,,,
AL,1991,169,1991-06-18,1.50,,,,,,,,,
AL,1991,169,1991-06-18,2.50,,,,,,,,,
AL,1991,169,1991-06-18,3.50,,,,,,,,,
AL,1991,169,1991-06-18,4.50,,,,,,,,,
AL,1991,169,1991-06-18,5.50,,,,,,,,,
AL,1991,169,1991-06-18,6.50,,,,,,,,,
AL,1991,169,1991-06-18,7.00,,,,,,,,,
AL,1991,184,1991-07-03,0.50,,,,,,,,,
AL,1991,184,1991-07-03,1.50,,,,,,,,,
AL,1991,184,1991-07-03,2.50,,,,,,,,,
AL,1991,184,1991-07-03,3.50,,,,,,,,,
AL,1991,184,1991-07-03,4.00,,,,,,,0.12,0.00,
AL,1991,184,1991-07-03,5.00,,,,,,,,,
AL,1991,184,1991-07-03,6.00,,,,,,,0.41,0.22,
AL,1991,196,1991-07-15,0.00,,,,,,,,,
AL,1991,196,1991-07-15,1.00,,,,,,,,,
AL,1991,196,1991-07-15,2.00,,,,,,,,,
AL,1991,196,1991-07-15,2.50,,,,,,,,,
AL,1991,196,1991-07-15,3.50,,,,,,,,,
AL,1991,196,1991-07-15,4.50,,,,,,,,,
AL,1991,196,1991-07-15,5.50,,,,,,,,,
AL,1991,196,1991-07-15,6.50,,,,,,,,,
AL,1991,211,1991-07-30,0.00,,,,,,,0.07,0.00,
AL,1991,211,1991-07-30,1.00,,,,,,,,,
AL,1991,211,1991-07-30,2.00,,,,,,,0.00,0.00,
AL,1991,211,1991-07-30,3.00,,,,,,,,,
AL,1991,211,1991-07-30,4.00,,,,,,,0.00,0.00,
AL,1991,211,1991-07-30,5.00,,,,,,,,,
AL,1991,211,1991-07-30,6.00,,,,,,,,,
